Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Leandro Bacuna,2014,Midfielder,19,7,8,Curacao,0,0,0,0,0,0.0,0,0,17,3,18,1,25,4,15,18,8,80,73,45,68,8,7,15,,,,1,,,5,577,30.37,2,68,26,0,35,,1,0,16,1,,,,,,,,
Joseph Dodoo,2014,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Jesús Navas,2014,Defender,35,22,6,Spain,0,0,0,0,2,,,,,,,,35,13,19,8,6,71,177,114,132,37,15,38,5,29,0,0,0,0,8,1338,38.23,8,242,25,4,25,,3,0,22,8,,,,,,,,
Shinji Kagawa,2014,Midfielder,0,0,0,Japan,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Courtney Duffus,2014,Forward,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Ayoze Pérez,2014,Forward,36,9,18,Spain,7,2,3,2,2,0.19,0,0,61,25,41,4,38,14,27,21,7,,,,,,,,,,,,,,0,566,15.72,4,52,,,,,0,0,32,12,,,,,,,,
Kyle Walker,2014,Defender,15,10,3,England,0,0,0,0,0,,,,,,,,38,3,33,42,29,76,88,87,69,14,25,24,1,24,0,0,1,0,0,755,50.33,1,36,14,0,36,,3,0,15,0,,,,,,,,
David Ospina,2014,Goalkeeper,18,13,2,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,8,11,0,1,,,0,482,26.78,,,,,183,0,0,0,0,,47,0,10,38,6,14,36,131
David Jones,2014,Midfielder,36,7,18,England,0,0,0,0,1,0.0,0,0,21,5,24,1,51,11,81,49,18,73,219,105,109,12,26,32,,,,0,,,0,1525,42.36,1,35,34,0,67,,0,0,28,0,,,,,,,,
Graziano Pellè,2014,Forward,38,18,14,Italy,12,2,5,5,7,0.32,0,0,123,38,31,16,11,24,7,41,33,,,,,,,,,,,,,,2,1220,32.11,7,18,,,,,6,0,70,25,,,,,,,,
Curtis Obeng,2014,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Emmanuel Adebayor,2014,Forward,13,5,6,Togo,2,1,1,0,0,0.15,0,0,19,10,53,3,5,4,3,3,2,,,,,,,,,,,,,,1,277,21.31,2,5,,,,,1,0,13,11,,,,,,,,
Stéphane Sessegnon,2014,Midfielder,28,8,12,Benin,1,0,1,0,1,0.04,0,0,29,10,34,2,21,11,5,9,4,67,118,121,156,33,14,30,,,,0,,,3,684,24.43,4,25,8,7,17,,5,0,15,3,,,,,,,,
Danny Rose,2014,Defender,28,14,10,England,3,0,1,2,0,,,,,,,,80,5,60,75,47,88,152,186,137,25,32,35,6,38,0,0,1,0,4,1102,39.36,6,89,21,0,42,,7,0,49,4,,,,,,,,
Didier Drogba,2014,Forward,28,20,1,Cote D'Ivoire,4,2,2,0,0,0.14,0,0,30,9,30,1,13,5,2,12,8,,,,,,,,,,,,,,1,317,11.32,2,12,,,,,5,0,13,12,,,,,,,,
Kieran Richardson,2014,Defender,22,8,10,England,0,0,0,0,0,,,,,,,,25,3,15,25,12,72,63,53,70,5,17,19,4,25,0,0,2,0,1,499,22.68,2,23,17,1,29,,2,1,14,2,,,,,,,,
Ki Sung-Yueng,2014,Midfielder,33,15,11,South Korea,8,1,2,4,0,0.24,0,0,28,14,50,4,44,3,61,71,54,82,194,159,135,17,56,57,,,,0,,,1,1706,51.7,1,14,29,4,68,,4,0,27,4,,,,,,,,
David Silva,2014,Midfielder,32,19,7,Spain,12,0,1,11,0,0.38,0,0,66,27,41,3,46,21,21,8,2,78,188,159,206,51,17,25,,,,0,,,7,2146,67.06,11,62,23,39,44,,8,0,37,2,,,,,,,,
Bryan Oviedo,2014,Defender,6,1,3,Costa Rica,0,0,0,0,0,,,,,,,,9,0,4,12,6,67,26,19,18,1,3,1,1,1,0,0,0,0,0,137,22.83,1,22,14,1,12,,3,0,6,1,,,,,,,,
Dwight Gayle,2014,Forward,25,7,12,England,5,0,3,2,1,0.2,1,0,30,10,33,3,16,10,12,9,6,,,,,,,,,,,,,,1,271,10.84,0,37,,,,,1,0,18,6,,,,,,,,
Semi Ajayi,2014,Defender,0,0,0,Nigeria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Martín Demichelis,2014,Defender,31,20,5,Argentina,1,1,0,0,0,,,,,,,,62,2,74,172,103,58,140,157,132,4,84,63,9,30,1,0,0,0,0,1375,44.35,0,0,0,0,51,,6,0,33,0,,,,,,,,
Romelu Lukaku,2014,Forward,36,11,15,Belgium,10,1,3,6,2,0.28,2,0,105,42,40,12,11,29,2,8,8,,,,,,,,,,,,,,5,935,25.97,2,39,,,,,1,0,29,36,,,,,,,,
Alex Bruce,2014,Defender,22,8,9,Northern Ireland,0,0,0,0,0,,,,,,,,23,0,25,147,98,78,61,83,49,0,57,28,4,17,0,1,0,1,1,389,17.68,1,2,0,0,30,,3,0,13,0,,,,,,,,
Jak Alnwick,2014,Goalkeeper,6,2,3,England,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,1,,,0,169,28.17,,,,,38,0,0,0,0,,10,0,10,11,5,9,19,55
Aly Cissokho,2014,Defender,25,5,13,France,0,0,0,0,0,,,,,,,,48,5,31,99,54,79,90,116,78,17,39,16,6,31,1,0,1,1,0,817,32.68,0,95,9,0,38,,1,0,22,0,,,,,,,,
Harry Maguire,2014,Defender,3,1,2,England,0,0,0,0,0,,,,,,,,5,0,9,11,8,100,11,17,11,3,9,5,0,3,0,0,0,0,0,46,15.33,0,1,0,0,5,,1,0,4,0,,,,,,,,
Guy Demel,2014,Defender,6,1,4,Cote D'Ivoire,0,0,0,0,0,,,,,,,,4,0,3,7,4,100,16,13,19,6,2,4,0,7,0,0,0,0,0,106,17.67,0,17,18,0,0,,0,0,4,0,,,,,,,,
Tom Anderson,2014,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Angel Rangel,2014,Defender,27,12,8,Spain,0,0,0,0,0,,,,,,,,54,1,68,87,46,76,123,99,91,5,29,24,6,25,0,0,0,0,0,1343,49.74,2,24,21,0,69,,1,1,28,1,,,,,,,,
Fernandinho,2014,Midfielder,33,20,6,Brazil,3,1,2,0,0,0.09,0,0,23,8,35,1,94,6,60,48,33,76,202,195,203,35,43,34,,,,0,,,3,1734,52.55,3,6,33,13,50,,7,0,61,0,,,,,,,,
Roberto Soldado,2014,Forward,24,12,9,Spain,1,0,1,0,0,0.04,0,0,21,7,33,6,9,2,5,9,7,,,,,,,,,,,,,,1,282,11.75,3,6,,,,,1,0,11,6,,,,,,,,
Tom Cleverley,2014,Midfielder,32,8,17,England,3,0,3,0,0,0.09,0,0,24,9,38,1,76,7,28,23,7,79,154,131,133,11,13,29,,,,0,,,0,1496,46.75,1,69,20,1,73,,7,0,32,0,,,,,,,,
Jeffrey Schlupp,2014,Midfielder,32,9,15,Ghana,3,0,1,2,0,,,,,,,,80,12,60,61,33,80,170,231,233,63,41,74,6,40,1,1,0,0,2,723,22.59,2,76,20,0,46,,4,0,28,1,,,,,,,,
Stephen Kingsley,2014,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
George Moncur,2014,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jermain Defoe,2014,Forward,17,4,7,England,4,0,3,1,0,0.24,0,0,34,15,44,2,17,8,8,2,0,,,,,,,,,,,,,,0,278,16.35,2,10,,,,,1,0,9,15,,,,,,,,
Aaron Mitchell,2014,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Paul Dummett,2014,Defender,25,8,10,Wales,0,0,0,0,0,,,,,,,,37,2,32,164,100,84,71,140,76,2,88,51,5,34,1,0,1,0,0,845,33.8,2,32,9,0,52,,4,0,13,0,,,,,,,,
Sinan Bytyqi,2014,Midfielder,0,0,0,Kosovo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Glen Kamara,2014,Midfielder,0,0,0,Finland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Michu,2014,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Julio César,2014,Goalkeeper,0,0,0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dame N'Doye,2014,Forward,15,4,7,Senegal,5,1,4,0,0,0.33,0,0,42,17,40,4,13,7,5,6,4,,,,,,,,,,,,,,1,337,22.47,2,6,,,,,3,0,33,10,,,,,,,,
Juan Mata,2014,Midfielder,33,17,7,Spain,9,1,1,7,2,0.27,1,1,33,12,36,6,29,8,23,5,0,83,136,87,131,21,2,7,,,,0,,,4,1451,43.97,9,107,22,12,107,,2,0,27,6,,,,,,,,
Thibaut Courtois,2014,Goalkeeper,32,20,3,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,12,30,0,2,,,0,741,23.16,,,,,230,0,1,0,0,,74,0,11,69,12,18,130,236
Jake Hesketh,2014,Midfielder,2,0,2,England,0,0,0,0,0,0.0,0,0,2,1,50,0,2,0,0,0,0,50,0,2,4,0,0,1,,,,0,,,0,18,9.0,0,1,0,0,0,,1,0,1,0,,,,,,,,
Raheem Hanley,2014,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jamie Ness,2014,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
James Morrison,2014,Midfielder,33,10,14,Scotland,2,2,0,0,0,0.06,0,0,30,12,40,0,70,7,55,32,13,67,212,145,165,29,22,27,,,,0,,,1,1418,42.97,4,72,29,9,91,,3,0,30,2,,,,,,,,
Marc Albrighton,2014,Midfielder,18,8,8,England,2,0,2,0,1,0.11,0,0,14,4,29,1,46,4,20,15,3,85,87,84,75,13,10,14,,,,0,,,3,346,19.22,5,149,23,0,32,,3,0,14,2,,,,,,,,
Andreas Christensen,2014,Defender,1,1,0,Denmark,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,12,12.0,0,0,0,0,0,,0,0,1,0,,,,,,,,
Modou Barrow,2014,Forward,11,4,4,Gambia,0,0,0,0,0,0.0,0,0,2,0,0,0,8,2,7,3,1,,,,,,,,,,,,,,1,87,7.91,1,13,,,,,1,0,8,1,,,,,,,,
Rémy Cabella,2014,Midfielder,31,8,16,France,1,0,0,1,0,0.03,0,0,43,11,26,3,73,19,35,4,2,75,134,215,194,74,8,39,,,,0,,,2,896,28.9,2,106,15,9,20,,2,0,30,1,,,,,,,,
Ciaran Clark,2014,Defender,25,5,13,Ireland,1,1,0,0,0,,,,,,,,39,5,48,200,139,87,93,138,64,9,77,40,1,34,0,0,1,1,2,906,36.24,2,6,17,0,76,,8,1,19,1,,,,,,,,
Eliaquim Mangala,2014,Defender,25,18,3,France,0,0,0,0,0,,,,,,,,43,3,40,148,72,77,121,113,94,8,54,38,11,22,1,0,0,0,2,912,36.48,1,0,0,1,32,,3,1,21,0,,,,,,,,
Ryan Seager,2014,Forward,1,0,1,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Lewis Kinsella,2014,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Kevin Mbabu,2014,Defender,0,0,0,Switzerland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jazz Richards,2014,Defender,10,3,5,Wales,0,0,0,0,0,,,,,,,,18,0,21,23,14,78,39,40,40,5,11,15,1,12,0,1,0,0,1,327,32.7,0,7,14,1,16,,1,0,8,1,,,,,,,,
Joey Barton,2014,Midfielder,28,7,15,England,1,0,0,1,2,0.04,0,0,35,7,20,2,83,11,46,68,44,63,220,185,188,17,54,49,,,,0,,,3,1368,48.86,8,123,30,3,145,,11,1,47,0,,,,,,,,
Eljero Elia,2014,Forward,16,6,8,Netherlands,2,0,2,0,0,0.13,0,0,15,6,40,1,26,2,10,3,1,,,,,,,,,,,,,,0,274,17.13,0,42,,,,,2,0,17,1,,,,,,,,
Cheick Tioté,2014,Midfielder,11,2,5,Cote D'Ivoire,0,0,0,0,0,0.0,0,0,10,1,10,0,34,6,23,18,11,71,97,77,80,8,25,25,,,,0,,,2,688,62.55,0,2,50,2,48,,5,0,24,0,,,,,,,,
Toby Alderweireld,2014,Defender,26,13,9,Belgium,1,1,0,0,1,,,,,,,,44,6,31,141,61,80,125,94,68,7,37,33,9,22,0,0,1,1,0,1108,42.62,1,13,38,0,135,,3,0,12,0,,,,,,,,
Hatem Ben Arfa,2014,Midfielder,8,0,5,France,0,0,0,0,0,0.0,0,0,3,1,33,1,4,0,1,3,2,75,19,18,27,10,3,2,,,,0,,,0,135,16.88,0,8,63,0,8,,1,0,9,0,,,,,,,,
Daryl Janmaat,2014,Defender,37,10,19,Netherlands,1,0,0,1,0,,,,,,,,103,11,78,96,46,75,179,183,149,28,34,40,8,60,0,0,1,0,6,1410,38.11,7,117,21,2,77,,6,1,31,2,,,,,,,,
Adel Taarabt,2014,Midfielder,7,1,6,Morocco,0,0,0,0,1,0.0,0,0,11,1,9,0,2,5,2,0,0,50,17,24,27,11,0,2,,,,0,,,0,191,27.29,0,16,19,1,6,,0,0,2,0,,,,,,,,
Joey O'Brien,2014,Defender,9,4,5,Ireland,0,0,0,0,0,,,,,,,,13,0,7,33,22,54,22,36,21,3,14,8,0,11,0,0,1,0,0,179,19.89,1,13,38,0,10,,2,0,8,0,,,,,,,,
Steven Gerrard,2014,Midfielder,29,11,10,England,9,2,7,0,0,0.31,4,1,54,21,39,2,50,13,23,53,25,74,152,95,86,5,19,24,,,,0,,,1,1531,52.79,2,104,28,4,154,,7,1,11,1,,,,,,,,
Steven Caulker,2014,Defender,35,8,21,England,1,1,0,0,0,,,,,,,,38,5,69,345,229,79,112,198,149,8,146,107,6,61,1,0,1,1,0,880,25.14,1,3,0,1,75,,1,0,15,0,,,,,,,,
Mark Noble,2014,Midfielder,28,8,12,England,2,0,2,0,1,0.07,1,0,21,5,24,1,70,9,52,24,12,76,199,138,123,24,10,14,,,,0,,,3,1376,49.14,4,84,30,6,91,,4,0,34,2,,,,,,,,
Jay Rodriguez,2014,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Matthew Kennedy,2014,Midfielder,0,0,0,Northern Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Reece Grego-Cox,2014,Midfielder,4,1,3,Ireland,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,7,5,21,2,2,13,,,,0,,,0,30,7.5,0,6,17,0,0,,0,0,2,1,,,,,,,,
Olivier Giroud,2014,Forward,27,18,4,France,14,4,1,9,2,0.52,0,0,70,29,41,7,27,12,6,23,19,,,,,,,,,,,,,,3,764,28.3,6,11,,,,,5,1,39,13,,,,,,,,
Scott Harrison,2014,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Karim Rekik,2014,Defender,0,0,0,Netherlands,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Shay Given,2014,Goalkeeper,3,2,1,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,1,,,0,75,25.0,,,,,22,0,1,0,0,,9,0,2,4,1,1,7,18
Tom Lawrence,2014,Forward,3,1,1,Wales,0,0,0,0,0,0.0,0,0,3,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,0,25,8.33,0,1,,,,,0,0,1,0,,,,,,,,
Jamie Sterry,2014,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
John Guidetti,2014,Forward,0,0,0,Sweden,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Jay Fulton,2014,Midfielder,2,1,1,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,8,5,4,0,6,5,6,0,3,4,,,,0,,,0,65,32.5,0,0,0,0,1,,0,0,1,0,,,,,,,,
Connor Wickham,2014,Forward,36,7,13,England,5,2,3,0,3,0.14,0,0,83,24,29,3,51,27,29,59,33,,,,,,,,,,,,,,1,908,25.22,2,63,,,,,8,0,58,9,,,,,,,,
Sam Byrne,2014,Forward,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Adil Nabi,2014,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Steve Harper,2014,Goalkeeper,10,3,5,England,,,,,,,,,,,,,,,,,,,,,,,,,4,10,0,0,,,0,253,25.3,,,,,77,0,0,0,0,,30,0,7,14,6,3,18,73
Matt Grimes,2014,Midfielder,3,2,1,England,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,1,1,50,3,2,8,0,0,0,,,,0,,,0,27,9.0,0,2,0,1,2,,0,0,1,0,,,,,,,,
Matthias Fanimo,2014,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Yannick Sagbo,2014,Forward,4,1,3,Cote D'Ivoire,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,1,0,0,,,,,,,,,,,,,,0,34,8.5,0,1,,,,,0,0,3,0,,,,,,,,
Andrej Kramaric,2014,Forward,13,5,5,Croatia,2,0,2,0,0,0.15,0,0,22,8,36,2,6,5,1,1,0,,,,,,,,,,,,,,0,185,14.23,1,14,,,,,0,0,1,3,,,,,,,,
Radamel Falcao,2014,Forward,26,16,4,Colombia,4,1,1,2,2,0.15,0,0,37,16,43,8,10,8,7,9,4,,,,,,,,,,,,,,4,398,15.31,2,4,,,,,2,0,21,15,,,,,,,,
Petr Cech,2014,Goalkeeper,7,7,0,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,,,0,147,21.0,,,,,46,0,0,0,0,,16,0,2,2,2,2,20,48
Rory Watson,2014,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Brede Hangeland,2014,Defender,14,3,6,Norway,2,1,1,0,0,,,,,,,,15,1,31,78,52,60,57,68,31,2,47,16,2,18,0,0,0,0,1,325,23.21,1,0,0,1,26,,2,0,8,1,,,,,,,,
Ryan McLaughlin,2014,Defender,0,0,0,Northern Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Claudio Yacob,2014,Midfielder,20,8,5,Argentina,0,0,0,0,0,0.0,0,0,8,1,13,0,69,2,39,41,18,74,109,108,104,3,24,23,,,,0,,,0,534,26.7,0,2,50,0,22,,5,1,28,1,,,,,,,,
Patrick Bamford,2014,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Mathieu Debuchy,2014,Defender,10,5,1,France,1,1,0,0,0,,,,,,,,26,1,17,51,38,73,56,86,47,6,45,15,0,12,0,1,0,1,0,369,36.9,1,23,0,1,17,,2,0,15,4,,,,,,,,
