Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Andrew Todd,2006,Defender,9,4,4,England,0,0,0,0,0,,,,,,,,12,0,4,42,0,75,0,25,18,1,4,7,1,11,0,0,0,0,0,227,25.22,0,2,0,0,20,,2,0,7,0,,,,,,,,
Paul Robinson,2006,Goalkeeper,38,17,12,England,,,,,,,,,,,,,,,,,,,,,,,,,6,54,0,0,,,1,875,23.03,,,,,262,1,0,0,0,,89,0,24,45,37,0,150,383
Tomasz Radzinski,2006,Forward,35,7,13,Canada,2,0,1,1,1,0.06,0,0,31,10,32,0,34,8,7,17,0,,,,,,,,,,,,,,3,600,17.14,0,109,,,,,3,0,24,7,,,,,,,,
Ben Gill,2006,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
William Gallas,2006,Defender,21,11,4,France,3,1,1,1,0,,,,,,,,34,0,12,102,0,76,0,69,48,3,17,11,6,18,0,0,0,0,0,891,42.43,0,15,20,0,39,,4,0,8,2,,,,,,,,
Wayne Bridge,2006,Defender,22,14,1,England,0,0,0,0,0,,,,,,,,48,2,10,65,0,81,0,89,58,17,8,12,10,10,0,0,0,0,4,804,36.55,0,85,35,0,53,,1,0,8,0,,,,,,,,
Alan Bennett,2006,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Marcus Bent,2006,Forward,30,7,16,England,1,0,1,0,1,0.03,0,0,25,8,32,0,12,3,2,10,0,,,,,,,,,,,,,,2,505,16.83,0,31,,,,,0,0,12,6,,,,,,,,
Ross Turnbull,2006,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adrian Pettigrew,2006,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Bjarni Vidarsson,2006,Midfielder,0,0,0,Iceland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Henrique Hilário,2006,Goalkeeper,11,6,1,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,0,,,0,168,15.27,,,,,40,0,0,0,0,,12,1,4,13,7,0,35,91
Ali Al Habsi,2006,Goalkeeper,0,0,0,Oman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Steve Finnan,2006,Defender,33,17,9,Ireland,0,0,0,0,1,,,,,,,,69,3,15,113,0,84,0,130,96,14,13,19,18,22,0,0,0,1,4,1292,39.15,0,114,38,0,88,,2,0,17,3,,,,,,,,
Emmanuel Adebayor,2006,Forward,29,15,5,Togo,8,1,6,1,5,0.28,1,0,67,30,45,0,17,9,4,13,0,,,,,,,,,,,,,,3,800,27.59,0,33,,,,,2,0,45,36,,,,,,,,
Danny Rose,2006,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Nabil El Zhar,2006,Midfielder,3,0,2,Morocco,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,,,,0,,,0,13,4.33,0,1,0,0,0,,0,0,1,0,,,,,,,,
Didier Drogba,2006,Forward,36,24,3,Cote D'Ivoire,20,5,10,5,1,0.56,0,2,121,47,39,0,46,13,5,68,0,,,,,,,,,,,,,,4,784,21.78,0,42,,,,,9,0,69,43,,,,,,,,
Kieran Richardson,2006,Defender,15,10,2,England,1,0,0,1,1,,,,,,,,19,6,2,11,0,74,0,37,56,7,3,5,3,7,0,0,0,0,0,310,20.67,0,23,4,0,14,,4,0,19,2,,,,,,,,
Matthew Collins,2006,Midfielder,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Roy Carroll,2006,Goalkeeper,12,1,7,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,20,0,0,,,0,258,21.5,,,,,90,0,2,0,0,,37,0,6,13,18,0,57,137
Pascal Cygan,2006,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Mark Yeates,2006,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ivica Mornar,2006,Forward,0,0,0,Croatia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Adam Federici,2006,Goalkeeper,2,0,1,Australia,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,,,0,30,15.0,,,,,11,0,0,0,0,,4,0,0,2,3,0,4,19
Henri Lansbury,2006,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Herold Goulon,2006,Midfielder,0,0,0,France,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Scott Loach,2006,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Martin Olsson,2006,Defender,0,0,0,Sweden,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Edwin van der Sar,2006,Goalkeeper,32,24,4,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,11,25,0,0,,,0,723,22.59,,,,,161,0,1,0,1,,77,1,20,25,46,0,187,255
Stephan Andersen,2006,Goalkeeper,0,0,0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Titus Bramble,2006,Defender,17,4,8,England,0,0,0,0,0,,,,,,,,52,0,14,105,0,85,0,95,47,1,32,19,4,17,0,0,0,0,0,686,40.35,0,2,0,0,91,,4,1,13,0,,,,,,,,
Malcolm Christie,2006,Forward,13,4,6,England,1,0,1,0,0,0.08,0,0,7,3,43,0,4,0,1,1,0,,,,,,,,,,,,,,0,62,4.77,0,3,,,,,1,0,4,2,,,,,,,,
Teemu Tainio,2006,Midfielder,21,9,6,Finland,2,0,2,0,0,0.1,0,0,20,4,20,0,64,10,28,46,0,70,0,96,57,6,7,8,,,,0,,,0,747,35.57,0,11,27,0,58,,1,0,13,0,,,,,,,,
Gavin McCann,2006,Midfielder,30,9,9,England,1,0,1,0,0,0.03,0,0,24,5,21,0,156,5,29,56,0,70,0,222,174,12,13,11,,,,0,,,1,1180,39.33,0,20,45,0,117,,9,0,49,1,,,,,,,,
Ricardo Rocha,2006,Defender,9,5,2,Portugal,0,0,0,0,0,,,,,,,,23,1,10,86,0,65,0,44,21,1,18,4,1,12,0,0,0,0,0,259,28.78,0,0,0,0,14,,2,0,9,0,,,,,,,,
Yassine El Ghanassy,2006,Defender,0,0,0,Belgium,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Andranik Teymourian,2006,Midfielder,17,5,8,Iran,2,1,0,1,1,0.12,0,0,17,6,35,0,25,5,9,6,0,92,0,48,41,2,3,5,,,,0,,,0,317,18.65,0,40,8,0,20,,1,0,18,1,,,,,,,,
Jermain Defoe,2006,Forward,34,14,11,England,10,0,8,2,2,0.29,3,0,92,39,42,0,28,20,2,1,0,,,,,,,,,,,,,,0,396,11.65,0,35,,,,,3,0,31,39,,,,,,,,
Emile Mpenza,2006,Forward,10,3,5,Belgium,3,1,1,1,1,0.3,0,0,23,9,39,0,10,3,1,3,0,,,,,,,,,,,,,,1,225,22.5,0,11,,,,,1,0,8,13,,,,,,,,
Caleb Folan,2006,Forward,13,4,5,Ireland,2,1,1,0,1,0.15,0,0,13,5,38,0,8,2,1,0,0,,,,,,,,,,,,,,0,206,15.85,0,14,,,,,2,0,23,6,,,,,,,,
Johan Cavalli,2006,Midfielder,3,1,0,France,0,0,0,0,0,0.0,0,0,3,0,0,0,7,0,1,3,0,86,0,11,9,0,0,0,,,,0,,,0,29,9.67,0,7,0,0,3,,0,0,5,0,,,,,,,,
Chris Sutton,2006,Forward,8,2,3,England,1,1,0,0,1,0.13,0,0,12,3,25,0,6,5,2,8,0,,,,,,,,,,,,,,2,238,29.75,0,5,,,,,2,0,22,1,,,,,,,,
Wilfred Bouma,2006,Defender,25,8,7,Netherlands,0,0,0,0,0,,,,,,,,59,1,22,90,0,80,0,101,73,9,9,16,10,24,0,0,0,0,1,741,29.64,0,61,28,0,59,,0,0,17,0,,,,,,,,
Souleymane Diawara,2006,Defender,23,6,11,Senegal,0,0,0,0,0,,,,,,,,80,2,38,222,0,85,0,137,59,3,33,16,8,27,0,0,0,0,0,568,24.7,0,1,0,0,52,,5,0,23,0,,,,,,,,
James Morrison,2006,Midfielder,28,7,13,Scotland,2,0,2,0,0,0.07,0,0,25,11,44,0,40,5,14,16,0,75,0,71,77,18,6,8,,,,0,,,2,491,17.54,0,41,15,0,30,,0,0,2,4,,,,,,,,
Jlloyd Samuel,2006,Defender,4,2,1,Trinidad And Tobago,0,0,0,0,0,,,,,,,,6,0,0,6,0,67,0,13,19,3,3,1,0,2,0,0,0,1,0,78,19.5,0,7,14,0,6,,1,0,3,0,,,,,,,,
Julius Aghahowa,2006,Forward,6,2,4,Nigeria,0,0,0,0,0,0.0,0,0,4,1,25,0,2,0,3,0,0,,,,,,,,,,,,,,0,70,11.67,0,1,,,,,0,0,4,4,,,,,,,,
Ryan Giggs,2006,Midfielder,30,23,4,Wales,4,1,1,2,2,0.13,0,0,50,18,36,0,44,9,12,13,0,66,0,104,171,30,12,24,,,,0,,,7,1023,34.1,0,254,28,0,51,,5,0,19,5,,,,,,,,
Magnus Hedman,2006,Goalkeeper,0,0,0,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Álvaro Arbeloa,2006,Defender,9,4,3,Spain,1,0,1,0,0,,,,,,,,25,0,4,16,0,76,0,34,21,2,1,4,3,6,0,0,0,0,1,308,34.22,0,9,22,0,17,,1,0,9,1,,,,,,,,
Xabi Alonso,2006,Midfielder,32,17,9,Spain,4,0,4,0,2,0.13,1,0,51,16,31,0,132,12,36,43,0,81,0,227,158,7,36,21,,,,0,,,1,2023,63.22,0,33,21,0,270,,9,0,46,0,,,,,,,,
Stephen Warnock,2006,Defender,14,6,5,England,1,0,0,1,0,,,,,,,,43,1,16,43,0,77,0,79,46,13,4,4,2,21,0,0,0,1,2,501,35.79,0,18,17,0,52,,2,1,13,0,,,,,,,,
Mamadou Seck,2006,Defender,0,0,0,Senegal,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Joey Barton,2006,Midfielder,33,9,15,England,6,0,6,0,0,0.18,1,0,73,29,40,0,87,13,29,34,0,79,0,175,208,23,11,14,,,,0,,,4,1415,42.88,0,254,31,0,127,,10,1,63,3,,,,,,,,
Emmerson Boyce,2006,Defender,34,10,18,Barbados,0,0,0,0,0,,,,,,,,95,0,15,162,0,83,0,158,90,4,33,19,8,54,0,0,0,1,1,699,20.56,0,62,23,0,36,,2,0,26,0,,,,,,,,
Kevin Kilbane,2006,Midfielder,33,9,15,Ireland,1,1,0,0,0,0.03,0,0,30,11,37,0,54,6,12,56,0,80,0,129,160,7,30,33,,,,0,,,6,783,23.73,0,135,26,0,33,,2,1,29,3,,,,,,,,
Jonathan Spector,2006,Defender,25,8,14,United States,0,0,0,0,0,,,,,,,,65,1,20,110,0,78,0,113,72,6,9,8,4,26,1,0,0,0,0,628,25.12,0,51,20,0,51,,5,0,25,2,,,,,,,,
Fran Mérida,2006,Midfielder,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Pascal Chimbonda,2006,Defender,34,17,9,France,1,0,1,0,0,,,,,,,,101,0,40,140,0,76,0,215,111,25,38,13,5,46,0,0,0,0,3,1330,39.12,0,85,24,0,38,,5,0,24,4,,,,,,,,
John Oster,2006,Midfielder,25,10,12,Wales,1,0,1,0,0,0.04,0,0,10,2,20,0,20,0,6,1,0,80,0,39,44,9,0,1,,,,0,,,2,361,14.44,0,69,35,0,33,,1,0,13,0,,,,,,,,
Adel Taarabt,2006,Midfielder,2,1,1,Morocco,0,0,0,0,0,0.0,0,0,2,1,50,0,0,0,0,0,0,0,0,3,2,1,0,0,,,,0,,,0,13,6.5,0,0,0,0,0,,0,0,0,0,,,,,,,,
Joey O'Brien,2006,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Zat Knight,2006,Defender,23,6,12,England,2,2,0,0,0,,,,,,,,42,1,8,176,0,71,0,75,37,3,15,6,3,37,0,0,0,1,0,572,24.87,0,7,29,0,50,,3,0,15,1,,,,,,,,
Yves Ma-Kalambay,2006,Goalkeeper,0,0,0,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Steven Gerrard,2006,Midfielder,36,20,8,England,7,0,7,0,2,0.19,1,0,99,25,25,0,90,21,32,42,0,83,0,188,159,25,30,20,,,,0,,,2,1756,48.78,0,218,20,0,158,,1,0,22,4,,,,,,,,
Carlo Cudicini,2006,Goalkeeper,8,5,1,Italy,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,0,,,0,151,18.88,,,,,36,0,0,0,0,,8,0,5,11,3,0,37,67
Mark Noble,2006,Midfielder,10,7,3,England,2,0,2,0,0,0.2,0,0,8,4,50,0,26,1,10,11,0,77,0,39,34,0,4,4,,,,0,,,0,404,40.4,0,3,0,0,38,,2,0,6,0,,,,,,,,
Moritz Volz,2006,Defender,29,6,12,Germany,2,0,2,0,0,,,,,,,,89,4,18,68,0,80,0,157,137,11,10,9,3,42,0,0,0,0,1,585,20.17,0,41,15,0,22,,3,0,28,1,,,,,,,,
Tobias Mikaelsson,2006,Forward,0,0,0,Sweden,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Dorian Dervite,2006,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
David Unsworth,2006,Defender,15,3,8,England,1,0,0,1,0,,,,,,,,24,0,3,84,0,67,0,45,29,0,12,8,3,17,0,0,0,0,1,366,24.4,0,45,27,0,40,,2,0,15,0,,,,,,,,
Michael Essien,2006,Midfielder,33,20,3,Ghana,2,1,1,0,2,0.06,0,0,51,13,25,0,90,13,41,148,0,79,0,230,161,25,50,27,,,,0,,,3,1760,53.33,0,32,16,0,135,,5,0,33,1,,,,,,,,
Ricardo Carvalho,2006,Defender,31,22,2,Portugal,3,2,1,0,1,,,,,,,,68,3,32,215,0,85,0,120,84,3,29,35,16,19,0,0,0,1,1,1359,43.84,0,17,29,0,81,,6,0,27,0,,,,,,,,
Oscar Jansson,2006,Goalkeeper,0,0,0,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Paul Green,2006,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Tony McMahon,2006,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jamie Ashdown,2006,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Shay Given,2006,Goalkeeper,22,9,7,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,2,27,0,0,,,0,604,27.45,,,,,200,0,1,0,0,,64,0,11,31,36,0,85,224
Danny Shittu,2006,Defender,30,4,14,Nigeria,1,0,1,0,1,,,,,,,,57,1,20,224,0,74,0,202,75,5,103,24,7,38,0,0,0,0,0,645,21.5,0,10,40,0,40,,2,0,31,1,,,,,,,,
David Martin,2006,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Colin Marrison,2006,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Gary O'Neil,2006,Midfielder,35,13,10,England,1,0,1,0,0,0.03,0,0,29,14,48,0,91,5,11,30,0,73,0,165,199,12,26,31,,,,0,,,4,1223,34.94,0,165,28,0,61,,7,0,49,6,,,,,,,,
Gary Teale,2006,Midfielder,12,3,6,Scotland,0,0,0,0,0,0.0,0,0,5,0,0,0,16,1,1,6,0,81,0,21,34,2,0,0,,,,0,,,0,137,11.42,0,41,17,0,9,,0,0,8,1,,,,,,,,
Alessandro Pistone,2006,Defender,0,0,0,Italy,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Steve Harper,2006,Goalkeeper,18,3,9,England,,,,,,,,,,,,,,,,,,,,,,,,,3,18,0,0,,,0,391,21.72,,,,,105,0,0,0,0,,54,0,13,14,24,0,64,189
Jordan Robertson,2006,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Ian Pearce,2006,Defender,22,4,9,England,1,0,1,0,0,,,,,,,,19,0,9,175,0,68,0,47,34,0,13,5,4,31,1,0,0,0,0,381,17.32,0,1,0,0,22,,3,1,22,0,,,,,,,,
Danny Gabbidon,2006,Defender,18,4,11,Wales,0,0,0,0,0,,,,,,,,42,0,11,107,0,90,0,89,55,0,33,16,1,27,0,0,1,0,0,662,36.78,0,2,50,0,62,,1,0,19,0,,,,,,,,
Manuel Almunia,2006,Goalkeeper,1,1,0,Spain,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,0,16,16.0,,,,,3,0,0,0,0,,2,0,0,0,2,0,3,10
Michael Roddy,2006,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Mark Pembridge,2006,Midfielder,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Petr Cech,2006,Goalkeeper,20,14,1,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,12,9,0,0,,,0,383,19.15,,,,,111,0,1,0,0,,56,0,13,42,29,0,82,162
Milan Baros,2006,Forward,17,3,5,Czech Republic,1,0,1,0,0,0.06,0,0,13,4,31,0,8,5,0,2,0,,,,,,,,,,,,,,1,229,13.47,0,12,,,,,1,0,26,12,,,,,,,,
Zac Jones,2006,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Svetoslav Todorov,2006,Forward,9,2,5,Bulgaria,2,0,2,0,0,0.22,0,0,9,6,67,0,3,1,0,0,0,,,,,,,,,,,,,,0,87,9.67,0,0,,,,,1,0,12,7,,,,,,,,
Tomas Pekhart,2006,Forward,0,0,0,Czech Republic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Gaizka Mendieta,2006,Midfielder,7,1,4,Spain,0,0,0,0,0,0.0,0,0,13,4,31,0,10,0,0,3,0,70,0,18,23,3,1,2,,,,0,,,0,113,16.14,0,12,25,0,9,,0,0,5,0,,,,,,,,
Arturo Lupoli,2006,Forward,0,0,0,Italy,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Tugay,2006,Midfielder,30,12,13,Turkey,1,0,1,0,0,0.03,0,0,17,5,29,0,58,2,24,23,0,78,0,100,100,12,5,9,,,,0,,,2,1441,48.03,0,5,20,0,209,,3,1,29,0,,,,,,,,
James Vaughan,2006,Forward,14,5,4,England,4,0,2,2,2,0.29,0,0,26,9,35,0,15,4,0,10,0,,,,,,,,,,,,,,0,178,12.71,0,9,,,,,5,0,26,4,,,,,,,,
Kasper Schmeichel,2006,Goalkeeper,0,0,0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Giuseppe Rossi,2006,Forward,11,3,6,Italy,0,0,0,0,1,0.0,0,0,13,4,31,0,10,5,2,3,0,,,,,,,,,,,,,,0,116,10.55,0,3,,,,,1,0,11,2,,,,,,,,
