,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
484,Ulises de la Cruz,2007,Defender,6,1,4,Ecuador,0,0,0,0,0,,,,,,,,17,0,8,29,5,94,12,22,15,1,2,0,1,8,0,0,0,0,1,85,14.17,0,9,22,0,5,,2,0,5,0,,,,,,,,
485,Gilberto,2007,Defender,6,2,1,Brazil,1,0,0,1,0,,,,,,,,11,0,6,20,5,91,29,14,7,1,0,2,1,3,0,0,0,0,0,156,26.0,0,13,15,0,5,,0,0,3,0,,,,,,,,
486,Erik Nevland,2007,Forward,8,5,3,Norway,2,0,2,0,0,0.25,0,0,5,2,40,0,4,0,2,6,0,,,,,,,,,,,,,,0,60,7.5,0,0,,,,,1,0,5,5,,,,,,,,
487,Christian Dailly,2007,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
488,Liam Ridgewell,2007,Defender,35,7,17,England,1,0,0,1,0,,,,,,,,88,3,44,533,160,76,159,208,113,10,58,44,3,54,1,1,0,1,3,739,21.11,0,7,0,0,71,,10,0,39,2,,,,,,,,
489,Alexei Smertin,2007,Midfielder,15,1,9,Russia,0,0,0,0,0,0.0,0,0,13,1,8,0,33,6,11,8,2,91,66,50,47,0,6,6,,,,0,,,1,314,20.93,0,4,50,1,15,,1,0,20,0,,,,,,,,
490,Jérémie Aliadière,2007,Forward,29,9,10,France,5,1,3,1,1,0.17,0,0,53,23,43,0,22,16,6,10,1,,,,,,,,,,,,,,6,474,16.34,0,27,,,,,3,1,35,33,,,,,,,,
491,Steve Howard,2007,Forward,20,1,15,Scotland,1,0,0,0,1,0.05,0,0,35,10,29,0,7,6,1,23,12,,,,,,,,,,,,,,3,483,24.15,0,5,,,,,3,0,47,17,,,,,,,,
492,Eddie Lewis,2007,Midfielder,24,1,18,United States,0,0,0,0,0,0.0,0,0,7,2,29,0,37,4,26,56,17,49,108,65,78,7,8,11,,,,0,,,1,544,22.67,0,172,24,1,16,,3,0,35,4,,,,,,,,
493,Paul Anderson,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
494,Tamir Cohen,2007,Midfielder,10,2,6,Israel,1,1,0,0,0,0.1,0,0,7,3,43,0,12,2,5,12,3,83,12,16,25,0,3,5,,,,0,,,0,87,8.7,0,3,0,0,3,,1,0,15,0,,,,,,,,
495,Stephen Hunt,2007,Midfielder,37,10,21,Ireland,5,1,1,3,3,0.14,2,0,52,18,35,0,84,11,70,73,14,75,209,215,261,38,11,20,,,,0,,,4,825,22.3,0,189,21,1,37,,6,0,35,5,,,,,,,,
496,Luís Boa Morte,2007,Midfielder,27,9,10,Portugal,0,0,0,0,0,0.0,0,0,32,12,38,0,65,6,15,25,1,72,91,134,158,19,5,20,,,,0,,,2,353,13.07,0,33,21,3,6,,2,1,52,5,,,,,,,,
497,Miles Addison,2007,Defender,1,0,1,England,0,0,0,0,0,,,,,,,,1,0,1,11,6,100,1,4,3,0,2,1,0,3,0,0,0,0,0,7,7.0,0,0,0,0,0,,0,0,1,0,,,,,,,,
498,Michael Carrick,2007,Midfielder,31,21,4,England,2,0,2,0,0,0.06,0,0,23,6,26,0,94,7,46,73,13,80,218,132,83,12,0,9,,,,0,,,2,1585,51.13,0,29,34,8,142,,2,0,13,1,,,,,,,,
499,Curtis Osano,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
500,Jonathan Macken,2007,Forward,3,0,3,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,1,0,,,,,,,,,,,,,,0,19,6.33,0,2,,,,,0,0,1,0,,,,,,,,
501,Maik Taylor,2007,Goalkeeper,34,8,16,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,3,54,0,0,,,0,759,22.32,,,,,222,0,1,0,1,,134,0,9,62,73,0,101,356
502,Salomon Kalou,2007,Midfielder,30,20,3,Cote D'Ivoire,7,1,5,1,1,0.23,0,0,53,24,45,0,34,9,31,21,2,74,87,138,198,54,15,41,,,,0,,,9,685,22.83,0,52,21,14,12,,1,0,36,28,,,,,,,,
503,Philippe Senderos,2007,Defender,17,11,0,Switzerland,2,1,0,1,0,,,,,,,,24,1,7,180,51,75,76,75,45,6,26,23,7,10,1,0,0,0,0,594,34.94,0,0,0,0,68,,0,1,13,0,,,,,,,,
504,Graham Kavanagh,2007,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
505,Jonathan Woodgate,2007,Defender,28,7,12,England,1,1,0,0,0,,,,,,,,53,0,38,432,170,74,114,135,66,1,70,23,6,44,0,0,0,1,0,711,25.39,0,3,0,1,82,,6,0,27,0,,,,,,,,
506,Craig Bellamy,2007,Forward,8,4,2,Wales,2,0,2,0,0,0.25,0,0,10,4,40,0,6,3,1,0,0,,,,,,,,,,,,,,1,145,18.13,0,10,,,,,2,0,7,13,,,,,,,,
507,Elano,2007,Midfielder,34,13,12,Brazil,8,0,5,3,2,0.24,2,2,67,22,33,0,52,17,25,18,3,81,133,141,198,39,5,12,,,,0,,,9,1116,32.82,0,90,22,14,93,,3,0,26,2,,,,,,,,
508,Jimmy Kébé,2007,Midfielder,5,1,4,Mali,0,0,0,0,0,0.0,0,0,1,0,0,0,2,1,2,2,2,50,10,9,16,4,1,2,,,,0,,,0,43,8.6,0,6,0,0,1,,0,0,2,0,,,,,,,,
509,Joleon Lescott,2007,Defender,38,19,11,England,8,5,0,3,0,,,,,,,,74,4,54,471,125,78,208,190,127,25,48,25,14,32,0,1,0,2,1,1116,29.37,0,49,18,0,63,,3,0,36,2,,,,,,,,
510,Benni McCarthy,2007,Forward,31,12,9,South Africa,8,0,8,0,0,0.26,5,0,37,17,46,0,20,8,8,23,4,,,,,,,,,,,,,,0,618,19.94,0,8,,,,,1,0,35,28,,,,,,,,
511,Graeme Murty,2007,Defender,28,7,17,Scotland,0,0,0,0,0,,,,,,,,50,5,35,133,34,88,164,81,61,6,4,12,3,47,0,1,0,1,0,769,27.46,0,65,18,1,54,,3,0,13,0,,,,,,,,
512,Cory Sinnott,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
513,Dave Kitson,2007,Forward,34,9,19,England,10,2,2,6,0,0.29,0,0,59,26,44,0,56,14,18,50,17,,,,,,,,,,,,,,2,862,25.35,0,52,,,,,3,1,61,10,,,,,,,,
514,Sam Williams,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
515,Mohammed Camara,2007,Midfielder,1,0,1,Guinea,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,2,0,0,67,2,3,4,0,0,0,,,,0,,,0,10,10.0,0,2,0,0,0,,0,0,1,0,,,,,,,,
516,Nicolas Anelka,2007,Forward,32,16,10,France,11,0,9,2,5,0.34,0,1,88,37,42,0,26,23,15,3,1,,,,,,,,,,,,,,4,745,23.28,0,82,,,,,1,0,34,50,,,,,,,,
517,Andy Barcham,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
518,Dwight Yorke,2007,Midfielder,20,5,13,Trinidad And Tobago,1,0,1,0,0,0.05,0,0,6,1,17,0,44,2,50,44,10,70,151,66,72,3,5,2,,,,0,,,0,702,35.1,0,11,45,2,75,,4,1,31,0,,,,,,,,
519,Robert Milsom,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
520,Robbie Keane,2007,Forward,36,9,14,Ireland,15,0,11,4,3,0.42,3,0,86,40,47,0,22,11,13,12,0,,,,,,,,,,,,,,3,845,23.47,0,51,,,,,1,1,21,30,,,,,,,,
521,Gelson Fernandes,2007,Midfielder,26,8,9,Switzerland,2,0,1,1,0,0.08,0,0,11,6,55,0,82,3,37,25,1,76,162,117,115,13,0,7,,,,0,,,0,969,37.27,0,8,13,1,59,,5,0,34,0,,,,,,,,
522,Hameur Bouazza,2007,Midfielder,20,2,8,Algeria,1,0,0,1,0,0.05,0,1,22,4,18,0,27,1,12,21,2,74,63,48,98,11,3,12,,,,0,,,1,283,14.15,0,92,26,0,10,,1,1,24,8,,,,,,,,
523,Lee Holmes,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
524,Ryan Bertrand,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
525,Patrick van Aanholt,2007,Defender,0,0,0,Netherlands,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
526,Jamie O'Hara,2007,Midfielder,17,6,7,England,1,0,1,0,0,0.06,0,0,19,5,26,0,37,5,19,43,15,73,77,53,56,4,4,7,,,,0,,,0,525,30.88,0,97,29,0,39,,3,0,9,0,,,,,,,,
527,Denilson,2007,Midfielder,13,9,1,Brazil,0,0,0,0,0,0.0,0,0,11,3,27,0,29,6,15,10,3,66,50,51,40,5,1,1,,,,0,,,1,412,31.69,0,25,32,0,50,,0,0,11,0,,,,,,,,
528,Seb Hines,2007,Defender,1,1,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
529,Joe O'Cearuill,2007,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
530,Sam Williamson,2007,Defender,1,1,0,England,0,0,0,0,0,,,,,,,,2,0,0,5,1,100,3,4,1,0,0,0,0,0,0,0,0,0,0,29,29.0,0,0,0,0,0,,1,0,1,0,,,,,,,,
531,Tomasz Kuszczak,2007,Goalkeeper,9,7,1,Poland,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,0,,,0,125,13.89,,,,,21,0,0,0,0,,22,0,4,12,11,0,53,74
532,Linvoy Primus,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
533,Marek Stech,2007,Goalkeeper,0,0,0,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
534,Rui Fonte,2007,Forward,0,0,0,Portugal,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
535,Sone Aluko,2007,Forward,0,0,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
536,Matt Derbyshire,2007,Forward,23,11,4,England,3,0,3,0,0,0.13,0,0,12,4,33,0,16,3,5,13,3,,,,,,,,,,,,,,1,137,5.96,0,13,,,,,1,0,11,7,,,,,,,,
537,TJ Moncur,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
538,Kelvin Etuhu,2007,Midfielder,6,2,1,Nigeria,1,0,1,0,0,0.17,0,0,4,1,25,0,7,2,5,0,0,86,15,10,14,2,1,0,,,,0,,,1,43,7.17,0,11,9,0,0,,1,0,7,0,,,,,,,,
539,James Tomkins,2007,Defender,6,1,2,England,0,0,0,0,1,,,,,,,,11,0,9,70,22,73,19,24,16,0,10,3,0,11,0,1,0,0,0,163,27.17,0,0,0,0,9,,0,0,2,0,,,,,,,,
540,Tomasz Cywka,2007,Midfielder,0,0,0,Poland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
541,David Nugent,2007,Forward,15,5,6,England,0,0,0,0,0,0.0,0,0,18,4,22,0,7,7,1,4,1,,,,,,,,,,,,,,0,146,9.73,0,6,,,,,0,0,9,2,,,,,,,,
542,David Cotterill,2007,Midfielder,2,0,1,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,1,0,0,33,5,5,7,1,0,0,,,,0,,,0,25,12.5,0,6,17,0,0,,0,0,0,1,,,,,,,,
543,Nicky Hunt,2007,Defender,14,4,9,England,0,0,0,0,0,,,,,,,,25,0,22,113,30,84,75,44,31,3,7,9,3,16,0,0,0,0,0,316,22.57,0,45,29,2,34,,6,0,10,1,,,,,,,,
544,Carlos Tevez,2007,Forward,34,25,4,Argentina,14,3,9,2,2,0.41,0,0,101,44,44,0,62,19,19,4,0,,,,,,,,,,,,,,6,1099,32.32,0,50,,,,,1,0,40,30,,,,,,,,
545,Patrik Berger,2007,Midfielder,8,3,3,Czech Republic,0,0,0,0,0,0.0,0,0,7,1,14,0,5,1,4,3,0,60,14,8,18,1,0,1,,,,0,,,1,81,10.13,0,7,29,2,3,,1,0,5,1,,,,,,,,
546,Luis Antonio Valencia,2007,Defender,31,10,12,Ecuador,3,0,2,1,1,,,,,,,,83,26,58,35,3,84,207,173,209,51,5,23,12,35,0,0,0,0,2,997,32.16,0,141,25,5,39,,5,0,43,2,,,,,,,,
547,Scott Jamieson,2007,Defender,0,0,0,Australia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
548,Scott Parker,2007,Midfielder,18,5,8,England,1,0,1,0,0,0.06,0,0,24,6,25,0,69,6,27,44,7,74,115,120,79,20,1,4,,,,0,,,0,729,40.5,0,5,20,2,52,,3,0,25,3,,,,,,,,
549,Ben Sahar,2007,Forward,0,0,0,Israel,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
550,Lee Carsley,2007,Midfielder,34,18,8,Ireland,1,0,1,0,0,0.03,0,0,34,6,18,0,71,6,59,163,35,76,234,129,111,3,34,23,,,,0,,,4,993,29.21,0,14,36,1,71,,6,0,40,1,,,,,,,,
551,Nick Jordan,2007,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
552,Kasey Keller,2007,Goalkeeper,13,5,5,United States,,,,,,,,,,,,,,,,,,,,,,,,,5,16,0,0,,,0,261,20.08,,,,,79,0,0,0,0,,39,0,13,16,21,0,50,140
553,Gary Cahill,2007,Defender,14,4,7,England,0,0,0,0,0,,,,,,,,22,4,16,168,56,68,53,68,30,3,29,15,5,19,0,1,0,1,0,227,16.21,0,1,0,0,18,,0,0,8,0,,,,,,,,
554,Alex,2007,Defender,28,16,2,Brazil,2,0,2,0,0,,,,,,,,64,7,29,315,101,67,100,134,75,1,60,38,13,15,0,0,0,1,1,733,26.18,0,1,0,0,76,,3,0,22,0,,,,,,,,
555,Philippe Christanval,2007,Defender,1,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,10,10.0,0,0,0,0,1,,0,0,0,0,,,,,,,,
556,Matthew Bates,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
557,Daniel Emmanuel,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
558,Mohamed Shawky,2007,Midfielder,5,2,1,Egypt,0,0,0,0,0,0.0,0,0,2,0,0,0,13,0,11,4,0,46,16,21,18,1,1,4,,,,0,,,0,89,17.8,0,1,0,0,3,,1,0,4,0,,,,,,,,
559,Heidar Helguson,2007,Forward,6,1,4,Iceland,2,0,1,1,0,0.33,0,0,9,3,33,0,2,0,1,4,1,,,,,,,,,,,,,,0,65,10.83,0,1,,,,,1,0,8,8,,,,,,,,
560,Carlo Nash,2007,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
561,Maynor Figueroa,2007,Defender,2,1,1,Honduras,0,0,0,0,0,,,,,,,,5,0,0,9,3,60,4,8,4,1,1,1,0,2,0,0,0,0,0,21,10.5,0,3,0,0,0,,0,0,0,0,,,,,,,,
562,Armand Traore,2007,Defender,3,2,0,Senegal,0,0,0,0,0,,,,,,,,5,0,0,3,1,60,3,12,12,6,0,0,0,1,0,0,0,0,1,52,17.33,0,8,25,0,0,,0,0,5,0,,,,,,,,
563,Tony Hibbert,2007,Defender,24,10,11,England,0,0,0,0,0,,,,,,,,56,1,39,171,30,84,96,88,64,3,8,9,5,22,0,0,0,2,1,620,25.83,0,40,23,1,30,,3,1,14,0,,,,,,,,
564,Robert Earnshaw,2007,Forward,22,0,17,Wales,1,0,1,0,1,0.05,0,0,30,9,30,0,6,2,3,2,0,,,,,,,,,,,,,,0,161,7.32,0,6,,,,,0,0,11,17,,,,,,,,
565,Jason Beardsley,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
566,Tomasz Kupisz,2007,Midfielder,0,0,0,Poland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
567,Asmir Begovic,2007,Goalkeeper,0,0,0,Bosnia And Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
568,Adam Smith,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
569,John Obi Mikel,2007,Midfielder,29,19,3,Nigeria,0,0,0,0,0,0.0,0,0,14,3,21,0,89,4,41,102,28,79,189,181,158,20,22,38,,,,0,,,0,1358,46.83,0,10,20,2,105,,5,1,50,0,,,,,,,,
570,Lee Dong-Gook,2007,Forward,14,4,6,South Korea,0,0,0,0,1,0.0,0,0,15,1,7,0,6,4,2,1,1,,,,,,,,,,,,,,0,140,10.0,0,2,,,,,2,0,18,11,,,,,,,,
571,Brian McBride,2007,Forward,17,7,8,United States,4,2,2,0,1,0.24,0,0,27,12,44,0,15,8,5,11,5,,,,,,,,,,,,,,0,380,22.35,0,6,,,,,1,0,18,5,,,,,,,,
572,Paris Cowan-Hall,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
573,Pedro Botelho,2007,Defender,0,0,0,Brazil,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
574,Dani Pacheco,2007,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
575,Krystian Pearce,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
576,Marc Laird,2007,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
577,Carlos Edwards,2007,Midfielder,13,6,5,Trinidad And Tobago,0,0,0,0,1,0.0,0,0,8,2,25,0,27,0,21,18,0,78,48,48,48,7,1,4,,,,0,,,0,271,20.85,0,65,29,0,10,,0,0,8,2,,,,,,,,
578,Marton Fülöp,2007,Goalkeeper,1,0,1,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,0,16,16.0,,,,,2,0,0,0,0,,3,0,0,0,1,0,7,5
579,Sami Hyypiä,2007,Defender,27,17,3,Finland,1,1,0,0,0,,,,,,,,50,6,49,360,133,80,130,124,64,4,49,32,10,15,1,0,1,0,1,1018,37.7,0,4,25,0,161,,1,0,17,0,,,,,,,,
580,Michael Owen,2007,Forward,29,8,13,England,11,6,5,0,0,0.38,2,0,56,30,54,0,21,9,15,6,0,,,,,,,,,,,,,,0,586,20.21,0,13,,,,,2,0,16,23,,,,,,,,
581,Ben Foster,2007,Goalkeeper,1,1,0,England,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,0,18,18.0,,,,,3,0,0,0,0,,4,0,0,0,1,0,3,6
582,Lewis Montrose,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
583,Johann Vogel,2007,Midfielder,6,2,2,Switzerland,0,0,0,0,0,0.0,0,0,1,0,0,0,8,0,14,6,0,88,26,17,15,0,2,0,,,,0,,,0,199,33.17,0,1,0,1,12,,0,0,3,0,,,,,,,,
584,Ben Alnwick,2007,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
585,Lars Stubhaug,2007,Goalkeeper,0,0,0,Norway,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
586,James Chester,2007,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
587,Stelios Giannakopoulos,2007,Midfielder,15,2,9,Greece,2,1,1,0,1,0.13,0,0,4,2,50,0,6,1,2,1,1,67,9,25,25,5,1,3,,,,0,,,0,117,7.8,0,12,42,0,8,,0,0,7,5,,,,,,,,
588,Brynjar Gunnarsson,2007,Midfielder,20,6,10,Iceland,0,0,0,0,0,0.0,0,0,13,5,38,0,54,4,27,48,7,76,82,98,73,5,18,6,,,,1,,,0,459,22.95,0,7,29,0,28,,3,1,32,0,,,,,,,,
589,Papa Bouba Diop,2007,Midfielder,27,13,9,Senegal,0,0,0,0,0,0.0,0,0,55,13,24,0,65,7,44,71,21,80,150,214,171,15,73,31,,,,0,,,3,976,36.15,0,11,18,1,50,,8,0,66,2,,,,,,,,
590,Shaleum Logan,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
591,Chris Eagles,2007,Midfielder,4,2,1,England,0,0,0,0,0,0.0,0,0,5,2,40,0,1,2,0,1,0,100,6,3,11,2,0,0,,,,0,,,0,53,13.25,0,10,20,0,1,,0,0,2,1,,,,,,,,
592,Mile Sterjovski,2007,Midfielder,12,0,10,Australia,0,0,0,0,0,0.0,0,0,10,4,40,0,12,3,7,13,1,75,32,39,58,4,6,11,,,,0,,,1,174,14.5,0,21,29,0,3,,0,0,12,0,,,,,,,,
593,Mike Pollitt,2007,Goalkeeper,1,0,1,England,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,,,0,18,18.0,,,,,10,0,0,0,0,,1,0,0,3,0,0,4,11
594,Jake Livermore,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
595,Luke Moore,2007,Forward,15,8,3,England,1,0,0,0,0,0.07,0,0,19,4,21,0,20,4,2,4,2,,,,,,,,,,,,,,0,196,13.07,0,6,,,,,1,0,14,10,,,,,,,,
596,Gabriel Paletta,2007,Defender,0,0,0,Italy,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
597,Claudio Caçapa,2007,Defender,19,5,9,Brazil,1,1,0,0,0,,,,,,,,32,1,30,176,52,72,132,79,35,7,24,8,3,33,0,0,0,1,0,488,25.68,0,0,0,1,44,,1,0,10,1,,,,,,,,
598,Pedro Mendes,2007,Midfielder,18,8,6,Portugal,0,0,0,0,0,0.0,0,0,17,3,18,0,36,6,34,36,6,69,95,54,48,5,2,5,,,,0,,,4,734,40.78,0,27,44,2,93,,2,0,12,0,,,,,,,,
599,Tuncay Sanli,2007,Forward,34,9,14,Turkey,8,3,3,2,1,0.24,0,0,60,21,35,0,20,15,16,18,2,,,,,,,,,,,,,,2,715,21.03,0,29,,,,,5,0,46,23,,,,,,,,
600,Astrit Ajdarevic,2007,Midfielder,0,0,0,Albania,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
601,Adam Watts,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
