,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
345,Nathan Harker,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
346,Cameron Humphreys-Grant,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
347,Robert Green,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
348,Mat Ryan,2018,Goalkeeper,34,8,18,Australia,,,,,,,,,,,,,,,,,,,,,,,,,6,55,0,0,,,0,926,27.24,,,,,331,0,2,0,1,,97,0,7,15,4,2,100,324
349,Obbi Oulare,2018,Forward,0,0,0,Belgium,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
350,Chris Long,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
351,Jack Stephens,2018,Defender,24,5,9,England,1,0,1,0,0,,,,,,,,25,0,37,94,50,52,118,92,71,5,56,42,3,35,0,0,0,0,0,767,31.96,0,2,0,0,58,,4,0,11,0,,,,,,,,
352,Joseph Willock,2018,Midfielder,2,2,0,England,0,0,0,0,0,0.0,0,0,2,0,0,0,1,1,1,0,0,0,1,4,5,0,1,1,,,,0,,,0,15,7.5,0,0,0,0,1,,0,0,0,0,,,,,,,,
353,Isaiah Brown,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
354,Josh Cullen,2018,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
355,Per Mertesacker,2018,Defender,0,0,0,Germany,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
356,Luke Bolton,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
357,James Garner,2018,Midfielder,1,1,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,,,0,1,1.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
358,Simon Francis,2018,Defender,17,8,8,England,0,0,0,0,0,,,,,,,,25,0,19,66,40,56,65,85,74,5,47,40,4,24,0,0,0,0,2,654,38.47,0,32,34,0,30,,1,0,11,3,,,,,,,,
359,Luke Shaw,2018,Defender,29,15,7,England,1,0,0,1,0,,,,,,,,55,8,21,80,39,53,143,147,111,27,49,28,6,39,0,1,0,0,4,1658,57.17,7,52,27,2,45,,11,0,42,1,,,,,,,,
360,Aiden O'Neill,2018,Midfielder,0,0,0,Australia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
361,Joe Hart,2018,Goalkeeper,19,3,13,England,,,,,,,,,,,,,,,,,,,,,,,,,4,41,0,0,,,0,565,29.74,,,,,205,0,0,0,0,,77,1,5,3,6,5,50,181
362,Jason Steele,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
363,Ander Herrera,2018,Midfielder,22,13,3,Spain,2,0,2,0,0,0.09,0,0,21,8,38,1,54,4,37,21,10,52,114,91,89,12,5,14,,,,0,,,3,980,44.55,3,6,17,3,33,,4,0,21,0,,,,,,,,
364,Vincent Janssen,2018,Forward,3,1,1,Netherlands,0,0,0,0,0,0.0,0,0,3,1,33,1,2,1,0,1,1,,,,,,,,,,,,,,0,9,3.0,0,1,,,,,0,0,2,1,,,,,,,,
365,Michael Obafemi,2018,Forward,6,1,3,Ireland,1,0,1,0,0,0.17,0,0,7,3,43,3,1,2,1,0,0,,,,,,,,,,,,,,1,18,3.0,1,1,,,,,1,0,2,1,,,,,,,,
366,Conor Coady,2018,Defender,38,16,13,England,0,0,0,0,0,,,,,,,,31,0,30,127,60,61,251,75,52,3,34,23,9,46,3,0,0,2,0,1688,44.42,1,0,0,3,244,,5,0,10,0,,,,,,,,
367,Sam McQueen,2018,Defender,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
368,Diego Cavalieri,2018,Goalkeeper,0,0,0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
369,Ben Mee,2018,Defender,38,11,20,England,0,0,0,0,1,,,,,,,,54,1,48,232,127,43,246,227,143,8,149,105,8,68,2,1,1,3,2,1502,39.53,3,4,50,1,180,,9,0,27,0,,,,,,,,
370,Ruben Loftus-Cheek,2018,Midfielder,24,13,6,England,6,2,3,1,0,0.25,0,0,28,8,29,2,18,8,11,5,5,67,74,103,85,41,21,21,,,,0,,,2,610,25.42,1,2,0,2,11,,0,0,10,2,,,,,,,,
371,Matz Sels,2018,Goalkeeper,0,0,0,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
372,Mohamed Elneny,2018,Midfielder,8,6,2,Egypt,0,0,0,0,0,0.0,0,0,7,0,0,0,13,4,2,8,3,31,26,16,13,1,2,6,,,,0,,,0,278,34.75,0,3,33,2,15,,0,0,1,1,,,,,,,,
373,Harry Winks,2018,Midfielder,26,18,8,England,1,1,0,0,1,0.04,0,0,9,2,22,1,22,1,21,19,11,59,137,66,83,17,12,14,,,,0,,,0,1388,53.38,0,8,13,1,57,,4,0,16,2,,,,,,,,
374,Olarenwaju Kayode,2018,Forward,0,0,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
375,Nampalys Mendy,2018,Midfielder,31,14,12,France,0,0,0,0,0,0.0,0,0,2,0,0,0,33,1,24,23,4,55,146,93,76,16,8,15,,,,1,,,0,1092,35.23,0,3,67,2,50,,5,0,22,0,,,,,,,,
376,Alfie Jones,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
377,Sadio Mane,2018,Forward,36,28,1,Senegal,22,6,11,5,5,0.61,0,0,87,42,48,11,34,11,15,8,2,,,,,,,,,,,,,,1,1184,32.89,7,39,,,,,2,0,34,25,,,,,,,,
378,Willy Caballero,2018,Goalkeeper,2,1,0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,,,0,54,27.0,,,,,15,0,0,0,0,,3,0,1,2,1,0,9,16
379,Pedro Obiang,2018,Midfielder,24,11,7,Equatorial Guinea,0,0,0,0,1,0.0,0,0,15,1,7,0,41,6,12,15,5,56,73,74,65,7,16,20,,,,0,,,1,536,22.33,2,7,29,2,49,,0,0,13,2,,,,,,,,
380,Charlie Daniels,2018,Defender,21,8,10,England,1,1,0,0,0,,,,,,,,25,4,20,43,21,60,108,73,58,12,29,25,4,34,0,2,0,0,0,840,40.0,0,27,33,1,39,,4,0,7,0,,,,,,,,
381,Solly March,2018,Midfielder,35,8,18,England,1,0,0,1,0,0.03,0,0,43,9,21,2,56,14,27,26,6,43,140,152,191,49,17,61,,,,0,,,5,756,21.6,8,152,30,1,33,,1,0,29,6,,,,,,,,
382,Ethan Hamilton,2018,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
383,N'Golo Kante,2018,Midfielder,36,20,8,France,4,0,1,3,0,0.11,0,0,29,6,21,4,74,13,44,26,15,55,238,146,200,32,27,41,,,,0,,,4,2021,56.14,4,19,32,4,35,,3,0,35,6,,,,,,,,
384,Danny Ward,2018,"Name
Danny Ward    Goalkeeper
Danny Ward    Goalkeeper
Name: Position, dtype: object",0,0,0,"Name
Danny Ward    Wales
Danny Ward    Wales
Name: Nationality, dtype: object",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
385,Danilo,2018,Defender,11,9,2,Brazil,1,0,1,0,0,,,,,,,,20,5,15,20,11,80,64,54,38,8,18,14,4,7,0,0,0,0,0,767,69.73,0,12,17,0,19,,1,0,10,0,,,,,,,,
386,Cristian Cuevas,2018,Defender,0,0,0,Chile,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
387,Moses Makasi,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
388,Jonjoe Kenny,2018,Defender,10,3,7,England,0,0,0,0,1,,,,,,,,22,0,17,30,14,73,51,51,43,5,23,11,1,15,0,0,0,0,1,427,42.7,1,17,24,0,18,,1,0,10,0,,,,,,,,
389,Jan Bednarek,2018,Defender,25,8,11,Poland,0,0,0,0,0,,,,,,,,41,2,71,168,76,61,129,127,105,1,80,61,3,37,0,0,1,2,1,822,32.88,1,1,0,3,42,,7,0,22,0,,,,,,,,
390,Wilfried Zaha,2018,Forward,34,12,15,Cote D'Ivoire,10,0,8,2,2,0.29,0,0,73,27,37,4,39,23,10,1,0,,,,,,,,,,,,,,5,1006,29.59,6,37,,,,,8,1,44,16,,,,,,,,
391,Hugo Lloris,2018,Goalkeeper,33,21,10,France,,,,,,,,,,,,,,,,,,,,,,,,,12,33,0,1,,,0,1047,31.73,,,,,220,0,0,0,0,,101,2,19,11,11,18,161,252
392,Marco van Ginkel,2018,Midfielder,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
393,Kieran Trippier,2018,Defender,27,18,8,England,1,0,1,0,1,,,,,,,,67,3,23,61,30,55,166,127,95,7,31,28,8,23,1,2,0,1,3,1542,57.11,8,185,29,3,69,,2,0,20,6,,,,,,,,
394,Ben Marshall,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
395,Henry Onyekuru,2018,Forward,0,0,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
396,Bruno,2018,Defender,14,4,6,Spain,0,0,0,0,0,,,,,,,,25,1,11,26,12,64,67,46,28,4,8,16,2,17,0,1,1,0,1,510,36.43,1,17,29,0,22,,2,0,4,3,,,,,,,,
397,Joao Virginia,2018,Goalkeeper,0,0,0,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
398,Pape Souare,2018,Defender,1,1,0,Senegal,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0,0,1,,0,0,0,0,,,,,,,,
399,Mikael Ndjoli,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
400,Sam Surridge,2018,Forward,2,0,2,England,0,0,0,0,0,0.0,0,0,2,1,50,1,1,0,0,0,0,,,,,,,,,,,,,,0,5,2.5,0,0,,,,,0,0,0,0,,,,,,,,
401,Adam Masina,2018,Defender,14,5,7,Italy,0,0,0,0,1,,,,,,,,30,2,17,36,22,57,52,69,50,7,23,15,2,20,0,0,0,0,1,436,31.14,2,31,16,0,26,,5,0,17,1,,,,,,,,
402,Benjamin Mendy,2018,Defender,10,8,0,France,0,0,0,0,0,,,,,,,,16,2,10,16,11,63,65,35,59,9,8,22,4,6,0,0,0,0,5,650,65.0,4,51,22,2,18,,1,0,12,0,,,,,,,,
403,Connor Johnson,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
404,Nathanael Ogbeta,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
405,Pascal Gro,2018,Midfielder,25,4,13,Germany,3,1,2,0,0,0.12,1,0,24,9,38,3,28,8,13,22,7,43,90,63,96,4,18,37,,,,0,,,3,810,32.4,9,142,32,2,53,,1,0,11,5,,,,,,,,
406,Tom Heaton,2018,Goalkeeper,19,8,7,England,,,,,,,,,,,,,,,,,,,,,,,,,4,27,0,2,,,0,541,28.47,,,,,188,0,3,0,1,,63,0,6,8,7,14,45,172
407,Aymeric Laporte,2018,Defender,35,29,4,France,3,3,0,0,0,,,,,,,,42,3,39,95,62,48,182,139,93,3,78,57,18,21,0,0,0,0,3,2998,85.66,1,6,0,0,173,,3,0,21,2,,,,,,,,
408,Adrian,2018,Goalkeeper,0,0,0,Spain,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
409,Erik Lamela,2018,Midfielder,19,12,5,Argentina,4,1,1,2,1,0.21,0,0,29,11,38,4,17,9,7,1,1,76,59,58,80,20,4,15,,,,0,,,2,422,22.21,4,28,36,6,8,,2,0,23,1,,,,,,,,
410,Cuco Martina,2018,Defender,0,0,0,Curacao,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
411,Jordon Ibe,2018,Midfielder,19,3,11,England,1,0,1,0,1,0.05,0,0,9,3,33,1,6,4,4,4,1,83,33,44,62,26,2,6,,,,0,,,1,250,13.16,0,27,37,2,5,,1,0,8,0,,,,,,,,
412,Michael Folivi,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
413,Baily Cargill,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
414,Pablo Zabaleta,2018,Defender,26,10,10,Argentina,0,0,0,0,0,,,,,,,,47,3,48,86,51,51,120,137,115,14,47,53,4,35,0,1,0,0,1,860,33.08,1,48,17,0,36,,4,0,17,1,,,,,,,,
415,Sam Vokes,2018,Forward,20,4,13,Wales,3,3,0,0,0,0.15,0,0,22,7,32,3,4,4,0,17,15,,,,,,,,,,,,,,0,268,13.4,1,1,,,,,0,0,14,7,,,,,,,,
416,Issa Diop,2018,Defender,33,15,12,France,1,1,0,0,0,,,,,,,,68,1,64,155,72,56,172,165,91,6,76,49,7,43,1,1,0,0,0,1134,34.36,0,0,0,0,52,,4,0,18,3,,,,,,,,
417,Caglar Soyuncu,2018,Defender,6,2,1,Turkey,0,0,0,0,0,,,,,,,,5,1,7,22,12,40,20,25,20,2,16,6,0,4,0,1,0,0,0,220,36.67,0,2,50,0,7,,1,0,9,0,,,,,,,,
418,Santi Cazorla,2018,Midfielder,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
419,Yaya Toure,2018,Midfielder,0,0,0,Cote D'Ivoire,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
420,Danny Batth,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
421,Marvin Zeegelaar,2018,Defender,0,0,0,Netherlands,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
422,Jorginho,2018,Midfielder,37,21,7,Italy,2,0,2,0,0,0.05,1,0,19,7,37,0,76,5,63,35,21,50,274,125,147,15,13,21,,,,0,,,0,3118,84.27,6,2,50,34,92,,8,0,33,0,,,,,,,,
423,David Luiz,2018,Defender,36,20,7,Brazil,3,3,0,0,1,,,,,,,,41,14,35,144,83,76,203,162,122,10,82,72,15,36,0,1,1,1,2,2620,72.78,11,4,25,41,217,,3,0,34,0,,,,,,,,
424,Nemanja Matic,2018,Midfielder,28,15,6,Serbia,1,0,1,0,0,0.04,0,0,12,3,25,1,50,5,31,52,28,60,207,142,128,18,55,33,,,,0,,,0,1836,65.57,0,9,22,3,109,,6,1,27,1,,,,,,,,
425,Roderick Miranda,2018,Defender,0,0,0,Portugal,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
426,Stefano Okaka,2018,Forward,2,1,1,Italy,0,0,0,0,0,0.0,0,0,2,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,0,14,7.0,0,0,,,,,1,0,1,0,,,,,,,,
427,Oliver Norwood,2018,Midfielder,0,0,0,Northern Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
428,Pablo Maffeo,2018,Defender,0,0,0,Spain,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
429,Daniel Barlaser,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
430,Zech Medley,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
431,Steven Davis,2018,Midfielder,3,0,1,Northern Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,5,3,100,8,3,2,0,1,0,,,,0,,,1,68,22.67,1,1,100,1,4,,0,0,2,0,,,,,,,,
432,Ryan Fredericks,2018,Defender,15,5,7,England,1,0,1,0,0,,,,,,,,38,2,13,39,22,61,51,80,43,12,20,12,3,16,0,1,1,1,0,436,29.07,1,20,25,0,14,,5,0,9,1,,,,,,,,
433,Fraser Forster,2018,Goalkeeper,1,0,1,England,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,,,0,19,19.0,,,,,5,0,0,0,0,,3,0,0,0,0,0,4,7
434,Kiko Femenia,2018,Defender,29,9,14,Spain,1,0,1,0,0,,,,,,,,48,3,36,63,29,63,128,87,68,13,13,12,3,40,0,0,0,0,1,925,31.9,2,64,22,0,31,,1,0,12,3,,,,,,,,
435,Matthew Pennington,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
436,Eden Hazard,2018,Forward,37,20,8,Belgium,16,0,11,5,3,0.43,4,0,93,43,46,8,14,34,13,4,3,,,,,,,,,,,,,,15,1819,49.16,18,145,,,,,2,0,12,11,,,,,,,,
437,Harry Lewis,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
438,Lucas Perez,2018,"Name
Lucas Perez    Forward
Lucas Perez    Forward
Name: Position, dtype: object",15,6,6,"Name
Lucas Perez    Spain
Lucas Perez    Spain
Name: Nationality, dtype: object",3,0,1,2,0,0.2,0,0,9,3,33,0,6,3,2,3,2,,,,,,,,,,,,,,0,143,9.53,1,2,,,,,0,0,5,3,,,,,,,,
439,Tyreke Wilson,2018,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
440,Christian Eriksen,2018,Midfielder,35,20,13,Denmark,8,0,5,3,3,0.23,0,1,83,30,36,4,41,28,15,7,3,61,188,88,140,18,13,34,,,,0,,,12,1872,53.49,10,117,28,24,79,,3,0,17,2,,,,,,,,
441,Serge Aurier,2018,Defender,8,6,2,Cote D'Ivoire,0,0,0,0,0,,,,,,,,21,1,7,17,12,62,31,43,50,8,12,15,0,9,0,0,0,0,2,269,33.63,2,24,29,0,5,,1,0,17,1,,,,,,,,
442,Stuart Taylor,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
443,Danny Welbeck,2018,Forward,8,6,0,England,1,0,0,1,0,0.13,0,0,4,2,50,0,3,1,1,1,0,,,,,,,,,,,,,,1,54,6.75,0,0,,,,,0,0,3,0,,,,,,,,
444,Carl Stewart,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
445,Andrew Robertson,2018,Defender,36,28,1,Scotland,0,0,0,0,1,,,,,,,,80,3,30,47,23,61,222,148,120,28,24,29,19,20,0,0,0,0,11,2396,66.56,15,135,16,2,80,,4,0,18,1,,,,,,,,
446,Pote,2018,Midfielder,0,0,0,Portugal,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
447,Karl Darlow,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
448,Tim Krul,2018,Goalkeeper,0,0,0,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
449,Tyreke Johnson,2018,Midfielder,1,1,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
450,Pierre-Emerick Aubameyang,2018,Forward,36,20,9,Gabon,22,0,20,2,4,0.61,4,0,94,40,43,23,21,22,8,18,6,,,,,,,,,,,,,,5,692,19.22,8,43,,,,,0,0,13,23,,,,,,,,
451,Joselu,2018,Forward,16,3,10,Spain,2,2,0,0,1,0.13,0,0,17,5,29,2,14,5,3,14,10,,,,,,,,,,,,,,0,208,13.0,1,3,,,,,1,0,5,4,,,,,,,,
452,Jesus Gamez,2018,Defender,0,0,0,Spain,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
453,James McArthur,2018,Midfielder,38,14,17,Scotland,3,1,1,1,2,0.08,0,0,34,8,24,4,84,11,39,44,22,61,216,190,210,20,48,57,,,,0,,,6,1400,36.84,5,15,20,4,65,,7,0,61,2,,,,,,,,
454,Jonny Evans,2018,Defender,24,10,9,Northern Ireland,1,0,1,0,0,,,,,,,,24,3,33,146,79,54,113,113,67,0,72,38,5,26,0,0,0,0,0,1029,42.88,0,1,100,0,66,,2,0,21,0,,,,,,,,
455,Isaac Christie-Davies,2018,Midfielder,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
456,Ashley Young,2018,Defender,30,14,9,England,2,0,2,0,1,,,,,,,,52,4,55,58,19,62,166,121,99,17,23,12,4,43,0,0,0,1,2,1376,45.87,6,197,21,2,110,,8,1,37,4,,,,,,,,
457,Iker Pozo,2018,Midfielder,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
458,Jefferson Lerma,2018,Midfielder,30,10,15,Colombia,2,1,1,0,1,0.07,0,0,31,8,26,1,45,5,54,84,57,69,233,191,178,20,76,72,,,,0,,,0,1561,52.03,2,4,50,3,70,,12,0,43,3,,,,,,,,
459,Leo Bonatini,2018,Forward,7,3,3,Brazil,0,0,0,0,0,0.0,0,0,9,1,11,2,1,2,0,0,0,,,,,,,,,,,,,,1,57,8.14,0,4,,,,,0,0,0,0,,,,,,,,
460,Henrikh Mkhitaryan,2018,Midfielder,25,14,6,Armenia,6,1,3,2,1,0.24,0,0,49,14,29,4,28,17,16,11,5,79,124,79,122,20,21,25,,,,0,,,4,796,31.84,10,63,13,5,20,,1,0,27,3,,,,,,,,
461,Jiang Guangtai,2018,Defender,0,0,0,China,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
