Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Rafael Camacho,2017,Midfielder,0,0,0,Portugal,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Michael Collins,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Andreas Pereira,2017,Midfielder,0,0,0,Brazil,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Angel Gomes,2017,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Luke Garbutt,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Eric Dier,2017,Midfielder,34,21,6,England,0,0,0,0,1,0.0,0,0,32,7,22,1,61,9,48,82,46,70,170,163,127,13,83,62,,,,2,,,2,2248,66.12,3,26,19,2,164,,4,0,23,1,,,,,,,,
Jordy Clasie,2017,Midfielder,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ryan Allsop,2017,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sean Scannell,2017,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Nick Pope,2017,Goalkeeper,35,13,11,England,,,,,,,,,,,,,,,,,,,,,,,,,11,35,0,0,,,0,1099,31.4,,,,,362,0,3,0,1,,114,1,18,52,12,26,118,297
Jonas Lössl,2017,Goalkeeper,38,9,19,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,10,58,1,3,,,1,1284,33.79,,,,,420,0,1,0,0,,103,2,24,26,5,25,103,304
Kyle Walker,2017,Defender,32,27,1,England,0,0,0,0,0,,,,,,,,47,3,29,67,40,66,175,161,91,26,70,33,14,22,1,0,0,0,6,2362,73.81,6,56,9,0,87,,2,1,17,2,,,,,,,,
David Ospina,2017,Goalkeeper,5,4,1,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,,,0,117,23.4,,,,,22,0,0,0,0,,9,0,4,5,1,1,27,28
Andros Townsend,2017,Midfielder,36,10,15,England,2,0,0,2,0,0.06,0,0,62,14,23,2,60,21,35,21,5,57,182,193,185,84,4,13,,,,0,,,7,1023,28.42,14,176,26,3,33,,3,0,10,6,,,,,,,,
Mikel Merino,2017,Midfielder,24,5,12,Spain,1,1,0,0,1,0.04,0,0,16,6,38,0,56,7,34,23,13,71,139,151,152,28,39,40,,,,0,,,1,812,33.83,1,3,0,6,41,,4,0,30,0,,,,,,,,
Danny Rose,2017,Defender,10,7,3,England,0,0,0,0,0,,,,,,,,15,3,9,10,2,73,45,58,49,11,8,5,1,14,0,0,0,1,1,378,37.8,0,57,19,0,20,,4,0,12,0,,,,,,,,
Mark Waddington,2017,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Chris Löwe,2017,Defender,23,6,11,Germany,0,0,0,0,0,,,,,,,,43,2,34,55,20,67,74,68,60,5,12,12,5,26,0,1,0,1,0,619,26.91,0,73,15,0,39,,1,0,13,0,,,,,,,,
Son Heung-Min,2017,Forward,37,22,7,South Korea,12,2,5,5,2,0.32,0,0,75,33,44,8,17,19,10,9,2,,,,,,,,,,,,,,6,916,24.76,9,51,,,,,0,0,15,25,,,,,,,,
Ki Sung-Yueng,2017,Midfielder,25,6,13,South Korea,2,0,1,1,0,0.08,0,0,20,6,30,1,25,6,32,20,5,72,95,54,57,7,5,21,,,,0,,,2,836,33.44,2,62,34,1,63,,2,0,10,1,,,,,,,,
Eric Maxim Choupo-Moting,2017,Forward,30,6,15,Cameroon,5,1,3,1,1,0.17,0,0,60,20,33,4,42,15,23,25,11,,,,,,,,,,,,,,5,641,21.37,5,35,,,,,3,0,21,14,,,,,,,,
Sam Gallagher,2017,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Shkodran Mustafi,2017,Defender,27,14,9,Germany,3,2,1,0,0,,,,,,,,64,3,57,171,112,72,158,198,129,1,122,74,9,30,0,2,1,0,1,1734,64.22,3,12,25,5,73,,6,0,26,2,,,,,,,,
David Silva,2017,Midfielder,29,26,1,Spain,9,0,0,9,1,0.31,0,0,54,20,37,5,32,12,18,6,2,66,135,120,107,38,17,11,,,,0,,,11,2429,83.76,14,74,22,18,44,,5,0,21,4,,,,,,,,
Adam Federici,2017,Goalkeeper,0,0,0,Australia,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Michael Phillips,2017,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Martin Olsson,2017,Defender,36,8,19,Sweden,0,0,0,0,0,,,,,,,,34,5,31,67,27,76,155,116,115,11,47,34,8,50,0,0,0,0,1,1144,31.78,0,163,14,0,46,,7,0,27,2,,,,,,,,
Dwight Gayle,2017,Forward,35,10,18,England,6,1,3,2,1,0.17,0,0,57,21,37,9,12,14,6,17,10,,,,,,,,,,,,,,3,433,12.37,3,5,,,,,3,0,23,22,,,,,,,,
Steven Defour,2017,Midfielder,24,9,8,Belgium,1,0,1,0,0,0.04,0,1,19,7,37,0,33,5,46,18,2,67,156,58,70,13,5,13,,,,0,,,1,1016,42.33,1,35,29,2,68,,6,0,13,0,,,,,,,,
Ryan Hill,2017,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jordan Hugill,2017,Forward,3,2,1,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,9,3.0,0,0,,,,,0,0,3,0,,,,,,,,
Romelu Lukaku,2017,Forward,34,23,6,Belgium,16,3,2,11,1,0.47,0,0,86,43,50,11,7,18,3,21,15,,,,,,,,,,,,,,7,721,21.21,9,36,,,,,4,0,31,18,,,,,,,,
Harry Maguire,2017,Defender,38,12,15,England,2,1,1,0,2,,,,,,,,63,7,48,176,115,73,269,263,136,51,119,63,9,60,0,0,1,0,4,1740,45.79,5,15,13,2,173,,7,0,34,4,,,,,,,,
Tom Anderson,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Angel Rangel,2017,Defender,4,1,2,Spain,0,0,0,0,0,,,,,,,,4,0,3,3,1,75,12,5,10,0,1,5,0,3,0,0,0,0,0,95,23.75,0,6,17,0,2,,0,0,1,0,,,,,,,,
Fernandinho,2017,Midfielder,34,28,2,Brazil,5,0,3,2,0,0.15,0,0,47,19,40,1,62,11,47,65,47,56,207,204,175,22,94,76,,,,0,,,3,2975,87.5,7,9,0,18,105,,7,0,41,0,,,,,,,,
Tom Cleverley,2017,Midfielder,23,7,10,England,1,0,1,0,0,0.04,0,0,16,3,19,1,48,6,25,19,6,54,151,103,124,5,24,42,,,,0,,,2,1137,49.43,0,82,23,2,57,,1,1,33,1,,,,,,,,
Jeffrey Schlupp,2017,Defender,24,8,10,Ghana,0,0,0,0,0,,,,,,,,57,3,24,54,29,63,113,116,127,13,39,51,3,30,0,0,0,0,1,654,27.25,2,31,10,0,27,,3,0,18,0,,,,,,,,
Stephen Kingsley,2017,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Matt Butcher,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jeff Hendrick,2017,Midfielder,34,13,11,Ireland,2,0,2,0,0,0.06,0,0,25,6,24,2,16,10,8,20,8,63,113,73,132,24,15,58,,,,0,,,2,802,23.59,3,23,17,5,20,,1,0,19,16,,,,,,,,
Jaroslaw Jach,2017,Defender,0,0,0,Poland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Beni Baningime,2017,Midfielder,8,2,2,The Democratic Republic Of Congo,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0,2,1,0,33,9,9,14,1,1,2,,,,0,,,0,82,10.25,0,0,0,0,3,,1,0,4,0,,,,,,,,
Adam Legzdins,2017,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jermain Defoe,2017,Forward,24,4,14,England,4,0,4,0,3,0.17,0,0,27,15,56,3,12,4,4,0,0,,,,,,,,,,,,,,1,131,5.46,1,5,,,,,1,0,12,9,,,,,,,,
Kyle Taylor,2017,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Axel Tuanzebe,2017,Defender,1,1,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Lewis Cook,2017,Midfielder,29,8,10,England,0,0,0,0,0,0.0,0,0,18,2,11,0,67,8,35,21,8,52,198,151,158,50,14,27,,,,1,,,2,1228,42.34,0,29,31,5,107,,5,0,33,1,,,,,,,,
Ollie Harfield,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Oliver Burke,2017,Midfielder,15,0,12,Scotland,0,0,0,0,0,0.0,0,0,4,0,0,1,6,2,7,2,1,67,14,29,38,13,5,7,,,,0,,,2,140,9.33,1,9,22,0,3,,0,0,2,0,,,,,,,,
Paul Dummett,2017,Defender,20,7,8,Wales,0,0,0,0,0,,,,,,,,28,1,23,92,56,71,73,93,57,0,55,35,5,18,0,1,0,0,0,599,29.95,0,22,14,1,39,,1,0,8,0,,,,,,,,
Callum Hudson-Odoi,2017,Forward,2,0,2,England,0,0,0,0,0,0.0,0,0,2,1,50,0,0,1,0,0,0,,,,,,,,,,,,,,0,16,8.0,0,2,,,,,0,0,0,0,,,,,,,,
Lys Mousset,2017,Forward,23,8,11,France,2,1,1,0,0,0.09,0,0,22,5,23,0,9,6,3,8,4,,,,,,,,,,,,,,0,161,7.0,2,9,,,,,1,0,11,0,,,,,,,,
Juan Mata,2017,Midfielder,28,18,6,Spain,3,0,0,3,2,0.11,0,1,28,10,36,3,18,6,15,7,0,72,109,58,67,17,3,8,,,,1,,,5,1215,43.39,6,111,27,4,54,,1,0,12,18,,,,,,,,
Thibaut Courtois,2017,Goalkeeper,35,20,9,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,15,34,0,0,,,0,983,28.09,,,,,188,0,2,0,2,,76,0,9,24,9,12,214,248
Jake Hesketh,2017,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Josh Knight,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ederson,2017,Goalkeeper,36,30,2,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,16,26,0,2,,,0,928,25.78,,,,,147,0,1,0,0,,58,2,14,15,5,40,167,160
James Morrison,2017,Midfielder,4,0,2,Scotland,1,0,1,0,0,0.25,0,0,4,2,50,2,2,0,1,0,0,50,11,5,7,2,0,2,,,,0,,,0,88,22.0,0,2,0,0,2,,0,0,0,0,,,,,,,,
Richarlison,2017,Forward,38,11,19,Brazil,5,1,2,2,2,0.13,0,0,95,22,23,13,64,26,24,29,20,,,,,,,,,,,,,,4,804,21.16,6,51,,,,,4,0,37,21,,,,,,,,
Hal Robson-Kanu,2017,Forward,21,3,9,Wales,2,1,1,0,1,0.1,0,0,19,8,42,1,5,4,4,9,4,,,,,,,,,,,,,,0,184,8.76,0,19,,,,,2,1,20,6,,,,,,,,
Richard Towell,2017,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ademola Lookman,2017,Forward,7,4,2,England,0,0,0,0,0,0.0,0,0,3,0,0,0,1,2,1,2,0,,,,,,,,,,,,,,1,45,6.43,1,2,,,,,0,0,5,0,,,,,,,,
Marc Albrighton,2017,Midfielder,34,11,12,England,2,0,2,0,0,0.06,0,0,20,6,30,1,52,11,27,25,11,63,172,141,152,52,11,15,,,,0,,,7,1005,29.56,8,217,18,11,76,,5,1,20,2,,,,,,,,
Allan,2017,Midfielder,0,0,0,Brazil,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Andreas Christensen,2017,Defender,27,13,8,Denmark,0,0,0,0,2,,,,,,,,26,2,38,104,60,50,139,98,40,5,56,29,6,23,0,1,0,0,0,1349,49.96,0,0,0,1,62,,0,0,8,1,,,,,,,,
Kevin Wimmer,2017,Defender,17,4,9,Austria,0,0,0,0,0,,,,,,,,24,1,30,78,40,71,55,51,60,2,19,24,1,32,0,0,1,0,0,504,29.65,0,2,0,0,44,,5,0,20,0,,,,,,,,
Ryan Sweeney,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Modou Barrow,2017,Forward,0,0,0,Gambia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Ciaran Clark,2017,Defender,20,5,9,Ireland,2,2,0,0,0,,,,,,,,25,2,17,140,65,68,95,80,67,4,41,37,4,30,0,0,0,3,1,699,34.95,2,2,0,1,61,,3,0,17,0,,,,,,,,
Eliaquim Mangala,2017,Defender,11,9,1,France,0,0,0,0,0,,,,,,,,7,1,3,28,12,57,44,25,26,4,14,14,2,7,0,1,0,0,0,413,37.55,0,0,0,1,14,,0,0,3,0,,,,,,,,
Brandon Mason,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Luka Milivojevic,2017,Midfielder,36,10,15,Serbia,10,0,10,0,1,0.28,7,1,42,17,40,2,85,11,71,74,27,61,274,194,197,28,49,45,,,,2,,,1,1652,45.89,2,39,33,3,122,,8,0,69,1,,,,,,,,
Sam Field,2017,Midfielder,10,2,5,England,1,0,0,1,0,0.1,0,0,5,1,20,0,14,4,11,7,6,79,28,32,38,3,8,9,,,,0,,,0,166,16.6,0,8,13,0,13,,3,0,11,0,,,,,,,,
Eric Bailly,2017,Defender,13,10,1,Cote D'Ivoire,1,0,1,0,0,,,,,,,,17,1,25,56,14,59,58,47,30,4,17,8,7,6,1,0,0,0,0,426,32.77,0,0,0,1,18,,2,0,10,0,,,,,,,,
Manolo Gabbiadini,2017,Forward,28,4,12,Italy,5,0,0,5,2,0.18,1,0,22,10,45,0,3,3,4,6,3,,,,,,,,,,,,,,0,223,7.96,0,5,,,,,2,0,14,10,,,,,,,,
Elvis Manu,2017,Forward,0,0,0,Ghana,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Tosin Adarabioyo,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Yohan Cabaye,2017,Midfielder,31,10,11,France,0,0,0,0,2,0.0,0,0,38,12,32,1,70,14,79,28,5,63,183,109,163,10,6,14,,,,1,,,1,1293,41.71,5,136,35,6,62,,7,0,35,1,,,,,,,,
Moritz Bauer,2017,Defender,15,2,6,Austria,0,0,0,0,0,,,,,,,,24,2,12,40,15,71,54,74,74,12,19,22,4,18,0,0,0,0,0,286,19.07,1,39,26,0,23,,4,0,19,1,,,,,,,,
Toby Alderweireld,2017,Defender,14,8,3,Belgium,0,0,0,0,0,,,,,,,,19,1,4,50,31,68,57,40,45,6,14,29,5,13,0,0,0,0,0,915,65.36,0,7,29,1,111,,3,0,8,0,,,,,,,,
Daryl Janmaat,2017,Defender,23,6,14,Netherlands,3,1,1,1,1,,,,,,,,46,5,33,53,26,67,114,86,82,10,27,17,2,37,0,0,0,0,0,768,33.39,2,68,24,0,54,,3,0,14,1,,,,,,,,
Cameron Carter-Vickers,2017,Defender,0,0,0,United States,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Mark Noble,2017,Midfielder,29,9,12,England,4,0,4,0,0,0.14,2,0,15,6,40,1,61,4,47,22,8,59,222,137,129,20,10,14,,,,0,,,0,1324,45.66,2,23,35,8,114,,6,0,28,2,,,,,,,,
Mike van der Hoorn,2017,Defender,24,6,12,Netherlands,1,1,0,0,0,,,,,,,,32,3,39,123,67,69,96,114,82,9,57,45,5,27,0,0,1,0,0,858,35.75,2,8,38,0,74,,4,0,22,0,,,,,,,,
Erik Palmer-Brown,2017,Defender,0,0,0,United States,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jay Rodriguez,2017,Forward,37,6,19,England,7,2,5,0,2,0.19,1,0,69,25,36,4,31,16,19,37,30,,,,,,,,,,,,,,1,704,19.03,3,30,,,,,2,0,43,18,,,,,,,,
Jonathan Dinzeyi,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Alex Denny,2017,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Olivier Giroud,2017,Forward,29,13,11,France,7,4,0,3,3,0.24,0,0,48,15,31,9,9,12,2,9,7,,,,,,,,,,,,,,1,375,12.93,5,3,,,,,0,0,13,5,,,,,,,,
Konstantinos Mavropanos,2017,Defender,3,1,2,Greece,0,0,0,0,0,,,,,,,,1,0,6,11,9,100,14,8,9,1,4,7,1,3,0,0,0,0,0,103,34.33,0,0,0,0,6,,0,1,2,0,,,,,,,,
Troy Deeney,2017,Forward,29,7,15,England,5,0,5,0,0,0.17,3,0,36,15,42,5,15,9,5,20,14,,,,,,,,,,,,,,2,542,18.69,4,7,,,,,1,1,24,16,,,,,,,,
Alexandre Lacazette,2017,Forward,32,17,9,France,14,2,10,2,2,0.44,2,0,68,35,51,13,24,17,7,4,1,,,,,,,,,,,,,,4,722,22.56,5,16,,,,,1,0,28,23,,,,,,,,
Callum Elder,2017,Defender,0,0,0,Australia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Darnell Johnson,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jeff Reine-Adélaïde,2017,Midfielder,0,0,0,France,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Tom Lawrence,2017,Forward,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Andrew Surman,2017,Midfielder,25,6,12,England,2,0,0,2,0,0.08,0,0,18,6,33,0,16,4,16,49,27,75,123,75,88,13,35,45,,,,0,,,5,1177,47.08,2,21,19,2,66,,2,0,9,1,,,,,,,,
Jamie Sterry,2017,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jay Fulton,2017,Midfielder,2,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,,,,0,,,0,8,4.0,0,0,0,0,0,,1,0,2,0,,,,,,,,
Ezequiel Schelotto,2017,Defender,20,4,10,Italy,0,0,0,0,0,,,,,,,,20,1,19,51,30,65,74,73,62,15,27,19,0,30,0,0,0,0,0,455,22.75,1,33,15,1,32,,3,0,8,0,,,,,,,,
Max-Alain Gradel,2017,Forward,0,0,0,Cote D'Ivoire,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Florent Hadergjonaj,2017,Defender,23,5,11,Kosovo,0,0,0,0,0,,,,,,,,21,4,17,38,16,76,94,61,74,16,15,22,4,28,0,0,0,0,1,618,26.87,1,98,22,2,44,,3,0,17,4,,,,,,,,
Connor Wickham,2017,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Sebastian Prödl,2017,Defender,21,6,11,Austria,0,0,0,0,0,,,,,,,,22,1,31,89,36,77,76,73,56,0,45,28,5,29,0,0,0,0,0,568,27.05,1,1,0,0,54,,5,0,21,2,,,,,,,,
João Mário,2017,Midfielder,13,4,5,Portugal,2,0,2,0,0,0.15,0,0,16,4,25,1,14,4,8,3,2,79,76,58,81,17,7,27,,,,0,,,1,442,34.0,1,50,22,5,10,,0,0,14,0,,,,,,,,
