Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Sanchez Watt,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
John Pantsil,2010,Defender,16,5,4,Ghana,0,0,0,0,0,,,,,,,,34,0,27,84,21,62,93,72,75,10,15,22,6,14,3,1,0,0,0,692,43.25,0,55,22,2,37,,6,0,16,0,,,,,,,,
Sébastien Squillaci,2010,Defender,22,11,6,France,1,1,0,0,0,,,,,,,,37,1,41,101,29,59,96,75,46,1,29,26,5,28,1,0,1,0,0,881,40.05,3,0,0,0,32,,1,0,11,1,,,,,,,,
Billy Knott,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Sylvain Distin,2010,Defender,38,13,10,France,2,2,0,0,0,,,,,,,,70,2,48,397,116,74,176,215,100,13,99,58,9,45,0,0,4,0,0,1286,33.84,0,11,9,2,159,,1,0,12,0,,,,,,,,
Vladimir Weiss,2010,Forward,0,0,0,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Andre Wisdom,2010,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ryan Connor,2010,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Paul Robinson,2010,Goalkeeper,36,10,16,England,,,,,,,,,,,,,,,,,,,,,,,,,8,55,0,0,,,1,796,22.11,,,,,253,0,0,0,2,,114,0,23,42,20,26,61,359
Luke Garbutt,2010,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Eric Dier,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
William Gallas,2010,Defender,27,10,6,France,0,0,0,0,0,,,,,,,,44,1,60,219,80,77,98,110,75,3,54,34,4,37,0,2,6,2,0,922,34.15,0,0,0,0,112,,5,0,27,4,,,,,,,,
Ryan Allsop,2010,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Wayne Bridge,2010,Defender,18,5,9,England,0,0,0,0,0,,,,,,,,37,3,20,88,20,76,89,65,74,9,12,27,2,34,0,1,0,0,2,579,32.17,0,64,27,2,41,,0,0,6,1,,,,,,,,
Robin Shroot,2010,Forward,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Ross Turnbull,2010,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Chris Basham,2010,Defender,2,1,1,England,0,0,0,0,0,,,,,,,,3,0,2,5,2,67,7,9,10,3,3,3,0,3,0,0,0,0,1,66,33,0,2,0,0,7,,1,0,2,0,,,,,,,,
Jake Jervis,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Henrique Hilário,2010,Goalkeeper,0,0,0,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marcos Angeleri,2010,Defender,2,1,1,Argentina,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,,0,0,1,0,,,,,,,,
Kyle Walker,2010,Defender,16,6,4,England,1,0,1,0,0,,,,,,,,41,0,30,50,16,68,95,119,71,25,28,19,1,20,0,0,1,0,3,625,39.06,2,42,24,1,20,,3,0,12,3,,,,,,,,
Ali Al Habsi,2010,Goalkeeper,34,9,12,Oman,,,,,,,,,,,,,,,,,,,,,,,,,7,49,0,2,,,1,568,16.71,,,,,131,0,0,0,0,,114,1,24,42,17,20,166,314
Neil Etheridge,2010,Goalkeeper,0,0,0,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Andros Townsend,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Emmanuel Adebayor,2010,Forward,8,3,3,Togo,1,0,1,0,0,0.13,1,0,8,3,38,5,5,2,1,0,0,,,,,,,,,,,,,,0,87,10.88,0,3,,,,,0,0,8,8,,,,,,,,
Stéphane Sessegnon,2010,Midfielder,14,3,10,Benin,3,0,3,0,1,0.21,1,0,30,15,50,1,18,5,9,5,1,50,56,73,119,24,9,26,,,,0,,,3,441,31.5,3,30,7,7,10,,2,0,14,3,,,,,,,,
Danny Rose,2010,Defender,4,2,1,England,0,0,0,0,0,,,,,,,,13,2,10,15,7,77,26,41,14,10,6,2,0,3,0,0,0,0,1,223,55.75,0,27,7,0,17,,0,0,1,0,,,,,,,,
Nabil El Zhar,2010,Midfielder,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Callum McNaughton,2010,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Didier Drogba,2010,Forward,36,21,8,Cote D'Ivoire,11,1,7,3,6,0.31,2,1,150,51,34,11,27,41,26,35,14,,,,,,,,,,,,,,13,785,21.81,21,167,,,,,6,0,57,29,,,,,,,,
David Healy,2010,Forward,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Peter Kurucz,2010,Goalkeeper,0,0,0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Abdisalam Ibrahim,2010,Midfielder,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Shkodran Mustafi,2010,Defender,0,0,0,Germany,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
David Silva,2010,Midfielder,35,20,9,Spain,4,0,0,3,3,0.11,0,0,64,16,25,6,55,25,34,16,1,60,169,122,130,35,6,18,,,,0,,,7,1554,44.4,12,97,18,30,50,,2,0,25,5,,,,,,,,
Henri Lansbury,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Billy Clifford,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Danny Hoesen,2010,Forward,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Bradden Inman,2010,Forward,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Herold Goulon,2010,Midfielder,4,2,2,France,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,2,100,6,6,10,2,3,3,,,,0,,,0,26,6.5,0,1,100,0,0,,0,0,2,0,,,,,,,,
Julien Faubert,2010,Defender,9,0,7,France,0,0,0,0,0,,,,,,,,8,1,17,17,3,100,24,17,25,4,2,7,0,18,0,0,0,0,0,188,20.89,0,22,18,0,10,,2,0,7,2,,,,,,,,
Martin Olsson,2010,Defender,29,6,15,Sweden,2,0,0,2,2,,,,,,,,33,7,35,76,21,76,89,137,136,24,41,45,6,37,0,0,0,0,1,594,20.48,3,107,19,0,15,,3,0,21,1,,,,,,,,
Edwin van der Sar,2010,Goalkeeper,33,19,4,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,14,32,0,2,,,1,718,21.76,,,,,158,0,1,0,0,,82,0,14,35,31,10,195,275
David Carney,2010,Midfielder,11,4,5,Australia,0,0,0,0,0,0,0,0,8,1,13,0,14,4,3,9,0,86,23,21,24,3,2,5,,,,0,,,0,166,15.09,1,13,31,1,13,,0,0,6,2,,,,,,,,
Aristote Nsiala,2010,Defender,0,0,0,The Democratic Republic Of Congo,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Titus Bramble,2010,Defender,23,6,8,England,0,0,0,0,0,,,,,,,,57,1,61,220,64,54,100,138,91,4,55,48,8,28,0,0,2,0,0,644,28,1,4,0,2,66,,5,1,16,0,,,,,,,,
Teemu Tainio,2010,Midfielder,0,0,0,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Gavin McCann,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Tom Cleverley,2010,Midfielder,25,7,6,England,3,0,3,0,0,0.12,0,0,40,15,38,3,47,11,26,18,2,74,106,88,106,14,5,17,,,,0,,,2,636,25.44,2,41,22,4,16,,1,0,14,0,,,,,,,,
Jean Beausejour,2010,Midfielder,17,1,9,Chile,2,1,0,1,0,0.12,0,0,10,2,20,0,19,4,21,8,1,58,53,45,60,9,5,15,,,,0,,,0,269,15.82,0,45,20,0,10,,0,0,10,1,,,,,,,,
Jermain Defoe,2010,Forward,22,8,4,England,4,0,3,1,1,0.18,0,0,68,23,34,10,8,26,11,3,0,,,,,,,,,,,,,,2,271,12.32,1,7,,,,,0,1,8,17,,,,,,,,
Cheick Touré,2010,Defender,0,0,0,Cote D'Ivoire,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jlloyd Samuel,2010,Defender,0,0,0,Trinidad And Tobago,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Marc Albrighton,2010,Midfielder,29,9,12,England,5,0,4,1,0,0.17,0,0,42,19,45,5,66,9,46,19,2,73,136,138,175,39,4,25,,,,0,,,4,480,16.55,6,161,21,1,22,,3,0,36,0,,,,,,,,
Alan Judge,2010,Midfielder,0,0,0,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Diomansy Kamara,2010,Forward,10,1,4,Senegal,2,0,2,0,0,0.2,0,0,17,7,41,4,6,2,4,3,0,,,,,,,,,,,,,,0,142,14.2,1,7,,,,,0,0,8,14,,,,,,,,
Chris Chantler,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ciaran Clark,2010,Defender,19,4,8,Ireland,3,2,0,1,2,,,,,,,,53,1,44,83,22,68,102,110,100,6,30,32,3,33,0,0,1,1,0,667,35.11,2,13,15,0,31,,9,0,33,0,,,,,,,,
Gilles Sunu,2010,Forward,0,0,0,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Ryan Giggs,2010,Midfielder,25,14,3,Wales,2,0,0,2,1,0.08,0,0,32,8,25,0,34,11,22,17,3,68,104,85,109,34,7,12,,,,0,,,6,916,36.64,9,178,26,23,48,,5,0,23,4,,,,,,,,
Elliot Parish,2010,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Garry O'Connor,2010,Forward,3,1,1,Scotland,0,0,0,0,0,0,0,0,8,0,0,1,3,5,2,0,0,,,,,,,,,,,,,,0,39,13,0,5,,,,,0,0,2,2,,,,,,,,
Stephen Warnock,2010,Defender,19,5,9,England,0,0,0,0,0,,,,,,,,55,2,52,76,26,62,83,104,81,11,21,28,4,34,0,0,0,0,2,778,40.95,0,22,27,1,42,,8,0,22,1,,,,,,,,
Joey Barton,2010,Midfielder,32,11,11,England,4,0,4,0,0,0.13,2,0,59,15,25,2,81,23,53,22,5,79,179,179,197,14,21,29,,,,0,,,9,1616,50.5,19,312,29,21,181,,8,0,40,0,,,,,,,,
Emmerson Boyce,2010,Defender,22,7,7,Barbados,0,0,0,0,1,,,,,,,,40,3,31,76,25,70,79,84,75,15,20,21,5,27,0,0,2,2,0,672,30.55,0,40,20,0,31,,3,0,16,1,,,,,,,,
Kagisho Dikgacoi,2010,Midfielder,1,1,0,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,5,5,0,0,0,0,1,,0,0,0,0,,,,,,,,
Cheick Tioté,2010,Midfielder,26,9,9,Cote D'Ivoire,1,0,0,1,0,0.04,0,0,26,5,19,0,87,9,65,61,15,76,219,223,222,33,34,27,,,,1,,,1,1414,54.38,0,21,14,2,116,,14,0,79,0,,,,,,,,
Jonathan Spector,2010,Defender,14,1,8,United States,1,0,1,0,0,,,,,,,,23,1,12,23,3,74,35,54,39,5,11,7,0,22,0,0,0,0,0,265,18.93,2,7,43,5,8,,2,0,7,0,,,,,,,,
Luke Dobie,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Pascal Chimbonda,2010,Defender,6,3,2,France,0,0,0,0,0,,,,,,,,9,2,5,12,8,89,16,17,6,0,3,1,0,13,0,1,0,0,0,135,22.5,1,3,0,0,6,,1,0,1,0,,,,,,,,
Hatem Ben Arfa,2010,Midfielder,4,1,3,France,1,0,0,1,0,0.25,0,0,5,1,20,0,1,2,5,0,0,100,4,14,17,10,1,0,,,,0,,,0,77,19.25,0,6,33,0,2,,0,0,1,1,,,,,,,,
Joey O'Brien,2010,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Zat Knight,2010,Defender,34,11,14,England,1,0,1,0,0,,,,,,,,58,3,70,340,104,71,125,163,98,7,78,39,4,50,0,0,5,0,0,827,24.32,0,1,0,1,106,,6,0,33,1,,,,,,,,
Keith Southern,2010,Midfielder,21,6,9,England,0,0,0,0,0,0,0,0,12,2,17,2,37,3,20,35,11,81,63,73,56,2,18,17,,,,0,,,0,456,21.71,1,4,50,1,14,,2,0,15,1,,,,,,,,
Tom Soares,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Steven Gerrard,2010,Midfielder,21,9,8,England,4,1,3,0,2,0.19,1,1,50,13,26,3,58,15,37,36,12,67,137,115,100,17,18,18,,,,0,,,5,1256,59.81,12,148,22,23,117,,2,0,23,0,,,,,,,,
Carlo Cudicini,2010,Goalkeeper,8,3,3,Italy,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,0,,,0,108,13.5,,,,,29,0,0,0,0,,22,0,2,10,5,3,51,79
Steven Caulker,2010,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Geoffrey Mujangi Bia,2010,Midfielder,1,0,1,Belgium,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,,,,0,,,1,4,4,0,2,50,1,0,,0,0,0,0,,,,,,,,
Dorian Dervite,2010,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ahmed Abdullah,2010,Midfielder,0,0,0,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Demba Ba,2010,Forward,12,2,7,Senegal,7,3,3,1,3,0.58,0,0,48,19,40,3,8,13,5,8,1,,,,,,,,,,,,,,0,261,21.75,1,13,,,,,1,0,8,10,,,,,,,,
Michael Essien,2010,Midfielder,33,20,6,Ghana,3,3,0,0,0,0.09,0,0,68,20,29,4,48,13,54,33,16,85,257,180,142,50,29,25,,,,1,,,2,2275,68.94,5,26,8,27,189,,5,1,40,0,,,,,,,,
Oscar Jansson,2010,Goalkeeper,0,0,0,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Míchel Salgado,2010,Defender,36,11,16,Spain,0,0,0,0,1,,,,,,,,103,4,86,127,37,80,138,167,118,12,25,26,5,50,0,0,1,3,2,793,22.03,2,51,31,2,40,,10,0,43,1,,,,,,,,
Jake Larkins,2010,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Roarie Deacon,2010,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Trevor Carson,2010,Goalkeeper,0,0,0,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Shay Given,2010,Goalkeeper,0,0,0,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Danny Shittu,2010,Defender,0,0,0,Nigeria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
John Guidetti,2010,Forward,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Carl Ikeme,2010,Goalkeeper,0,0,0,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gary O'Neil,2010,Midfielder,8,3,3,England,0,0,0,0,1,0,0,0,10,4,40,0,16,3,6,9,2,63,35,33,42,4,7,6,,,,0,,,1,218,27.25,0,20,25,0,12,,0,0,14,0,,,,,,,,
Jermaine Beckford,2010,Forward,32,10,9,Jamaica,8,2,3,3,1,0.25,0,0,56,23,41,10,10,8,4,1,1,,,,,,,,,,,,,,2,236,7.38,1,9,,,,,3,0,21,13,,,,,,,,
Stephen Kelly,2010,Defender,10,1,3,Ireland,0,0,0,0,0,,,,,,,,22,0,10,56,21,64,27,41,25,1,14,7,2,8,0,0,0,1,0,275,27.5,0,33,15,2,7,,0,0,9,0,,,,,,,,
Li Ke,2010,Defender,0,0,0,China,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Steve Harper,2010,Goalkeeper,18,6,6,England,,,,,,,,,,,,,,,,,,,,,,,,,5,22,0,1,,,0,380,21.11,,,,,137,0,0,0,1,,45,0,14,22,2,15,56,164
Cauley Woodrow,2010,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Daniel Ayala,2010,Defender,0,0,0,Spain,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Danny Gabbidon,2010,Defender,26,6,12,Wales,0,0,0,0,0,,,,,,,,50,2,35,148,57,78,119,115,79,11,50,33,3,42,0,1,4,2,0,807,31.04,0,18,6,0,89,,3,0,18,0,,,,,,,,
Danny Wilson,2010,Defender,2,0,2,Scotland,0,0,0,0,0,,,,,,,,10,0,0,13,3,60,13,16,13,1,4,7,0,5,0,0,0,0,0,92,46,0,3,0,0,4,,1,0,2,0,,,,,,,,
Manuel Almunia,2010,Goalkeeper,8,3,1,Spain,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,3,,,0,112,14,,,,,13,0,1,0,1,,14,1,4,21,7,10,57,50
Petr Cech,2010,Goalkeeper,38,21,9,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,15,33,0,2,,,1,695,18.29,,,,,189,0,0,0,0,,98,1,22,75,26,42,226,294
Brede Hangeland,2010,Defender,37,10,11,Norway,6,5,0,1,0,,,,,,,,61,3,80,423,145,72,200,219,119,12,121,47,13,43,2,0,4,1,1,1546,41.78,1,2,50,3,78,,5,0,41,1,,,,,,,,
Rodrigo Moreno,2010,Forward,17,3,11,Spain,1,0,0,1,1,0.06,0,0,20,5,25,0,15,6,12,3,0,,,,,,,,,,,,,,1,169,9.94,5,25,,,,,0,0,8,2,,,,,,,,
Ronald Zubar,2010,Defender,15,6,7,France,1,1,0,0,2,,,,,,,,39,2,39,76,25,74,75,93,69,7,35,22,3,22,1,1,0,0,0,532,35.47,1,18,11,1,18,,4,0,16,2,,,,,,,,
Dominic Vose,2010,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Gaël Givet,2010,Defender,29,10,13,France,1,0,0,1,0,,,,,,,,33,2,70,227,74,64,53,87,66,0,40,42,5,35,0,1,2,1,0,646,22.28,0,9,22,0,24,,4,1,12,0,,,,,,,,
Zac Aley,2010,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
