Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Leandro Bacuna,2013,Midfielder,35,10,17,Curacao,5,0,4,1,1,0.14,0,2,37,10,27,0,81,12,61,89,34,88,151,139,168,17,31,34,,,,1,,,1,1008,28.8,2,93,22,1,66,,6,0,43,1,,,,,,,,
David Moberg-Karlsson,2013,Forward,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Jesús Navas,2013,Defender,30,20,6,Spain,4,0,4,0,1,,,,,,,,38,13,19,14,5,74,97,83,76,25,5,22,5,17,0,0,0,0,7,1025,34.17,10,173,27,7,53,,0,0,5,2,,,,,,,,
Shinji Kagawa,2013,Midfielder,18,11,5,Japan,0,0,0,0,0,0,0,0,14,6,43,3,18,4,18,5,3,83,52,42,60,10,7,6,,,,0,,,3,706,39.22,5,22,27,7,40,,0,0,4,2,,,,,,,,
Stephen Arthurworrey,2013,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Roland Lamah,2013,Midfielder,9,2,4,Belgium,2,1,1,0,0,0.22,0,0,14,4,29,0,5,5,6,3,2,80,29,35,28,13,10,6,,,,0,,,2,244,27.11,1,23,30,0,13,,1,0,3,0,,,,,,,,
Henrique Hilário,2013,Goalkeeper,0,0,0,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kyle Walker,2013,Defender,26,14,7,England,1,0,1,0,1,,,,,,,,53,5,57,68,53,83,147,151,129,22,49,31,9,36,0,2,0,0,2,1395,53.65,1,89,20,1,100,,5,0,26,1,,,,,,,,
Jason Banton,2013,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Neil Etheridge,2013,Goalkeeper,0,0,0,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Curtis Obeng,2013,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Emmanuel Adebayor,2013,Forward,21,12,6,Togo,11,2,5,3,0,0.52,1,0,44,23,52,9,24,11,4,17,14,,,,,,,,,,,,,,4,794,37.81,5,17,,,,,0,0,26,29,,,,,,,,
Stéphane Sessegnon,2013,Midfielder,28,7,11,Benin,5,0,3,2,1,0.18,0,0,55,13,24,9,26,18,5,2,0,69,97,132,161,49,16,39,,,,0,,,1,851,30.39,3,22,23,5,35,,0,0,20,8,,,,,,,,
Danny Rose,2013,Defender,22,13,6,England,1,1,0,0,0,,,,,,,,56,1,44,68,49,82,128,148,111,23,27,23,5,23,0,1,0,1,2,908,41.27,2,86,17,1,47,,4,1,30,1,,,,,,,,
Kieran Richardson,2013,Defender,31,8,18,England,4,0,2,2,0,,,,,,,,60,6,40,91,52,80,135,123,108,16,32,32,2,52,0,1,1,1,3,854,27.55,1,79,27,0,51,,5,0,17,4,,,,,,,,
Reise Allassani,2013,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ki Sung-Yueng,2013,Midfielder,28,6,16,South Korea,3,1,2,0,0,0.11,1,0,40,14,35,1,42,10,21,22,13,86,125,108,82,23,17,11,,,,0,,,1,1215,43.39,1,29,14,3,102,,3,0,17,2,,,,,,,,
Abdisalam Ibrahim,2013,Midfielder,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Kim Bo-Kyung,2013,Midfielder,28,6,16,South Korea,1,1,0,0,1,0.04,0,0,23,9,39,0,34,3,37,17,9,65,127,106,159,29,4,38,,,,0,,,0,664,23.71,2,19,21,2,20,,4,0,24,1,,,,,,,,
Ross Fitzsimons,2013,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sam Gallagher,2013,Forward,18,7,7,England,1,0,1,0,0,0.06,0,0,9,4,44,4,2,2,1,3,3,,,,,,,,,,,,,,0,68,3.78,0,3,,,,,0,0,7,2,,,,,,,,
David Silva,2013,Midfielder,27,21,4,Spain,7,1,1,5,3,0.26,0,0,53,14,26,8,32,22,15,9,1,81,121,110,126,29,9,9,,,,0,,,9,1869,69.22,11,102,31,33,52,,5,0,23,2,,,,,,,,
Bryan Oviedo,2013,Defender,9,6,1,Costa Rica,2,0,1,1,0,,,,,,,,29,4,8,15,7,86,32,49,34,7,3,7,2,6,1,0,0,0,2,287,31.89,2,47,32,1,8,,1,0,12,1,,,,,,,,
Billy Clifford,2013,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Bradden Inman,2013,Forward,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Dwight Gayle,2013,Forward,23,3,17,England,7,1,4,2,0,0.3,1,1,28,9,32,1,10,8,3,3,1,,,,,,,,,,,,,,0,208,9.04,0,10,,,,,1,0,10,2,,,,,,,,
Martín Demichelis,2013,Defender,27,19,4,Argentina,2,0,2,0,1,,,,,,,,55,1,69,183,93,76,145,123,88,3,61,36,12,25,0,0,0,0,1,1423,52.7,2,1,0,0,71,,6,0,19,0,,,,,,,,
Romelu Lukaku,2013,Forward,33,21,6,Belgium,15,3,5,7,0,0.45,0,0,101,45,45,6,9,28,3,18,15,,,,,,,,,,,,,,6,806,24.42,3,27,,,,,1,0,24,19,,,,,,,,
Alex Bruce,2013,Defender,20,2,14,Northern Ireland,0,0,0,0,1,,,,,,,,33,1,26,109,63,64,54,76,52,0,42,34,0,29,0,0,1,0,0,460,23,0,2,50,0,42,,2,0,12,0,,,,,,,,
Jak Alnwick,2013,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mahamadou Diarra,2013,Midfielder,4,2,1,Mali,0,0,0,0,0,0,0,0,1,0,0,0,4,0,12,3,3,25,32,10,16,0,3,4,,,,0,,,0,171,42.75,0,2,0,0,14,,1,0,5,0,,,,,,,,
Aly Cissokho,2013,Defender,15,10,2,France,0,0,0,0,0,,,,,,,,34,2,17,54,29,62,46,81,56,11,28,21,2,16,0,0,1,0,1,435,29,1,29,7,0,10,,2,0,10,1,,,,,,,,
Guy Demel,2013,Defender,32,11,14,Cote D'Ivoire,1,0,1,0,3,,,,,,,,52,2,35,104,56,73,134,140,110,33,37,27,11,38,1,1,2,0,0,845,26.41,0,65,31,1,23,,3,0,28,1,,,,,,,,
Angel Rangel,2013,Defender,30,9,13,Spain,0,0,0,0,0,,,,,,,,84,1,93,86,44,71,161,156,137,14,37,41,7,41,0,0,1,1,1,1934,64.47,4,82,23,2,118,,8,0,41,1,,,,,,,,
Fernandinho,2013,Midfielder,33,26,4,Brazil,5,0,5,0,1,0.15,0,0,34,11,32,3,97,6,58,46,28,73,185,194,171,35,41,16,,,,0,,,3,1681,50.94,3,12,25,12,88,,8,0,52,0,,,,,,,,
Roberto Soldado,2013,Forward,28,14,9,Spain,6,0,6,0,1,0.21,4,0,58,16,28,10,15,8,4,7,5,,,,,,,,,,,,,,5,586,20.93,8,25,,,,,6,0,24,8,,,,,,,,
Tom Cleverley,2013,Midfielder,22,11,7,England,1,0,1,0,0,0.05,0,0,15,5,33,1,49,7,33,15,7,84,124,90,84,5,6,17,,,,0,,,0,1137,51.68,0,13,15,1,84,,3,0,16,0,,,,,,,,
George Moncur,2013,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Aaron Wilbraham,2013,Forward,4,3,1,England,0,0,0,0,0,0,0,0,3,2,67,0,0,0,0,3,3,,,,,,,,,,,,,,0,36,9,0,0,,,,,0,0,3,3,,,,,,,,
Jermain Defoe,2013,Forward,14,9,3,England,1,0,1,0,2,0.07,0,0,20,8,40,5,2,6,0,0,0,,,,,,,,,,,,,,0,93,6.64,1,4,,,,,1,0,6,3,,,,,,,,
Paul Dummett,2013,Defender,18,5,12,Wales,1,0,0,1,0,,,,,,,,36,4,20,78,44,81,45,74,46,9,26,23,2,24,0,0,0,0,0,490,27.22,1,67,24,0,14,,1,1,9,0,,,,,,,,
Michu,2013,Forward,17,4,8,Spain,2,0,2,0,0,0.12,0,0,42,13,31,2,12,11,9,25,18,,,,,,,,,,,,,,2,522,30.71,1,4,,,,,2,0,13,11,,,,,,,,
Juan Mata,2013,Midfielder,28,15,8,Spain,6,1,2,3,0,0.21,0,2,40,12,30,1,31,16,12,10,1,74,136,99,129,24,3,15,,,,0,,,6,1385,49.46,9,142,27,14,79,,0,0,14,13,,,,,,,,
Thibaut Courtois,2013,Goalkeeper,0,0,0,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Joel Ward,2013,Defender,36,13,17,England,0,0,0,0,1,,,,,,,,114,8,88,168,105,89,199,254,157,31,72,42,12,44,0,0,0,1,2,1057,29.36,3,97,16,0,38,,3,0,31,2,,,,,,,,
Alejandro Pozuelo,2013,Midfielder,22,6,11,Spain,0,0,0,0,0,0,0,0,15,3,20,0,24,9,5,1,1,88,71,58,91,14,4,10,,,,0,,,1,631,28.68,1,22,14,6,19,,1,0,6,0,,,,,,,,
Jamie Ness,2013,Midfielder,0,0,0,Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
James Morrison,2013,Midfielder,32,5,14,Scotland,1,0,1,0,0,0.03,1,0,47,11,23,2,82,13,40,28,12,72,151,141,140,25,16,34,,,,0,,,3,1203,37.59,1,39,31,10,86,,1,0,27,2,,,,,,,,
Eirik Holmen Johansen,2013,Goalkeeper,0,0,0,Norway,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marc Albrighton,2013,Midfielder,19,4,11,England,0,0,0,0,1,0,0,0,25,7,28,1,35,10,5,7,2,74,54,76,79,22,3,15,,,,0,,,4,358,18.84,3,169,24,0,24,,4,0,13,3,,,,,,,,
Andreas Christensen,2013,Defender,0,0,0,Denmark,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ciaran Clark,2013,Defender,27,8,13,Ireland,0,0,0,0,1,,,,,,,,44,2,25,202,108,82,71,125,81,5,64,42,5,38,0,0,1,0,0,861,31.89,1,8,38,0,60,,8,0,30,1,,,,,,,,
Josh Passley,2013,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ryan Giggs,2013,Midfielder,12,7,2,Wales,0,0,0,0,0,0,0,0,5,2,40,1,6,1,12,6,1,67,30,16,41,7,2,8,,,,0,,,0,287,23.92,0,22,45,2,16,,3,0,6,0,,,,,,,,
Kevin Mbabu,2013,Defender,0,0,0,Switzerland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jazz Richards,2013,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Kagisho Dikgacoi,2013,Midfielder,26,9,11,South Africa,0,0,0,0,0,0,0,0,19,7,37,4,32,3,33,35,19,69,142,86,114,8,36,52,,,,0,,,0,771,29.65,0,13,8,6,51,,3,1,17,0,,,,,,,,
Cheick Tioté,2013,Midfielder,33,13,17,Cote D'Ivoire,0,0,0,0,1,0,0,0,44,12,27,0,106,8,66,72,49,66,284,238,208,40,40,49,,,,0,,,1,2092,63.39,0,15,13,6,125,,10,0,66,0,,,,,,,,
Yohan Cabaye,2013,Midfielder,19,11,7,France,7,0,7,0,1,0.37,0,1,63,22,35,2,46,13,46,16,1,76,89,66,68,6,1,1,,,,0,,,2,931,49,3,98,18,23,61,,5,0,24,0,,,,,,,,
Hatem Ben Arfa,2013,Midfielder,27,9,14,France,3,0,0,3,2,0.11,1,0,46,13,28,2,10,10,7,6,4,70,65,104,133,66,3,3,,,,0,,,3,522,19.33,5,65,28,7,23,,1,0,16,0,,,,,,,,
Adel Taarabt,2013,Midfielder,12,3,9,Morocco,0,0,0,0,2,0,0,0,29,14,48,1,3,10,1,0,0,100,22,50,52,27,1,3,,,,0,,,1,290,24.17,2,13,15,3,15,,0,0,3,2,,,,,,,,
Joey O'Brien,2013,Defender,17,2,10,Ireland,0,0,0,0,0,,,,,,,,24,1,14,60,33,75,49,65,50,7,17,17,3,19,0,0,1,0,0,449,26.41,0,15,33,1,17,,4,0,14,0,,,,,,,,
Steven Gerrard,2013,Midfielder,34,24,4,England,13,1,12,0,3,0.38,10,2,60,31,52,3,98,12,48,90,55,72,232,174,119,15,43,43,,,,1,,,13,2219,65.26,10,169,28,18,257,,7,0,33,1,,,,,,,,
Steven Caulker,2013,Defender,38,7,22,England,5,4,1,0,2,,,,,,,,44,6,47,327,189,70,116,196,120,2,144,100,7,74,0,0,1,1,0,1326,34.89,1,5,0,0,70,,1,0,7,3,,,,,,,,
Mark Noble,2013,Midfielder,38,11,20,England,3,0,3,0,0,0.08,2,0,21,5,24,0,110,5,71,40,11,73,310,196,150,36,11,11,,,,1,,,4,1976,52,7,78,37,13,195,,6,1,41,1,,,,,,,,
Jay Rodriguez,2013,Forward,33,13,11,England,15,3,9,3,4,0.45,0,0,101,32,32,7,47,27,23,27,20,,,,,,,,,,,,,,3,730,22.12,5,36,,,,,2,0,29,27,,,,,,,,
Matthew Kennedy,2013,Defender,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Demba Ba,2013,Forward,19,12,4,Senegal,5,0,4,1,2,0.26,0,0,31,13,42,5,4,4,2,4,3,,,,,,,,,,,,,,1,173,9.11,0,5,,,,,0,0,18,10,,,,,,,,
Michael Essien,2013,Midfielder,5,5,0,Ghana,0,0,0,0,0,0,0,0,3,1,33,0,4,0,2,5,3,75,21,17,8,7,4,1,,,,1,,,0,132,26.4,0,1,0,0,13,,2,0,2,1,,,,,,,,
Olivier Giroud,2013,Forward,36,22,7,France,16,4,2,10,2,0.44,1,0,112,38,34,20,31,24,19,40,31,,,,,,,,,,,,,,8,1114,30.94,9,21,,,,,4,0,48,29,,,,,,,,
Scott Harrison,2013,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Filip Kiss,2013,Midfielder,0,0,0,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Karim Rekik,2013,Defender,0,0,0,Netherlands,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Shay Given,2013,Goalkeeper,0,0,0,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tom Lawrence,2013,Forward,1,1,0,Wales,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,,,,,,,,,,,,,,0,43,43,0,0,,,,,0,0,1,0,,,,,,,,
Andrew Surman,2013,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jamie Sterry,2013,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
John Guidetti,2013,Forward,6,1,2,Sweden,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,0,16,2.67,0,0,,,,,0,0,1,0,,,,,,,,
Jay Fulton,2013,Midfielder,2,2,0,Scotland,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,2,50,2,7,4,1,2,1,,,,0,,,0,27,13.5,0,0,0,0,0,,1,0,1,0,,,,,,,,
Benjamin Siegrist,2013,Goalkeeper,0,0,0,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mladen Petric,2013,Forward,3,0,3,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,16,5.33,0,1,,,,,0,0,1,0,,,,,,,,
Connor Wickham,2013,Forward,15,4,9,England,5,2,3,0,0,0.33,0,0,26,9,35,1,7,10,8,8,5,,,,,,,,,,,,,,1,238,15.87,0,19,,,,,1,0,16,4,,,,,,,,
Li Ke,2013,Defender,0,0,0,China,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Aaron McLean,2013,Forward,1,0,1,England,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,,,,,0,0,0,0,,,,,,,,
Adil Nabi,2013,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Steve Harper,2013,Goalkeeper,13,3,8,England,,,,,,,,,,,,,,,,,,,,,,,,,3,19,0,0,,,0,238,18.31,,,,,66,0,1,0,1,,33,0,8,5,2,11,38,99
Cauley Woodrow,2013,Forward,6,2,3,England,1,0,0,1,0,0.17,0,0,10,4,40,0,4,4,1,6,4,,,,,,,,,,,,,,0,164,27.33,0,6,,,,,0,0,8,5,,,,,,,,
Matthias Fanimo,2013,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
José Campaña,2013,Midfielder,6,1,5,Spain,0,0,0,0,0,0,0,0,5,1,20,0,8,1,4,2,0,50,19,17,22,2,2,3,,,,0,,,1,195,32.5,0,11,36,0,9,,0,0,3,0,,,,,,,,
Daniel Ayala,2013,Defender,0,0,0,Spain,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Yannick Sagbo,2013,Forward,28,8,14,Cote D'Ivoire,2,0,1,1,0,0.07,0,0,23,9,39,3,17,9,4,3,2,,,,,,,,,,,,,,1,510,18.21,2,22,,,,,2,1,26,15,,,,,,,,
Danny Gabbidon,2013,Defender,23,8,13,Wales,1,0,0,1,0,,,,,,,,33,1,39,200,123,73,87,105,53,4,64,31,6,26,1,0,2,1,0,464,20.17,0,0,0,0,46,,0,0,10,0,,,,,,,,
Adel Gafaiti,2013,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Petr Cech,2013,Goalkeeper,34,23,5,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,16,24,0,2,,,0,543,15.97,,,,,137,0,0,0,0,,81,0,12,37,20,12,146,240
Declan Rudd,2013,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Brede Hangeland,2013,Defender,23,6,13,Norway,0,0,0,0,0,,,,,,,,24,0,37,183,128,83,84,97,55,11,57,27,3,41,0,0,0,1,0,818,35.57,0,1,0,0,96,,0,0,9,0,,,,,,,,
Ryan McLaughlin,2013,Defender,0,0,0,Northern Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Claudio Yacob,2013,Midfielder,27,5,10,Argentina,1,1,0,0,0,0.04,0,0,11,4,36,1,102,0,46,50,26,82,154,160,134,9,27,34,,,,0,,,0,951,35.22,1,2,0,0,52,,7,0,39,0,,,,,,,,
Patrick Bamford,2013,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Darcy Blake,2013,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Thomas Eisfeld,2013,Midfielder,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Mathieu Debuchy,2013,Defender,29,12,13,France,1,0,1,0,2,,,,,,,,95,6,69,135,79,75,124,245,139,16,116,52,8,40,1,0,6,1,3,1014,34.97,2,96,16,6,33,,8,1,42,5,,,,,,,,
Cody Cropper,2013,Goalkeeper,0,0,0,United States,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
