Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Marc Albrighton,2012,Midfielder,9,1,4,England,0,0,0,0,0,0,0,0,5,1,20,0,7,3,11,4,0,100,19,16,34,6,1,8,,,,0,,,0,117,13,1,44,23,0,9,,0,0,4,1,,,,,,,,
Andreas Christensen,2012,Defender,0,0,0,Denmark,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ciaran Clark,2012,Defender,29,7,14,Ireland,1,1,0,0,0,,,,,,,,38,3,68,328,100,68,93,125,96,3,76,48,5,54,0,2,2,0,0,788,27.17,0,3,0,1,50,,6,1,32,0,,,,,,,,
Ryan Giggs,2012,Midfielder,22,14,4,Wales,2,0,1,1,1,0.09,0,0,14,3,21,0,44,4,12,6,0,89,64,64,67,11,5,2,,,,1,,,3,635,28.86,8,67,21,8,31,,0,0,13,3,,,,,,,,
Kevin Mbabu,2012,Defender,0,0,0,Switzerland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jazz Richards,2012,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Stephen Warnock,2012,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Joey Barton,2012,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Emmerson Boyce,2012,Defender,36,9,19,Barbados,4,2,2,0,1,,,,,,,,74,5,76,106,25,73,113,196,124,18,85,44,4,66,1,0,1,0,0,1286,35.72,1,55,31,0,49,,5,0,24,0,,,,,,,,
Tommy Forecast,2012,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cheick Tioté,2012,Midfielder,24,7,14,Cote D'Ivoire,0,0,0,0,0,0,0,0,20,1,5,0,61,7,63,54,18,74,178,164,170,28,38,31,,,,0,,,1,1347,56.13,1,31,16,3,122,,7,1,58,1,,,,,,,,
John Egan,2012,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Yohan Cabaye,2012,Midfielder,26,9,10,France,6,0,6,0,1,0.23,1,2,60,18,30,0,80,13,55,37,3,65,129,106,121,7,6,10,,,,0,,,2,1172,45.08,9,166,27,14,141,,8,0,41,0,,,,,,,,
Albert Rusnák,2012,Midfielder,0,0,0,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Hatem Ben Arfa,2012,Midfielder,19,4,8,France,4,0,1,3,0,0.21,2,0,44,12,27,2,18,13,2,8,0,67,62,128,154,79,5,9,,,,1,,,2,533,28.05,3,57,18,13,50,,1,0,16,1,,,,,,,,
Adel Taarabt,2012,Midfielder,31,2,18,Morocco,5,0,5,0,1,0.16,0,0,98,29,30,4,26,31,29,3,0,88,164,176,174,83,7,28,,,,1,,,4,1153,37.19,11,108,33,23,86,,5,0,16,1,,,,,,,,
Iván Ramis,2012,Defender,16,5,8,Spain,2,1,0,1,1,,,,,,,,33,1,21,82,29,88,69,70,67,7,22,24,3,27,0,1,0,1,0,748,46.75,0,1,0,0,77,,1,0,19,1,,,,,,,,
Joey O'Brien,2012,Defender,33,11,12,Ireland,2,0,2,0,0,,,,,,,,51,0,30,165,51,82,119,130,103,13,39,34,10,36,1,0,0,1,4,936,28.36,3,31,39,0,52,,6,0,27,0,,,,,,,,
Steven Gerrard,2012,Midfielder,36,14,9,England,9,1,7,1,1,0.25,4,0,93,32,34,5,88,34,51,60,17,75,216,162,131,19,38,26,,,,0,,,9,2387,66.31,4,212,24,20,303,,5,0,36,3,,,,,,,,
Carlo Cudicini,2012,Goalkeeper,0,0,0,Italy,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Petros Skapetis,2012,Forward,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Steven Caulker,2012,Defender,18,10,5,England,2,1,0,1,0,,,,,,,,19,2,32,182,59,79,47,61,60,0,40,49,3,22,0,2,0,0,1,653,36.28,1,1,0,0,56,,0,0,5,0,,,,,,,,
Sam Magri,2012,Defender,0,0,0,Malta,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jay Rodriguez,2012,Forward,35,8,14,England,6,0,4,2,2,0.17,0,0,89,32,36,7,35,20,31,18,4,,,,,,,,,,,,,,5,596,17.03,4,41,,,,,4,0,37,19,,,,,,,,
Matthew Kennedy,2012,Midfielder,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Demba Ba,2012,Forward,34,15,12,Senegal,15,3,10,2,1,0.44,1,1,135,54,40,13,7,36,8,21,6,,,,,,,,,,,,,,0,680,20,5,26,,,,,0,0,32,15,,,,,,,,
Michael Essien,2012,Midfielder,0,0,0,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Olivier Giroud,2012,Forward,34,18,7,France,11,4,1,6,6,0.32,0,0,107,38,36,19,19,19,14,44,12,,,,,,,,,,,,,,3,697,20.5,5,24,,,,,3,1,33,20,,,,,,,,
Scott Harrison,2012,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Gervinho,2012,Forward,18,8,3,Cote D'Ivoire,5,0,4,1,0,0.28,0,0,34,9,26,3,9,9,11,2,2,,,,,,,,,,,,,,3,355,19.72,2,18,,,,,1,0,3,8,,,,,,,,
Roarie Deacon,2012,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Albert Crusat,2012,Midfielder,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Karim Rekik,2012,Defender,1,1,0,Netherlands,0,0,0,0,0,,,,,,,,1,0,0,3,2,100,4,10,3,0,5,1,0,0,0,0,0,0,0,60,60,0,1,0,0,0,,0,0,2,0,,,,,,,,
Shay Given,2012,Goalkeeper,2,0,2,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,,,0,53,26.5,,,,,15,0,0,0,0,,2,0,0,3,0,0,12,20
Andrew Surman,2012,Midfielder,4,0,3,England,0,0,0,0,0,0,0,0,9,2,22,1,1,3,0,3,0,0,5,6,11,1,2,1,,,,0,,,0,99,24.75,0,12,25,0,1,,0,0,4,0,,,,,,,,
John Guidetti,2012,Forward,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Benjamin Siegrist,2012,Goalkeeper,0,0,0,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Taylor Parmenter,2012,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Mladen Petric,2012,Forward,23,5,13,Croatia,5,1,0,4,3,0.22,1,0,35,13,37,5,10,8,8,9,0,,,,,,,,,,,,,,1,258,11.22,1,6,,,,,0,0,17,6,,,,,,,,
Connor Wickham,2012,Forward,12,1,8,England,0,0,0,0,0,0,0,0,13,5,38,1,7,6,3,4,2,,,,,,,,,,,,,,0,154,12.83,0,4,,,,,0,0,10,3,,,,,,,,
Stephen Kelly,2012,Defender,18,3,12,Ireland,0,0,0,0,0,,,,,,,,23,2,36,73,21,78,53,58,58,2,26,27,1,36,0,0,0,0,0,499,27.72,1,36,14,0,17,,2,0,11,1,,,,,,,,
Li Ke,2012,Defender,0,0,0,China,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Adil Nabi,2012,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Steve Harper,2012,Goalkeeper,6,2,2,England,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,0,,,0,124,20.67,,,,,31,0,0,0,0,,15,0,5,10,2,6,22,46
Matthias Fanimo,2012,Midfielder,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Daniel Ayala,2012,Defender,0,0,0,Spain,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Sam Baldock,2012,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Danny Wilson,2012,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Michael Hector,2012,Defender,0,0,0,Jamaica,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Sam Walker,2012,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Petr Cech,2012,Goalkeeper,36,22,6,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,14,36,0,2,,,0,713,19.81,,,,,194,0,2,0,1,,122,0,28,49,43,11,193,268
Declan Rudd,2012,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Brede Hangeland,2012,Defender,35,11,15,Norway,0,0,0,0,1,,,,,,,,48,3,87,337,121,85,155,202,109,18,126,44,7,52,0,1,1,1,0,1530,43.71,0,0,0,0,161,,2,1,29,0,,,,,,,,
Ryan McLaughlin,2012,Defender,0,0,0,Northern Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Dominic Vose,2012,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Claudio Yacob,2012,Midfielder,30,12,12,Argentina,0,0,0,0,0,0,0,0,14,4,29,0,109,2,45,80,22,83,117,177,136,3,39,33,,,,0,,,0,1244,41.47,0,0,0,1,71,,7,0,60,0,,,,,,,,
Patrick Bamford,2012,Forward,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
