Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Max-Alain Gradel,2016,Forward,11,4,3,Cote D'Ivoire,0,0,0,0,0,0.0,0,0,5,2,40,0,4,2,3,4,2,,,,,,,,,,,,,,0,54,4.91,0,8,,,,,3,0,4,2,,,,,,,,
Adam Clayton,2016,Midfielder,34,5,18,England,0,0,0,0,0,0.0,0,0,11,2,18,0,79,3,66,40,15,71,215,158,156,19,20,17,,,,1,,,2,1450,42.65,1,23,35,2,113,,10,0,52,0,,,,,,,,
Connor Wickham,2016,Forward,8,1,6,England,2,0,1,1,0,0.25,0,0,10,5,50,1,4,0,2,10,5,,,,,,,,,,,,,,0,98,12.25,0,6,,,,,1,0,12,1,,,,,,,,
Sebastian Prödl,2016,Defender,33,10,17,Austria,1,1,0,0,1,,,,,,,,36,4,52,183,90,75,115,121,90,2,62,36,4,49,0,2,0,0,1,1070,32.42,1,3,0,0,111,,10,1,44,0,,,,,,,,
Steve Harper,2016,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Matt Grimes,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Daniel Ayala,2016,Defender,14,2,9,Spain,1,1,0,0,0,,,,,,,,11,0,27,68,38,45,57,49,44,0,36,19,3,16,0,0,0,0,0,380,27.14,0,6,17,1,38,,3,0,15,1,,,,,,,,
Michael Hector,2016,Defender,0,0,0,Jamaica,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Bruno Martins Indi,2016,Defender,35,11,14,Netherlands,1,0,0,1,1,,,,,,,,61,5,58,210,104,72,173,135,105,7,58,64,10,50,0,0,1,0,0,1115,31.86,0,3,0,0,69,,5,0,25,2,,,,,,,,
José Holebas,2016,Defender,33,9,17,Greece,2,0,0,2,0,,,,,,,,62,11,55,114,59,68,225,176,162,43,47,28,6,61,0,2,0,1,4,1158,35.09,3,164,21,0,46,,14,0,43,1,,,,,,,,
Moses Odubajo,2016,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Petr Cech,2016,Goalkeeper,35,22,8,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,12,37,1,1,,,0,844,24.11,,,,,216,0,2,0,3,,115,0,10,28,17,24,191,252
Rory Watson,2016,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Brede Hangeland,2016,Defender,0,0,0,Norway,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ethan Robson,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Claudio Yacob,2016,Midfielder,33,11,13,Argentina,0,0,0,0,0,0.0,0,0,9,0,0,1,94,2,54,58,31,69,176,177,126,4,46,30,,,,0,,,0,933,28.27,0,2,50,0,51,,9,0,39,0,,,,,,,,
Patrick Bamford,2016,Forward,14,1,10,England,1,1,0,0,0,0.07,0,0,7,3,43,1,9,3,4,3,1,,,,,,,,,,,,,,0,82,5.86,0,4,,,,,1,0,12,2,,,,,,,,
Stephen Hendrie,2016,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Manuel Lanzini,2016,Midfielder,35,10,16,Argentina,8,0,7,1,1,0.23,2,1,69,21,30,1,44,15,45,10,2,68,227,172,150,88,4,14,,,,0,,,2,1581,45.17,5,72,28,7,45,,9,0,21,7,,,,,,,,
Mathieu Debuchy,2016,Defender,1,1,0,France,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Fabio Borini,2016,Forward,24,2,17,Italy,2,0,2,0,0,0.08,0,0,33,14,42,2,20,10,23,27,11,,,,,,,,,,,,,,0,503,20.96,0,37,,,,,5,0,27,0,,,,,,,,
Tommie Hoban,2016,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Olufela Olomola,2016,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Mesut Özil,2016,Midfielder,33,22,6,Germany,8,2,1,5,0,0.24,0,0,40,18,45,4,26,10,15,9,3,77,161,98,110,32,7,16,,,,0,,,9,2110,63.94,9,187,32,16,56,,2,0,14,20,,,,,,,,
Kasper Schmeichel,2016,Goalkeeper,30,10,13,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,8,47,0,1,,,0,888,29.6,,,,,310,0,1,0,0,,113,0,12,37,9,30,71,278
Arthur Masuaku,2016,Defender,13,2,8,The Democratic Republic Of Congo,0,0,0,0,0,,,,,,,,40,1,26,27,14,78,89,96,71,30,16,15,3,24,0,0,0,0,1,468,36.0,1,30,23,0,32,,1,0,16,0,,,,,,,,
Ben Sheaf,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Marc Pugh,2016,Midfielder,21,7,8,England,2,0,2,0,0,0.1,0,0,18,6,33,2,22,5,12,21,10,59,55,94,90,31,21,17,,,,0,,,2,497,23.67,2,40,10,2,15,,1,0,7,1,,,,,,,,
Josh Pask,2016,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Tomas Rosicky,2016,Midfielder,0,0,0,Czech Republic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Leon Osman,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Juanmi,2016,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Didier Ndong,2016,Midfielder,31,6,20,Gabon,1,0,0,1,0,0.03,0,0,16,5,31,1,82,3,50,36,22,74,209,154,164,22,22,39,,,,1,,,0,1008,32.52,1,38,18,5,57,,5,0,37,4,,,,,,,,
Steve Cook,2016,Defender,38,12,16,England,2,1,1,0,0,,,,,,,,46,6,76,352,222,67,229,223,113,19,145,74,10,67,1,2,0,2,0,1716,45.16,1,13,0,2,168,,5,0,16,0,,,,,,,,
Benik Afobe,2016,Forward,31,10,14,The Democratic Republic Of Congo,6,0,3,3,2,0.19,0,0,39,18,46,13,9,6,5,19,16,,,,,,,,,,,,,,3,297,9.58,2,2,,,,,1,0,21,14,,,,,,,,
Sheyi Ojo,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ryan Inniss,2016,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Federico Fernández,2016,Defender,27,11,12,Argentina,0,0,0,0,0,,,,,,,,44,3,50,187,117,73,112,132,91,3,69,36,6,41,0,1,0,0,2,1133,41.96,1,5,20,0,99,,7,0,26,0,,,,,,,,
Emmanuel Eboué,2016,Defender,0,0,0,Cote D'Ivoire,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Yannick Bolasie,2016,Forward,14,5,5,The Democratic Republic Of Congo,1,0,1,0,0,0.07,0,0,27,6,22,1,18,7,3,8,7,,,,,,,,,,,,,,4,291,20.79,8,84,,,,,3,0,24,3,,,,,,,,
Yan Valery,2016,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Will Mannion,2016,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marcin Wasilewski,2016,Defender,1,0,1,Poland,0,0,0,0,0,,,,,,,,2,0,2,2,2,50,6,4,1,0,2,1,0,2,0,0,0,0,0,23,23.0,0,0,0,0,2,,0,0,0,0,,,,,,,,
Bacary Sagna,2016,Defender,17,13,2,France,0,0,0,0,0,,,,,,,,23,1,20,48,27,61,60,73,42,3,39,29,6,14,0,0,0,1,1,832,48.94,1,26,12,0,22,,2,0,3,1,,,,,,,,
Wilfried Bony,2016,Forward,10,3,4,Cote D'Ivoire,2,1,1,0,0,0.2,0,0,21,5,24,1,5,7,3,10,8,,,,,,,,,,,,,,0,212,21.2,1,1,,,,,1,0,11,2,,,,,,,,
Angus Gunn,2016,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Aaron Ramsey,2016,Midfielder,23,15,5,Wales,1,0,1,0,0,0.04,0,0,42,12,29,2,21,13,11,14,3,48,93,68,77,20,7,10,,,,0,,,4,920,40.0,7,19,11,3,26,,3,0,15,2,,,,,,,,
Damien Delaney,2016,Defender,30,10,16,Ireland,0,0,0,0,0,,,,,,,,25,1,35,150,82,80,85,96,91,0,59,55,2,39,0,0,2,1,2,889,29.63,3,5,40,1,108,,8,0,26,0,,,,,,,,
Andre Olukanmi,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Claudio Bravo,2016,Goalkeeper,22,12,5,Chile,,,,,,,,,,,,,,,,,,,,,,,,,5,26,0,1,,,0,664,30.18,,,,,101,0,0,0,0,,33,1,12,12,6,27,92,121
Kieran Gibbs,2016,Defender,11,10,1,England,0,0,0,0,1,,,,,,,,12,1,10,34,25,58,43,47,59,14,20,25,3,3,0,0,0,0,1,372,33.82,0,31,26,0,8,,3,0,11,0,,,,,,,,
James Ward-Prowse,2016,Midfielder,30,9,13,England,4,0,2,2,0,0.13,0,0,42,17,40,5,29,9,19,32,16,66,137,74,136,6,21,52,,,,0,,,4,966,32.2,0,143,27,3,24,,4,0,27,1,,,,,,,,
Leandro Rodríguez,2016,Forward,0,0,0,Uruguay,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Islam Slimani,2016,Forward,23,9,10,Algeria,7,5,2,0,2,0.3,1,0,35,13,37,7,12,5,3,3,2,,,,,,,,,,,,,,4,423,18.39,2,3,,,,,1,0,27,11,,,,,,,,
James Horsfield,2016,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Theo Walcott,2016,Forward,28,14,9,England,10,1,9,0,3,0.36,0,0,62,29,47,6,36,12,13,13,9,,,,,,,,,,,,,,2,538,19.21,3,49,,,,,1,0,14,17,,,,,,,,
Eduardo,2016,Goalkeeper,0,0,0,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ainsley Maitland-Niles,2016,Midfielder,1,1,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,100,2,1,0,0,0,0,,,,0,,,0,4,4.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Leighton Baines,2016,Defender,32,16,8,England,2,0,0,2,1,,,,,,,,63,3,45,65,39,70,161,129,117,12,27,34,11,34,0,0,2,1,3,1309,40.91,1,112,29,1,76,,4,0,35,0,,,,,,,,
Fredrik Ulvestad,2016,Midfielder,0,0,0,Norway,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Fabian Delph,2016,Midfielder,7,5,1,England,1,0,0,1,0,0.14,0,0,6,2,33,0,7,1,7,4,1,43,17,18,15,2,4,3,,,,0,,,0,225,32.14,1,1,0,0,3,,1,0,6,0,,,,,,,,
Mousa Dembélé,2016,Midfielder,30,20,4,Belgium,1,0,1,0,0,0.03,0,0,15,3,20,0,64,8,25,20,12,86,174,185,149,78,23,21,,,,0,,,1,1479,49.3,0,3,67,3,57,,5,0,45,0,,,,,,,,
Mamadou Sakho,2016,Defender,8,5,2,France,0,0,0,0,0,,,,,,,,3,0,15,47,33,67,59,28,26,3,19,17,4,6,0,0,1,1,0,225,28.13,0,1,100,0,12,,0,0,1,0,,,,,,,,
Mario Pasalic,2016,Midfielder,0,0,0,Croatia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Saido Berahino,2016,Forward,17,3,10,Burundi,0,0,0,0,0,0.0,0,0,19,9,47,4,9,4,1,2,1,,,,,,,,,,,,,,0,168,9.88,2,1,,,,,1,0,20,8,,,,,,,,
Wilfred Ndidi,2016,Midfielder,17,7,8,Nigeria,2,0,2,0,0,0.12,0,0,31,6,19,1,68,9,36,55,29,59,117,150,146,13,59,77,,,,0,,,1,689,40.53,1,3,0,0,28,,0,0,27,1,,,,,,,,
Ahmed Musa,2016,Forward,21,3,13,Nigeria,2,0,1,1,0,0.1,0,0,17,6,35,1,13,4,10,2,2,,,,,,,,,,,,,,0,214,10.19,2,26,,,,,1,0,13,1,,,,,,,,
José Enrique,2016,Defender,0,0,0,Spain,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Emre Can,2016,Midfielder,32,19,5,Germany,5,1,3,1,0,0.16,0,0,45,11,24,2,66,15,32,52,27,71,180,181,194,21,68,57,,,,0,,,2,1659,51.84,2,23,17,6,104,,6,0,70,2,,,,,,,,
José Fonte,2016,Defender,33,9,13,Portugal,0,0,0,0,0,,,,,,,,47,4,70,187,94,68,154,144,86,5,79,45,11,42,0,1,0,1,0,1604,48.61,0,5,20,0,106,,4,0,27,0,,,,,,,,
Shaun MacDonald,2016,Midfielder,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Sofiane Feghouli,2016,Midfielder,21,7,10,Algeria,3,0,2,1,0,0.14,0,0,20,7,35,0,18,6,14,8,3,67,62,63,61,18,9,20,,,,0,,,3,376,17.9,2,64,28,3,26,,1,1,11,1,,,,,,,,
Pedro Chirivella,2016,Midfielder,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Brahim Díaz,2016,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Brandon Fleming,2016,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Luciano Narsingh,2016,Forward,13,5,7,Netherlands,0,0,0,0,0,0.0,0,0,2,0,0,0,3,1,3,1,0,,,,,,,,,,,,,,3,123,9.46,1,27,,,,,0,0,3,1,,,,,,,,
Herbie Kane,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Robert Snodgrass,2016,Midfielder,35,8,19,Scotland,7,0,0,7,1,0.2,2,2,50,19,38,1,38,13,14,20,11,82,127,133,206,25,23,52,,,,0,,,5,1008,28.8,4,210,24,7,34,,2,0,46,7,,,,,,,,
Phil Jagielka,2016,Defender,27,12,8,England,3,2,1,0,0,,,,,,,,43,2,41,208,123,74,110,161,78,2,90,54,6,32,0,0,2,2,2,1216,45.04,1,1,100,0,146,,4,1,13,0,,,,,,,,
George Honeyman,2016,Midfielder,5,1,3,England,0,0,0,0,0,0.0,0,0,2,1,50,1,9,0,4,1,0,100,13,24,15,6,1,1,,,,0,,,0,108,21.6,0,9,11,0,2,,1,0,4,2,,,,,,,,
Thomas Edwards,2016,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Joel Robles,2016,Goalkeeper,20,12,4,Spain,,,,,,,,,,,,,,,,,,,,,,,,,10,20,0,0,,,1,570,28.5,,,,,162,0,2,0,1,,54,0,9,37,9,5,71,147
Matt Targett,2016,Defender,5,1,1,England,0,0,0,0,0,,,,,,,,10,0,8,10,4,80,24,22,10,1,8,5,1,4,0,0,0,0,0,205,41.0,0,25,16,1,13,,0,0,1,0,,,,,,,,
Héctor Bellerín,2016,Defender,33,20,8,Spain,1,0,1,0,1,,,,,,,,24,6,36,46,24,79,146,113,133,45,31,43,10,34,0,0,1,0,4,1392,42.18,3,69,16,8,21,,4,0,20,0,,,,,,,,
Kyle Naughton,2016,Defender,31,11,15,England,1,0,1,0,0,,,,,,,,76,9,41,115,50,71,146,186,151,26,65,38,7,48,1,0,0,1,0,1392,44.9,1,79,27,0,88,,5,0,25,0,,,,,,,,
Fabio,2016,Defender,24,3,14,Brazil,0,0,0,0,0,,,,,,,,63,1,35,66,42,78,102,143,111,18,42,39,4,30,0,0,1,0,0,709,29.54,0,70,20,2,24,,8,0,29,4,,,,,,,,
Zachary Dearnley,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Marc Muniesa,2016,Defender,10,5,2,Spain,1,0,0,1,1,,,,,,,,21,2,23,31,17,62,34,42,31,4,11,9,3,7,0,0,0,0,0,308,30.8,0,8,13,0,10,,2,0,9,0,,,,,,,,
Michael Agazzi,2016,Goalkeeper,0,0,0,Italy,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Aaron Lennon,2016,Midfielder,11,4,4,England,0,0,0,0,0,0.0,0,0,5,0,0,0,13,3,3,9,1,92,25,19,17,3,0,5,,,,0,,,1,134,12.18,1,11,18,0,3,,0,0,1,0,,,,,,,,
Oleksandr Zinchenko,2016,Midfielder,0,0,0,Ukraine,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Nathan Redmond,2016,Midfielder,37,12,15,England,7,0,5,2,2,0.19,0,0,83,28,34,1,39,22,15,9,1,67,182,170,182,72,14,19,,,,0,,,1,1136,30.7,6,64,23,6,54,,2,1,38,14,,,,,,,,
Gabriel Jesus,2016,Forward,10,7,0,Brazil,7,1,4,2,0,0.7,1,0,24,13,54,3,5,3,2,1,0,,,,,,,,,,,,,,4,242,24.2,3,2,,,,,2,0,11,9,,,,,,,,
Lewis Baker,2016,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Domingos Quina,2016,Midfielder,0,0,0,Portugal,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Tom Davies,2016,Midfielder,24,13,6,England,2,0,1,1,1,0.08,0,0,14,5,36,1,36,6,18,10,5,72,94,97,122,15,10,26,,,,0,,,3,783,32.63,3,11,0,5,32,,4,0,25,4,,,,,,,,
Xherdan Shaqiri,2016,Forward,21,8,6,Switzerland,4,0,0,4,1,0.19,0,2,48,10,21,1,11,18,9,2,1,,,,,,,,,,,,,,2,609,29.0,5,131,,,,,2,0,16,4,,,,,,,,
Patrick McNair,2016,Midfielder,9,2,6,Northern Ireland,0,0,0,0,0,0.0,0,0,1,0,0,0,9,0,3,4,0,67,20,24,26,1,11,9,,,,0,,,0,116,12.89,0,6,33,0,8,,0,0,5,0,,,,,,,,
Paulo Gazzaniga,2016,Goalkeeper,0,0,0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tom Carroll,2016,Midfielder,18,9,7,England,1,0,0,1,1,0.06,0,0,9,2,22,0,30,3,20,8,2,77,81,56,70,12,5,10,,,,0,,,2,796,44.22,1,38,32,0,55,,1,0,13,0,,,,,,,,
Federico Fazio,2016,Defender,0,0,0,Argentina,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Tim Howard,2016,Goalkeeper,0,0,0,United States,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,2016,Defender,7,5,1,England,0,0,0,0,0,,,,,,,,4,1,3,11,2,50,9,7,10,1,0,1,0,2,0,0,0,0,0,71,10.14,0,6,17,0,3,,0,0,1,0,,,,,,,,
Kieran O'Hara,2016,Goalkeeper,0,0,0,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rouwen Hennings,2016,Forward,0,0,0,Germany,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Emmanuel Emenike,2016,Forward,0,0,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Alex Pike,2016,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Roberto Firmino,2016,Forward,35,19,6,Brazil,11,3,5,3,0,0.31,0,0,100,45,45,9,58,31,26,14,12,,,,,,,,,,,,,,7,1543,44.09,11,60,,,,,5,0,51,19,,,,,,,,
Oumar Niasse,2016,Forward,17,6,8,Senegal,4,0,4,0,0,0.24,0,0,26,8,31,2,10,6,1,13,11,,,,,,,,,,,,,,1,235,13.82,1,13,,,,,3,1,17,11,,,,,,,,
Adalberto Peñaranda,2016,Forward,0,0,0,Venezuela,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Djair Parfitt-Williams,2016,Forward,0,0,0,Bermuda,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Scott Arfield,2016,Midfielder,31,9,16,Canada,1,0,0,1,0,0.03,0,0,44,7,16,2,36,18,33,27,11,78,136,88,172,15,23,40,,,,0,,,0,621,20.03,1,70,46,4,23,,3,0,37,3,,,,,,,,
Molla Wagué,2016,Defender,0,0,0,Mali,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Allan McGregor,2016,Goalkeeper,0,0,0,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Anthony Martial,2016,Forward,25,11,5,France,4,0,3,1,2,0.16,0,0,42,18,43,1,17,10,9,9,5,,,,,,,,,,,,,,6,608,24.32,7,56,,,,,2,0,26,6,,,,,,,,
Loris Karius,2016,Goalkeeper,10,6,1,Germany,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,2,,,0,268,26.8,,,,,47,0,0,0,0,,20,0,4,5,4,4,38,47
Toni Martínez,2016,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Paul Pogba,2016,Midfielder,30,16,3,France,5,2,2,1,6,0.17,0,0,92,32,35,5,53,16,33,42,31,75,221,276,232,72,83,54,,,,0,,,4,2178,72.6,7,39,18,28,162,,7,0,62,3,,,,,,,,
Mame Biram Diouf,2016,Midfielder,27,8,12,Senegal,1,0,1,0,0,0.04,0,0,20,4,20,4,35,8,18,37,19,74,54,152,137,15,81,70,,,,0,,,2,363,13.44,3,26,23,0,11,,3,0,28,10,,,,,,,,
Jordan Henderson,2016,Midfielder,24,14,4,England,1,0,1,0,0,0.04,0,0,17,4,24,1,88,4,39,40,19,73,212,135,106,5,26,23,,,,0,,,4,2057,85.71,3,65,25,5,165,,8,0,28,0,,,,,,,,
