Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Essaïd Belkalem,2015,Defender,0,0,0,Algeria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Fernando Forestieri,2015,Forward,0,0,0,Italy,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Ayoze Pérez,2015,Forward,34,8,17,Spain,6,0,5,1,0,0.18,0,0,50,16,32,3,56,13,28,13,6,,,,,,,,,,,,,,2,588,17.29,4,73,,,,,4,0,35,5,,,,,,,,
Kyle Walker,2015,Defender,33,15,5,England,1,0,1,0,0,,,,,,,,87,8,92,106,53,82,209,183,127,17,52,25,12,28,1,1,0,0,3,1250,37.88,5,78,23,1,77,,7,0,29,3,,,,,,,,
David Ospina,2015,Goalkeeper,4,2,0,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,,,0,110,27.5,,,,,35,0,0,0,0,,17,0,1,3,2,3,16,29
Graziano Pellè,2015,Forward,30,13,8,Italy,11,5,5,1,2,0.37,0,0,81,25,31,4,13,16,10,30,18,,,,,,,,,,,,,,6,872,29.07,6,19,,,,,6,0,40,16,,,,,,,,
Andros Townsend,2015,Midfielder,16,5,5,England,4,0,0,4,2,0.25,0,1,29,16,55,0,29,8,11,10,1,83,65,73,106,31,0,8,,,,0,,,2,392,24.5,5,87,20,0,4,,0,0,7,0,,,,,,,,
Emmanuel Adebayor,2015,Forward,12,0,8,Togo,1,1,0,0,1,0.08,0,0,12,4,33,2,2,2,1,7,4,,,,,,,,,,,,,,1,230,19.17,0,6,,,,,1,0,10,11,,,,,,,,
Stéphane Sessegnon,2015,Midfielder,25,8,10,Benin,2,0,2,0,0,0.08,0,0,31,10,32,0,19,10,15,6,4,68,114,135,144,55,9,28,,,,0,,,2,552,22.08,4,94,20,5,10,,1,0,17,2,,,,,,,,
Danny Rose,2015,Defender,24,13,2,England,1,0,0,1,0,,,,,,,,67,8,39,79,48,84,146,160,121,28,23,20,8,19,0,1,0,0,3,1062,44.25,6,88,14,1,49,,7,0,41,1,,,,,,,,
Kieran Richardson,2015,Defender,11,1,9,England,0,0,0,0,0,,,,,,,,18,1,12,20,8,67,42,35,50,4,9,9,0,20,0,0,0,0,1,269,24.45,0,21,10,1,14,,4,0,18,0,,,,,,,,
Daniel Crowley,2015,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Son Heung-Min,2015,Forward,28,15,5,South Korea,4,0,2,2,1,0.14,0,0,38,13,34,3,27,13,12,7,3,,,,,,,,,,,,,,1,447,15.96,0,14,,,,,0,0,12,9,,,,,,,,
Ki Sung-Yueng,2015,Midfielder,28,8,13,South Korea,2,0,2,0,1,0.07,0,0,24,7,29,1,32,7,28,18,7,72,151,84,84,11,17,17,,,,0,,,1,1170,41.79,1,11,36,5,99,,4,0,19,1,,,,,,,,
Sam Gallagher,2015,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
David Silva,2015,Midfielder,24,14,6,Spain,2,0,1,1,1,0.08,0,0,29,4,14,1,36,11,16,3,1,69,122,110,143,31,9,14,,,,0,,,11,1386,57.75,5,96,34,11,50,,1,0,19,0,,,,,,,,
Adam Federici,2015,Goalkeeper,6,0,4,Australia,,,,,,,,,,,,,,,,,,,,,,,,,0,15,0,1,,,0,108,18.0,,,,,36,0,0,0,0,,13,0,4,3,2,2,22,31
Bryan Oviedo,2015,Defender,14,4,5,Costa Rica,0,0,0,0,0,,,,,,,,41,1,20,34,11,83,53,64,61,8,3,14,3,18,0,0,0,0,1,432,30.86,2,42,26,1,24,,0,0,17,1,,,,,,,,
Jordan Amavi,2015,Defender,10,1,7,France,0,0,0,0,0,,,,,,,,36,3,37,32,15,83,64,92,86,25,20,17,2,13,0,1,0,0,2,368,36.8,1,40,13,0,19,,2,0,18,0,,,,,,,,
Martin Olsson,2015,Defender,24,7,12,Sweden,1,0,0,1,0,,,,,,,,26,0,25,66,30,77,80,77,74,6,27,21,3,35,0,1,1,0,2,479,19.96,1,72,17,0,34,,2,0,18,0,,,,,,,,
Dwight Gayle,2015,Forward,16,5,7,England,3,0,3,0,1,0.19,0,1,22,9,41,5,11,4,3,3,1,,,,,,,,,,,,,,0,144,9.0,1,9,,,,,1,1,20,2,,,,,,,,
Martín Demichelis,2015,Defender,20,10,7,Argentina,0,0,0,0,0,,,,,,,,20,2,35,76,39,80,47,68,46,5,35,13,3,18,0,1,0,0,0,551,27.55,1,0,0,0,23,,3,0,12,0,,,,,,,,
Josh Carmichael,2015,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Romelu Lukaku,2015,Forward,37,11,13,Belgium,18,4,4,10,7,0.49,1,0,118,48,41,18,13,32,0,5,4,,,,,,,,,,,,,,6,1098,29.68,8,31,,,,,3,0,30,16,,,,,,,,
Aly Cissokho,2015,Defender,18,2,14,France,0,0,0,0,0,,,,,,,,26,1,40,75,21,73,84,56,44,4,22,12,3,40,0,0,0,0,0,647,35.94,0,81,19,0,36,,3,1,13,0,,,,,,,,
Angel Rangel,2015,Defender,23,8,9,Spain,0,0,0,0,1,,,,,,,,43,3,59,72,31,84,120,106,79,13,36,25,4,29,0,0,0,0,0,1278,55.57,0,47,23,0,65,,6,0,19,2,,,,,,,,
Fernandinho,2015,Midfielder,33,16,10,Brazil,2,0,2,0,1,0.06,0,0,29,5,17,0,105,8,56,44,23,70,189,210,201,30,43,45,,,,0,,,2,1872,56.73,5,11,27,5,83,,8,0,55,0,,,,,,,,
Roberto Soldado,2015,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Tom Cleverley,2015,Midfielder,22,5,10,England,2,1,0,1,2,0.09,0,0,24,7,29,1,47,11,19,17,4,72,98,96,83,13,19,19,,,,0,,,4,885,40.23,4,64,20,2,50,,1,0,11,1,,,,,,,,
Jeffrey Schlupp,2015,Defender,24,14,1,Ghana,1,0,0,1,0,,,,,,,,46,9,31,21,9,78,93,134,104,41,26,28,1,24,0,0,0,0,2,461,19.21,2,45,22,0,38,,4,0,15,0,,,,,,,,
Stephen Kingsley,2015,Defender,4,3,0,Scotland,0,0,0,0,0,,,,,,,,5,0,1,20,11,40,11,17,11,6,3,4,0,3,1,0,0,0,1,110,27.5,1,17,41,0,6,,0,0,2,0,,,,,,,,
Matt Butcher,2015,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Daniel Cleary,2015,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Sam Howes,2015,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jermain Defoe,2015,Forward,33,9,14,England,15,0,12,3,1,0.45,1,0,85,39,46,7,17,26,2,2,0,,,,,,,,,,,,,,1,425,12.88,2,13,,,,,3,0,17,43,,,,,,,,
Adama Traoré,2015,Forward,10,0,9,Spain,0,0,0,0,0,0.0,0,0,2,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,1,30,3.0,0,21,,,,,1,0,4,0,,,,,,,,
Axel Tuanzebe,2015,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Paul Dummett,2015,Defender,23,8,9,Wales,1,0,0,1,1,,,,,,,,54,1,42,88,44,80,64,117,69,7,47,31,6,28,0,1,0,0,0,673,29.26,0,34,21,0,48,,3,0,13,0,,,,,,,,
Sinan Bytyqi,2015,Midfielder,0,0,0,Kosovo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Easah Suliman,2015,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Glen Kamara,2015,Midfielder,0,0,0,Finland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Dame N'Doye,2015,Forward,11,1,3,Senegal,1,0,1,0,0,0.09,0,0,9,4,44,0,12,3,7,6,5,,,,,,,,,,,,,,0,187,17.0,0,7,,,,,2,0,20,5,,,,,,,,
Juan Mata,2015,Midfielder,38,19,10,Spain,6,0,1,5,1,0.16,1,1,57,22,39,1,30,18,23,19,2,73,185,93,150,30,4,14,,,,0,,,5,1803,47.45,7,98,18,7,98,,4,1,22,9,,,,,,,,
Thibaut Courtois,2015,Goalkeeper,23,8,5,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,5,29,0,1,,,0,523,22.74,,,,,133,0,1,2,2,,67,1,19,32,13,14,118,168
Jake Hesketh,2015,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
James Morrison,2015,Midfielder,18,5,8,Scotland,3,1,2,0,0,0.17,0,0,24,12,50,1,26,6,43,11,5,77,106,66,69,22,6,12,,,,0,,,3,593,32.94,1,15,13,3,34,,3,0,7,0,,,,,,,,
Ivan Toney,2015,Forward,2,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,3,1.5,0,0,,,,,0,0,0,0,,,,,,,,
Marc Albrighton,2015,Midfielder,38,23,3,England,2,0,1,1,1,0.05,0,0,42,11,26,2,65,14,49,19,4,83,214,154,172,51,11,38,,,,0,,,6,912,24.0,11,272,19,4,57,,4,0,21,3,,,,,,,,
Allan,2015,Midfielder,0,0,0,Brazil,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Juan Iturbe,2015,Forward,2,0,2,Paraguay,0,0,0,0,0,0.0,0,0,1,1,100,0,0,0,2,0,0,,,,,,,,,,,,,,0,23,11.5,0,2,,,,,0,0,0,0,,,,,,,,
Jordan Veretout,2015,Midfielder,25,3,16,France,0,0,0,0,0,0.0,0,0,19,6,32,0,32,7,27,15,0,72,105,80,103,11,11,27,,,,1,,,5,991,39.64,2,109,31,2,50,,4,0,19,1,,,,,,,,
Kevin Wimmer,2015,Defender,10,7,1,Austria,0,0,0,0,0,,,,,,,,5,0,20,49,23,60,43,17,25,0,9,8,4,6,0,0,0,1,0,541,54.1,0,0,0,0,46,,2,0,12,0,,,,,,,,
Modou Barrow,2015,Forward,22,6,10,Gambia,1,0,0,1,0,0.05,0,0,11,4,36,0,18,2,8,5,1,,,,,,,,,,,,,,2,206,9.36,1,28,,,,,0,0,3,3,,,,,,,,
Rémy Cabella,2015,Midfielder,0,0,0,France,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ciaran Clark,2015,Defender,18,3,12,Ireland,1,1,0,0,0,,,,,,,,24,0,47,127,60,75,68,93,58,9,50,30,3,31,0,2,0,0,0,559,31.06,1,1,100,0,30,,6,0,14,0,,,,,,,,
José Manuel Jurado,2015,Midfielder,27,8,12,Spain,0,0,0,0,2,0.0,0,0,35,10,29,0,37,8,22,7,2,65,152,129,117,52,3,17,,,,0,,,0,956,35.41,5,69,23,3,32,,3,0,12,1,,,,,,,,
Eliaquim Mangala,2015,Defender,23,14,5,France,0,0,0,0,0,,,,,,,,32,0,66,120,49,84,122,84,76,5,41,21,9,23,1,1,2,0,0,1003,43.61,0,2,0,0,41,,8,0,36,0,,,,,,,,
Ryan Seager,2015,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Sam Field,2015,Midfielder,1,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,,,,0,,,0,2,2.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Kevin Mbabu,2015,Defender,3,1,1,Switzerland,0,0,0,0,0,,,,,,,,11,0,3,2,1,82,9,17,11,1,3,2,0,5,0,0,0,0,0,41,13.67,0,2,0,0,4,,0,0,3,1,,,,,,,,
Sean Goss,2015,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Tosin Adarabioyo,2015,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Cheick Tioté,2015,Midfielder,20,6,7,Cote D'Ivoire,0,0,0,0,0,0.0,0,0,1,0,0,0,48,1,42,29,15,81,125,112,95,15,35,23,,,,0,,,0,835,41.75,1,0,0,0,44,,5,0,31,0,,,,,,,,
Yohan Cabaye,2015,Midfielder,33,10,15,France,5,0,5,0,2,0.15,3,0,67,21,31,3,107,20,120,17,5,75,193,164,162,9,8,12,,,,0,,,1,1269,38.45,2,143,30,3,95,,7,0,38,0,,,,,,,,
Toby Alderweireld,2015,Defender,38,19,6,Belgium,4,3,0,1,0,,,,,,,,45,8,66,285,125,71,161,116,74,7,59,39,13,35,0,0,0,1,2,2076,54.63,1,16,13,2,238,,3,0,9,1,,,,,,,,
Daryl Janmaat,2015,Defender,32,7,19,Netherlands,2,0,2,0,0,,,,,,,,80,8,56,83,29,78,157,153,134,38,27,28,3,60,0,0,0,0,4,1252,39.13,5,144,19,3,79,,5,1,29,5,,,,,,,,
Bastian Schweinsteiger,2015,Midfielder,18,10,2,Germany,1,1,0,0,0,0.06,0,0,12,3,25,1,36,3,23,16,9,69,106,81,88,13,16,22,,,,0,,,0,1067,59.28,0,7,29,2,64,,3,0,19,0,,,,,,,,
Joey O'Brien,2015,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ikechi Anya,2015,Midfielder,28,9,14,Scotland,0,0,0,0,0,0.0,0,0,10,1,10,1,16,5,45,33,12,75,102,61,52,14,14,21,,,,0,,,1,660,23.57,2,71,10,0,28,,0,0,1,1,,,,,,,,
Cameron Carter-Vickers,2015,Defender,0,0,0,United States,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Rafael Romo,2015,Goalkeeper,0,0,0,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jordan Lee,2015,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Steven Caulker,2015,Defender,6,2,2,England,0,0,0,0,0,,,,,,,,2,1,6,14,6,100,7,11,8,0,9,7,1,2,0,0,0,0,0,68,11.33,0,1,0,0,1,,0,0,0,0,,,,,,,,
Mark Noble,2015,Midfielder,37,16,8,England,7,0,7,0,1,0.19,3,0,34,12,35,0,103,7,83,19,7,72,236,202,171,29,17,17,,,,1,,,4,1923,51.97,3,29,24,2,152,,8,1,36,6,,,,,,,,
Jordan Turnbull,2015,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jay Rodriguez,2015,Forward,12,6,1,England,0,0,0,0,0,0.0,0,0,17,6,35,2,5,4,2,2,2,,,,,,,,,,,,,,0,94,7.83,0,4,,,,,1,0,4,3,,,,,,,,
Olivier Giroud,2015,Forward,38,20,7,France,16,7,1,8,3,0.42,1,0,101,43,43,13,34,21,10,26,17,,,,,,,,,,,,,,6,839,22.08,9,25,,,,,2,0,40,26,,,,,,,,
Troy Deeney,2015,Forward,38,12,17,England,13,3,10,0,1,0.34,6,0,94,32,34,3,49,34,17,48,34,,,,,,,,,,,,,,7,1290,33.95,12,26,,,,,6,0,50,18,,,,,,,,
Jeff Reine-Adélaïde,2015,Midfielder,0,0,0,France,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Shay Given,2015,Goalkeeper,3,1,2,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,,,0,58,19.33,,,,,31,0,1,0,0,,7,0,0,1,1,2,7,24
Tom Lawrence,2015,Forward,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Andrew Surman,2015,Midfielder,38,11,18,England,0,0,0,0,1,0.0,0,0,17,0,0,0,51,10,109,63,31,67,240,134,149,16,48,57,,,,0,,,3,2287,60.18,0,9,22,5,218,,4,0,26,0,,,,,,,,
Jamie Sterry,2015,Defender,1,1,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Max-Alain Gradel,2015,Forward,14,5,6,Cote D'Ivoire,1,0,1,0,0,0.07,0,0,18,6,33,2,23,7,13,5,2,,,,,,,,,,,,,,2,286,20.43,0,46,,,,,1,0,11,3,,,,,,,,
Gary O'Neil,2015,Midfielder,27,8,12,England,0,0,0,0,0,0.0,0,0,11,0,0,1,41,5,36,30,14,68,140,91,122,12,24,25,,,,0,,,0,943,34.93,1,44,18,0,90,,7,1,40,0,,,,,,,,
Connor Wickham,2015,Forward,21,8,9,England,5,0,2,3,2,0.24,1,0,34,9,26,4,13,6,4,20,15,,,,,,,,,,,,,,3,387,18.43,1,11,,,,,1,0,32,2,,,,,,,,
Sebastian Prödl,2015,Defender,21,4,11,Austria,2,1,0,1,0,,,,,,,,23,1,64,93,26,91,56,57,59,0,29,24,5,28,0,0,0,1,0,509,24.24,0,1,100,0,58,,5,0,23,0,,,,,,,,
Adil Nabi,2015,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Steve Harper,2015,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Matt Grimes,2015,Midfielder,1,0,0,England,0,0,0,0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,3,3,8,0,1,2,,,,0,,,0,44,44.0,0,1,0,0,5,,0,0,3,0,,,,,,,,
Michael Hector,2015,Defender,0,0,0,Jamaica,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Gethin Jones,2015,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
José Holebas,2015,Defender,11,0,6,Greece,0,0,0,0,0,,,,,,,,25,8,30,34,13,76,83,76,54,22,24,8,1,16,0,0,0,0,0,413,37.55,0,26,12,0,26,,2,0,8,0,,,,,,,,
Andrej Kramaric,2015,Forward,2,0,2,Croatia,0,0,0,0,0,0.0,0,0,1,1,100,1,1,0,0,0,0,,,,,,,,,,,,,,0,11,5.5,0,1,,,,,0,0,1,0,,,,,,,,
Radamel Falcao,2015,Forward,10,1,7,Colombia,1,1,0,0,0,0.1,0,0,11,5,45,0,2,2,3,1,1,,,,,,,,,,,,,,0,84,8.4,0,0,,,,,1,0,7,2,,,,,,,,
Petr Cech,2015,Goalkeeper,34,18,7,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,16,31,0,2,,,0,853,25.09,,,,,279,0,0,0,0,,101,0,19,39,10,33,175,248
Declan Rudd,2015,Goalkeeper,11,3,7,England,,,,,,,,,,,,,,,,,,,,,,,,,2,23,0,0,,,0,295,26.82,,,,,86,0,2,0,2,,34,0,7,15,0,5,37,97
