Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Shelton Martis,2008,Defender,7,2,3,Curacao,0,0,0,0,1,,,,,,,,11,2,7,64,13,55,22,28,21,0,14,7,1,6,0,1,0,0,0,174,24.86,0,0,0,0,15,,0,0,8,0,,,,,,,,
Joss Labadie,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Sylvain Distin,2008,Defender,38,10,17,France,0,0,0,0,0,,,,,,,,92,0,63,477,153,72,191,216,93,9,100,41,8,57,0,1,5,0,0,1230,32.37,0,9,0,2,141,,2,0,21,0,,,,,,,,
Will Atkinson,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Vladimir Weiss,2008,Forward,1,1,0,Slovakia,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,0,12,12.0,0,2,,,,,0,0,0,0,,,,,,,,
Mark Viduka,2008,Forward,12,3,6,Australia,0,0,0,0,1,0.0,0,0,13,2,15,0,2,5,3,8,4,,,,,,,,,,,,,,2,215,17.92,0,4,,,,,0,0,11,6,,,,,,,,
Darius Vassell,2008,Forward,8,1,4,England,0,0,0,0,0,0.0,0,0,4,3,75,0,8,1,3,0,0,,,,,,,,,,,,,,0,129,16.13,0,15,,,,,1,0,11,3,,,,,,,,
Paul Robinson,2008,Goalkeeper,35,9,16,England,,,,,,,,,,,,,,,,,,,,,,,,,9,56,0,1,,,0,867,24.77,,,,,302,0,0,0,0,,86,0,35,38,23,0,88,307
William Gallas,2008,Defender,23,10,3,France,2,2,0,0,1,,,,,,,,29,5,59,164,59,79,133,74,61,3,31,31,10,19,0,1,0,0,0,810,35.22,0,3,33,1,80,,3,0,13,2,,,,,,,,
Ryan Allsop,2008,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Wayne Bridge,2008,Defender,22,13,7,England,0,0,0,0,0,,,,,,,,37,1,42,78,25,70,116,83,68,20,17,10,5,16,0,1,0,0,0,847,38.5,0,60,15,0,46,,0,0,12,2,,,,,,,,
Ariza Makukula,2008,Forward,6,1,3,Portugal,0,0,0,0,0,0.0,0,0,11,2,18,0,1,3,1,3,1,,,,,,,,,,,,,,1,62,10.33,0,0,,,,,1,0,10,4,,,,,,,,
Ross Turnbull,2008,Goalkeeper,22,4,12,England,,,,,,,,,,,,,,,,,,,,,,,,,3,34,1,4,,,0,498,22.64,,,,,147,0,0,0,0,,95,0,9,36,28,0,67,221
Carl Hoefkens,2008,Defender,10,3,4,Belgium,0,0,0,0,0,,,,,,,,14,0,13,42,16,57,32,27,40,2,5,5,1,14,0,0,0,0,0,224,22.4,0,26,27,1,11,,0,0,17,0,,,,,,,,
David Worrall,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Chris Basham,2008,Defender,11,2,6,England,1,0,1,0,0,,,,,,,,26,0,8,23,4,73,37,41,26,2,8,6,0,6,0,0,0,0,0,153,13.91,0,8,13,0,11,,0,0,7,0,,,,,,,,
Henrique Hilário,2008,Goalkeeper,1,0,0,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,0,13,13.0,,,,,4,0,0,0,0,,1,0,1,2,0,0,3,13
Ali Al Habsi,2008,Goalkeeper,0,0,0,Oman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Andros Townsend,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Steve Finnan,2008,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Emmanuel Adebayor,2008,Forward,26,14,5,Togo,10,4,5,1,3,0.38,1,0,78,25,32,0,9,23,6,17,5,,,,,,,,,,,,,,4,731,28.12,0,22,,,,,3,1,35,48,,,,,,,,
Danny Rose,2008,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Nabil El Zhar,2008,Midfielder,15,9,1,Morocco,0,0,0,0,0,0.0,0,0,8,3,38,0,5,0,3,0,0,100,20,16,34,7,0,7,,,,0,,,1,119,7.93,0,13,38,1,4,,3,0,5,2,,,,,,,,
Didier Drogba,2008,Forward,24,15,3,Cote D'Ivoire,5,1,3,1,1,0.21,0,0,58,17,29,0,15,11,5,10,4,,,,,,,,,,,,,,4,441,18.38,0,35,,,,,1,0,35,19,,,,,,,,
Kieran Richardson,2008,Defender,32,8,15,England,4,0,2,2,2,,,,,,,,84,10,58,20,1,74,194,154,171,32,11,17,6,43,0,0,1,0,2,1126,35.19,0,77,18,12,74,,11,0,45,10,,,,,,,,
Sam Filler,2008,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
David Healy,2008,Forward,10,1,7,Northern Ireland,1,0,0,1,0,0.1,0,0,4,2,50,0,1,1,0,0,0,,,,,,,,,,,,,,1,44,4.4,0,9,,,,,1,0,6,0,,,,,,,,
Nadir Belhadj,2008,Defender,29,7,11,Algeria,2,0,0,2,1,,,,,,,,76,3,44,16,2,83,186,142,151,44,3,9,3,36,0,0,0,1,3,1080,37.24,0,131,24,15,47,,2,1,31,0,,,,,,,,
Savio Nsereko,2008,Forward,10,3,4,Germany,0,0,0,0,0,0.0,0,0,7,2,29,0,10,1,5,1,0,,,,,,,,,,,,,,0,121,12.1,0,13,,,,,2,0,8,5,,,,,,,,
Peter Kurucz,2008,Goalkeeper,0,0,0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Frank Wiafe Danquah,2008,Forward,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Henri Lansbury,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Danny Hoesen,2008,Forward,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Bradden Inman,2008,Forward,0,0,0,Australia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Callum Reynolds,2008,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Julien Faubert,2008,Defender,20,9,8,France,0,0,0,0,0,,,,,,,,28,4,20,43,12,82,90,69,82,10,15,26,0,21,1,0,0,0,2,541,27.05,0,102,19,4,50,,2,0,16,1,,,,,,,,
Martin Olsson,2008,Defender,9,1,5,Sweden,0,0,0,0,0,,,,,,,,21,0,10,28,5,67,22,30,28,3,2,4,0,13,0,1,0,0,0,150,16.67,0,9,22,0,5,,1,1,11,0,,,,,,,,
Edwin van der Sar,2008,Goalkeeper,33,23,4,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,21,21,0,2,,,0,647,19.61,,,,,159,0,1,0,0,,71,0,16,42,27,0,210,252
Bernard Mendy,2008,Midfielder,28,5,17,France,2,0,1,1,1,0.07,0,0,19,5,26,0,55,4,19,35,9,89,114,151,167,41,34,32,,,,0,,,2,389,13.89,0,85,19,3,21,,5,0,31,15,,,,,,,,
Titus Bramble,2008,Defender,35,12,15,England,1,1,0,0,0,,,,,,,,86,7,75,507,128,73,193,230,144,5,120,79,13,40,1,2,4,4,0,814,23.26,0,4,25,4,98,,8,0,36,0,,,,,,,,
Teemu Tainio,2008,Midfielder,21,7,10,Finland,0,0,0,0,0,0.0,0,0,13,0,0,0,59,9,47,42,12,75,125,84,55,1,9,7,,,,0,,,0,780,37.14,0,7,29,5,42,,4,0,13,0,,,,,,,,
Gavin McCann,2008,Midfielder,33,10,16,England,0,0,0,0,0,0.0,0,0,39,7,18,0,130,12,77,84,17,78,158,179,185,7,15,26,,,,1,,,0,999,30.27,0,102,34,9,54,,8,1,64,0,,,,,,,,
Tom Cleverley,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ricardo Rocha,2008,Defender,0,0,0,Portugal,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Andranik Teymourian,2008,Midfielder,1,1,0,Iran,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,,,,0,,,0,1,1.0,0,0,0,0,0,,1,0,1,0,,,,,,,,
Olivier Dacourt,2008,Midfielder,9,4,4,France,0,0,0,0,0,0.0,0,0,2,0,0,0,11,1,8,2,1,82,16,16,13,1,2,3,,,,0,,,0,119,13.22,0,0,0,1,7,,0,0,2,0,,,,,,,,
Jermain Defoe,2008,Forward,27,10,11,England,10,0,8,2,2,0.37,2,0,95,33,35,0,21,24,15,4,1,,,,,,,,,,,,,,4,341,12.63,0,34,,,,,4,0,25,40,,,,,,,,
Caleb Folan,2008,Forward,15,3,8,Ireland,1,0,1,0,0,0.07,0,0,4,2,50,0,8,1,3,1,0,,,,,,,,,,,,,,0,126,8.4,0,5,,,,,1,1,12,7,,,,,,,,
Wilfred Bouma,2008,Defender,0,0,0,Netherlands,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Dean Ashton,2008,Forward,4,2,2,England,2,0,2,0,0,0.5,0,0,6,3,50,0,3,0,2,2,0,,,,,,,,,,,,,,0,56,14.0,0,2,,,,,0,0,7,6,,,,,,,,
James Morrison,2008,Midfielder,30,5,18,Scotland,3,1,2,0,1,0.1,0,0,68,19,28,0,69,22,43,36,8,75,148,142,163,42,5,12,,,,0,,,3,989,32.97,0,71,20,27,51,,5,0,23,6,,,,,,,,
Erik Edman,2008,Defender,2,0,1,Sweden,0,0,0,0,0,,,,,,,,1,0,1,3,0,100,4,1,3,0,0,1,0,0,0,0,0,0,0,26,13.0,0,2,50,0,1,,0,0,2,0,,,,,,,,
Jlloyd Samuel,2008,Defender,38,11,19,Trinidad And Tobago,0,0,0,0,0,,,,,,,,64,0,53,181,41,77,256,163,152,38,27,16,7,50,0,1,3,0,1,1008,26.53,0,86,23,2,91,,3,0,36,0,,,,,,,,
Marc Albrighton,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Alan Judge,2008,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Diomansy Kamara,2008,Forward,12,7,4,Senegal,4,0,3,1,0,0.33,0,0,15,4,27,0,9,7,6,0,0,,,,,,,,,,,,,,0,157,13.08,0,7,,,,,0,0,10,3,,,,,,,,
Ciaran Clark,2008,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Gilles Sunu,2008,Forward,0,0,0,Togo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Ryan Giggs,2008,Midfielder,28,19,4,Wales,2,0,1,1,1,0.07,0,0,23,10,43,0,36,4,29,14,1,69,117,79,93,19,5,14,,,,1,,,7,908,32.43,0,172,27,20,54,,0,0,14,0,,,,,,,,
Álvaro Arbeloa,2008,Defender,29,19,1,Spain,1,0,0,1,0,,,,,,,,100,3,72,130,43,76,157,190,124,13,33,21,15,21,0,1,0,0,1,1289,44.45,0,79,24,4,36,,8,0,43,2,,,,,,,,
Elliot Parish,2008,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Xabi Alonso,2008,Midfielder,33,23,2,Spain,3,0,3,0,6,0.09,1,0,67,15,22,0,89,17,43,53,18,70,266,184,135,10,43,32,,,,0,,,4,2482,75.21,0,96,31,23,265,,5,0,35,0,,,,,,,,
Stephen Warnock,2008,Defender,37,10,16,England,3,0,0,3,1,,,,,,,,93,3,78,126,31,73,196,180,139,23,33,22,10,55,0,1,2,1,3,1395,37.7,0,93,28,7,99,,8,0,40,1,,,,,,,,
Joey Barton,2008,Midfielder,9,2,6,England,1,0,1,0,0,0.11,1,0,6,3,50,0,21,1,13,4,0,71,49,43,23,4,4,3,,,,0,,,1,258,28.67,0,9,11,3,21,,2,1,8,0,,,,,,,,
Emmerson Boyce,2008,Defender,27,7,12,Barbados,1,1,0,0,0,,,,,,,,42,2,40,228,65,74,103,92,86,0,40,41,7,33,0,0,1,1,0,450,16.67,0,8,38,0,49,,2,1,21,0,,,,,,,,
Kevin Kilbane,2008,Midfielder,26,6,13,Ireland,0,0,0,0,1,0.0,0,0,14,4,29,0,35,5,22,53,11,83,72,65,75,1,11,23,,,,0,,,0,501,19.27,0,77,17,2,30,,2,0,18,1,,,,,,,,
Jonathan Spector,2008,Defender,9,5,2,United States,0,0,0,0,0,,,,,,,,13,0,5,53,10,100,23,26,17,2,4,4,0,6,0,0,0,0,1,152,16.89,0,5,20,1,4,,1,0,6,0,,,,,,,,
Fran Mérida,2008,Midfielder,2,2,0,Spain,0,0,0,0,0,0.0,0,0,1,0,0,0,2,0,0,0,0,50,3,3,4,0,0,0,,,,0,,,0,21,10.5,0,0,0,1,0,,0,0,0,0,,,,,,,,
Pascal Chimbonda,2008,Defender,16,2,8,France,0,0,0,0,0,,,,,,,,37,0,26,82,31,78,87,84,53,9,17,16,2,24,0,0,0,0,1,596,37.25,0,45,31,0,17,,2,0,8,0,,,,,,,,
Adel Taarabt,2008,Midfielder,1,0,0,Morocco,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,5,5.0,0,0,0,2,0,,0,0,0,0,,,,,,,,
Zat Knight,2008,Defender,13,4,4,England,1,0,0,1,1,,,,,,,,25,1,27,120,41,80,51,50,23,2,17,7,5,16,0,1,0,0,0,352,27.08,0,2,0,0,55,,0,0,8,0,,,,,,,,
Tom Soares,2008,Midfielder,7,3,3,England,0,0,0,0,0,0.0,0,0,5,3,60,0,8,1,7,6,2,88,23,24,36,4,4,4,,,,0,,,0,86,12.29,0,52,33,1,4,,0,0,4,1,,,,,,,,
Steven Gerrard,2008,Midfielder,31,22,2,England,16,1,15,0,6,0.52,4,1,133,41,31,0,54,34,38,34,10,69,173,150,136,31,33,39,,,,0,,,9,1709,55.13,0,221,24,60,125,,5,0,21,5,,,,,,,,
Carlo Cudicini,2008,Goalkeeper,6,4,1,Italy,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,1,,,0,105,17.5,,,,,22,0,0,0,0,,9,0,5,13,4,0,43,52
Mark Noble,2008,Midfielder,29,11,12,England,3,0,3,0,0,0.1,1,0,43,17,40,0,55,13,37,28,5,75,147,101,108,15,2,8,,,,0,,,3,1412,48.69,0,141,47,21,97,,7,1,30,7,,,,,,,,
Moritz Volz,2008,Defender,0,0,0,Germany,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Tobias Mikaelsson,2008,Forward,0,0,0,Sweden,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Didier Digard,2008,Midfielder,23,5,11,France,0,0,0,0,1,0.0,0,0,17,3,18,0,58,4,31,18,2,66,115,94,92,9,10,10,,,,0,,,2,628,27.3,0,38,24,11,60,,3,1,16,0,,,,,,,,
Ryan France,2008,Midfielder,2,0,1,England,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,1,1,0,75,1,5,2,0,0,0,,,,0,,,0,21,10.5,0,0,0,0,0,,0,0,0,0,,,,,,,,
Dorian Dervite,2008,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Rade Prica,2008,Forward,0,0,0,Sweden,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Ryan Donk,2008,Defender,16,4,9,Netherlands,0,0,0,0,3,,,,,,,,23,2,33,138,26,87,44,53,48,1,20,21,4,27,0,0,3,0,0,310,19.38,0,1,0,3,36,,4,0,20,0,,,,,,,,
Michael Essien,2008,Midfielder,11,8,1,Ghana,1,0,1,0,1,0.09,0,0,22,5,23,0,24,6,18,15,6,83,60,57,47,9,6,5,,,,0,,,0,590,53.64,0,1,0,9,28,,0,0,4,0,,,,,,,,
Ricardo Carvalho,2008,Defender,12,7,2,Portugal,1,0,1,0,0,,,,,,,,20,0,28,59,14,55,37,48,27,0,20,19,3,11,0,0,3,0,1,529,44.08,0,7,43,0,29,,2,0,2,0,,,,,,,,
Oscar Jansson,2008,Goalkeeper,0,0,0,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kamil Zayatte,2008,Defender,32,7,16,Guinea,1,0,1,0,1,,,,,,,,81,3,71,355,117,73,124,210,141,7,85,58,6,49,2,2,2,1,1,744,23.25,0,3,33,2,53,,7,0,49,0,,,,,,,,
Tony McMahon,2008,Defender,13,1,8,England,0,0,0,0,0,,,,,,,,31,3,23,49,11,74,62,69,62,9,10,8,1,18,1,0,0,0,1,423,32.54,0,51,24,1,35,,2,0,23,0,,,,,,,,
Danny Collins,2008,Defender,35,8,19,Wales,1,1,0,0,0,,,,,,,,65,4,63,406,165,74,152,223,124,16,116,64,8,47,1,1,0,1,2,1209,34.54,0,55,20,0,71,,3,0,34,0,,,,,,,,
Trevor Carson,2008,Goalkeeper,0,0,0,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jamie Ashdown,2008,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Shay Given,2008,Goalkeeper,37,12,16,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,9,55,0,0,,,0,856,23.14,,,,,238,0,2,0,0,,131,2,27,42,28,0,114,391
Andy Dawson,2008,Defender,25,6,13,England,1,0,0,1,0,,,,,,,,57,2,45,116,34,81,114,118,80,5,27,16,4,35,0,1,4,1,3,738,29.52,0,126,33,0,51,,7,0,34,0,,,,,,,,
Danny Shittu,2008,Defender,10,1,6,Nigeria,0,0,0,0,1,,,,,,,,12,0,6,161,60,100,23,46,34,0,30,19,1,12,1,1,1,0,0,118,11.8,0,0,0,0,7,,1,0,10,1,,,,,,,,
Andy O'Brien,2008,Defender,34,10,19,Ireland,1,0,0,1,0,,,,,,,,51,1,56,398,131,75,139,126,88,3,62,44,7,43,0,2,4,1,1,703,20.68,0,11,27,0,57,,5,0,32,0,,,,,,,,
David Martin,2008,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gary O'Neil,2008,Midfielder,29,6,18,England,4,0,4,0,0,0.14,0,0,34,16,47,0,88,10,57,34,7,76,176,147,172,15,14,20,,,,0,,,1,1269,43.76,0,131,27,15,99,,8,0,42,4,,,,,,,,
Adam Clayton,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Stephen Kelly,2008,Defender,6,3,2,Ireland,0,0,0,0,0,,,,,,,,4,0,7,18,3,50,16,9,6,0,1,2,0,3,0,0,0,1,0,77,12.83,0,3,0,0,1,,0,0,2,0,,,,,,,,
Leon Cort,2008,Defender,11,4,5,Guyana,0,0,0,0,0,,,,,,,,6,2,5,104,38,83,6,25,20,0,13,9,0,16,0,1,1,0,0,84,7.64,0,0,0,0,4,,0,0,6,1,,,,,,,,
Steve Harper,2008,Goalkeeper,16,2,9,England,,,,,,,,,,,,,,,,,,,,,,,,,2,22,0,0,,,0,390,24.38,,,,,105,0,0,0,0,,59,0,11,12,14,0,58,179
Danny Gabbidon,2008,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Manuel Almunia,2008,Goalkeeper,32,17,5,Spain,,,,,,,,,,,,,,,,,,,,,,,,,14,26,0,2,,,0,634,19.81,,,,,174,0,0,0,2,,84,2,20,44,32,0,218,213
Petr Cech,2008,Goalkeeper,35,23,5,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,19,24,0,2,,,0,712,20.34,,,,,197,0,0,0,0,,88,1,34,97,30,0,215,274
Brede Hangeland,2008,Defender,37,14,13,Norway,1,0,1,0,1,,,,,,,,69,3,86,499,179,70,173,229,98,9,126,46,14,34,0,0,5,2,1,1355,36.62,0,2,0,6,101,,3,0,31,0,,,,,,,,
Marcus Marshall,2008,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Gaël Givet,2008,Defender,14,5,6,France,0,0,0,0,0,,,,,,,,30,2,21,99,29,67,46,64,19,0,24,5,3,16,0,0,0,0,0,334,23.86,0,6,17,0,20,,2,0,8,0,,,,,,,,
Segundo Castillo,2008,Midfielder,9,5,1,Ecuador,0,0,0,0,0,0.0,0,0,7,1,14,0,20,1,12,13,1,80,34,28,21,3,3,6,,,,0,,,0,247,27.44,0,2,0,1,19,,0,0,8,0,,,,,,,,
