Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Luke Garbutt,2009,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
William Gallas,2009,Defender,26,16,6,France,3,3,0,0,0,,,,,,,,38,1,49,204,64,84,160,92,79,4,38,36,9,30,0,0,4,0,0,1023,39.35,0,3,33,2,53,,2,0,14,7,,,,,,,,
Wayne Bridge,2009,Defender,23,9,4,England,0,0,0,0,0,,,,,,,,51,12,65,90,27,75,102,106,71,15,24,19,5,25,0,0,3,0,0,963,41.87,0,47,0,3,77,,2,0,15,0,,,,,,,,
Robin Shroot,2009,Forward,0,0,0,Northern Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Marcus Bent,2009,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Ross Turnbull,2009,Goalkeeper,2,1,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,,,0,32,16.0,,,,,8,0,0,0,0,,3,0,1,4,1,3,13,11
Chris Basham,2009,Defender,8,3,3,England,0,0,0,0,0,,,,,,,,8,0,5,8,2,63,6,13,6,1,2,1,0,3,0,0,0,0,1,78,9.75,0,3,33,0,9,,0,0,1,0,,,,,,,,
Jake Jervis,2009,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Henrique Hilário,2009,Goalkeeper,3,1,2,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,,,0,29,9.67,,,,,6,0,0,0,0,,5,0,2,4,2,0,11,23
Jonathan Lund,2009,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kyle Walker,2009,Defender,2,1,1,England,0,0,0,0,0,,,,,,,,11,0,1,4,0,91,10,22,10,3,2,3,1,3,0,0,0,0,0,54,27.0,0,4,0,0,3,,0,0,1,1,,,,,,,,
Chris Iwelumo,2009,Forward,15,3,5,Scotland,0,0,0,0,0,0.0,0,0,7,1,14,0,1,0,3,8,3,,,,,,,,,,,,,,0,140,9.33,0,0,,,,,0,0,12,6,,,,,,,,
Ali Al Habsi,2009,Goalkeeper,0,0,0,Oman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Andros Townsend,2009,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Steve Finnan,2009,Defender,21,6,12,Ireland,0,0,0,0,0,,,,,,,,48,1,40,106,32,77,76,81,55,1,21,14,4,32,0,0,1,0,0,677,32.24,0,51,18,1,30,,2,0,13,0,,,,,,,,
Emmanuel Adebayor,2009,Forward,26,11,4,Togo,14,3,10,1,0,0.54,0,0,56,24,43,0,15,10,5,31,7,,,,,,,,,,,,,,3,817,31.42,0,24,,,,,1,0,40,46,,,,,,,,
Danny Rose,2009,Defender,1,1,0,England,1,0,0,1,0,,,,,,,,1,0,2,0,0,0,1,3,3,0,1,1,0,0,0,0,0,0,0,7,7.0,0,1,0,0,0,,0,0,0,0,,,,,,,,
Nabil El Zhar,2009,Midfielder,3,1,0,Morocco,0,0,0,0,0,0.0,0,0,3,1,33,0,4,2,5,0,0,100,7,8,10,1,0,2,,,,0,,,0,28,9.33,0,4,0,0,1,,0,0,0,0,,,,,,,,
Didier Drogba,2009,Forward,32,21,6,Cote D'Ivoire,29,4,16,9,2,0.91,1,3,178,67,38,0,23,35,31,48,15,,,,,,,,,,,,,,10,640,20.0,0,70,,,,,7,0,63,35,,,,,,,,
Kieran Richardson,2009,Defender,29,9,15,England,1,0,0,1,0,,,,,,,,58,4,62,78,20,71,142,122,159,14,22,29,3,38,0,0,0,1,1,949,32.72,0,104,24,11,53,,7,1,50,2,,,,,,,,
David Healy,2009,Forward,3,0,3,Northern Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,10,3.33,0,5,,,,,0,0,0,0,,,,,,,,
Nadir Belhadj,2009,Defender,19,4,14,Algeria,3,0,1,2,0,,,,,,,,48,2,31,24,3,71,112,72,65,13,4,13,1,34,0,1,3,0,2,689,36.26,0,101,24,4,31,,2,0,7,0,,,,,,,,
Savio Nsereko,2009,Forward,0,0,0,Germany,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Chris Stokes,2009,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Peter Kurucz,2009,Goalkeeper,1,0,1,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,4,4.0,,,,,1,0,0,0,0,,0,0,0,0,0,0,1,1
Abdisalam Ibrahim,2009,Midfielder,1,0,0,Norway,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,,,,0,,,0,6,6.0,0,0,0,0,1,,0,0,2,0,,,,,,,,
Shkodran Mustafi,2009,Defender,0,0,0,Germany,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Henri Lansbury,2009,Midfielder,1,1,0,England,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,0,,,0,16,16.0,0,1,100,0,2,,0,0,0,1,,,,,,,,
Guillermo Franco,2009,Forward,23,6,12,Mexico,5,2,3,0,1,0.22,0,0,30,11,37,0,21,6,15,14,5,,,,,,,,,,,,,,3,467,20.3,0,11,,,,,5,0,37,12,,,,,,,,
Danny Hoesen,2009,Forward,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Julien Faubert,2009,Defender,33,8,16,France,1,0,1,0,0,,,,,,,,49,1,56,120,25,82,168,120,131,22,28,35,8,49,0,0,2,1,3,1090,33.03,0,156,15,6,71,,6,0,32,0,,,,,,,,
Martin Olsson,2009,Defender,21,8,8,Sweden,1,0,0,1,1,,,,,,,,27,8,28,49,18,81,65,114,88,14,36,25,7,29,0,0,1,1,0,402,19.14,0,48,27,4,17,,1,0,17,9,,,,,,,,
Edwin van der Sar,2009,Goalkeeper,21,15,4,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,12,13,0,0,,,0,397,18.9,,,,,97,0,0,0,0,,57,0,9,30,26,17,138,186
Bernard Mendy,2009,Midfielder,21,1,14,France,0,0,0,0,0,0.0,0,0,10,3,30,0,41,2,26,60,25,80,61,108,93,19,28,30,,,,0,,,0,428,20.38,0,49,14,0,21,,6,1,25,1,,,,,,,,
Aristote Nsiala,2009,Defender,0,0,0,The Democratic Republic Of Congo,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Titus Bramble,2009,Defender,35,9,18,England,2,2,0,0,0,,,,,,,,73,3,75,348,90,66,184,193,128,13,86,48,7,66,0,0,7,6,0,1449,41.4,0,2,0,5,238,,10,0,26,1,,,,,,,,
Teemu Tainio,2009,Midfielder,6,2,3,Finland,0,0,0,0,0,0.0,0,0,4,0,0,0,10,2,24,17,2,70,23,20,24,1,3,5,,,,0,,,0,161,26.83,0,5,20,3,11,,0,0,3,0,,,,,,,,
Gavin McCann,2009,Midfielder,11,2,5,England,0,0,0,0,0,0.0,0,0,4,1,25,0,16,2,16,21,4,50,23,32,30,4,8,3,,,,0,,,0,212,19.27,0,25,24,4,18,,4,0,11,0,,,,,,,,
Tom Cleverley,2009,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Michael Hall,2009,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ricardo Rocha,2009,Defender,10,2,4,Portugal,0,0,0,0,0,,,,,,,,14,0,22,76,24,50,15,32,22,0,10,9,1,16,0,0,0,0,0,200,20.0,0,1,0,0,5,,0,2,5,1,,,,,,,,
Andranik Teymourian,2009,Midfielder,0,0,0,Iran,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jermain Defoe,2009,Forward,34,19,8,England,18,0,16,2,2,0.53,1,0,113,47,42,0,20,29,16,2,0,,,,,,,,,,,,,,4,436,12.82,0,35,,,,,3,1,45,59,,,,,,,,
Caleb Folan,2009,Forward,8,1,5,Ireland,2,0,1,1,0,0.25,0,0,7,4,57,0,6,0,2,8,1,,,,,,,,,,,,,,0,171,21.38,0,2,,,,,1,0,13,10,,,,,,,,
Wilfred Bouma,2009,Defender,0,0,0,Netherlands,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
James McCarten,2009,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Yildiray Bastürk,2009,Midfielder,1,0,0,Turkey,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,100,3,2,3,0,0,0,,,,0,,,0,18,18.0,0,2,50,0,1,,0,0,1,0,,,,,,,,
Mitchell McPike,2009,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Dean Ashton,2009,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Erik Edman,2009,Defender,3,0,2,Sweden,0,0,0,0,0,,,,,,,,4,1,4,16,4,50,8,8,8,1,1,2,0,11,0,1,0,0,0,92,30.67,0,2,50,0,2,,1,0,4,0,,,,,,,,
Cheick Touré,2009,Defender,0,0,0,Cote D'Ivoire,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Jlloyd Samuel,2009,Defender,13,3,7,Trinidad And Tobago,0,0,0,0,0,,,,,,,,21,1,17,66,25,67,55,64,48,5,27,8,0,23,1,0,2,0,0,325,25.0,0,25,20,0,39,,4,1,13,1,,,,,,,,
Marc Albrighton,2009,Midfielder,3,0,2,England,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,3,1,0,100,3,5,5,2,0,0,,,,0,,,0,14,4.67,0,9,22,0,2,,0,0,1,0,,,,,,,,
Alan Judge,2009,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Diomansy Kamara,2009,Forward,9,3,4,Senegal,1,0,0,1,0,0.11,0,0,9,3,33,0,11,0,4,2,0,,,,,,,,,,,,,,0,130,14.44,0,3,,,,,1,0,6,2,,,,,,,,
Ciaran Clark,2009,Defender,1,1,0,Ireland,0,0,0,0,0,,,,,,,,3,0,3,7,3,67,2,6,4,0,2,3,1,0,0,0,0,0,0,33,33.0,0,0,0,0,1,,0,0,0,0,,,,,,,,
Gilles Sunu,2009,Forward,0,0,0,Togo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Ryan Giggs,2009,Midfielder,25,17,5,Wales,5,0,0,5,1,0.2,2,2,31,14,45,0,40,5,18,12,1,75,97,96,132,28,7,24,,,,0,,,9,900,36.0,0,211,33,32,51,,0,0,11,6,,,,,,,,
Grégory Vignal,2009,Defender,8,2,4,France,0,0,0,0,0,,,,,,,,16,0,14,19,1,81,39,41,34,4,7,2,0,6,0,0,0,0,0,210,26.25,0,24,33,1,8,,3,0,12,0,,,,,,,,
Elliot Parish,2009,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Garry O'Connor,2009,Forward,10,3,6,Scotland,1,1,0,0,0,0.1,0,0,17,4,24,0,6,5,8,5,2,,,,,,,,,,,,,,0,190,19.0,0,4,,,,,2,0,4,9,,,,,,,,
Stephen Warnock,2009,Defender,31,14,8,England,0,0,0,0,0,,,,,,,,79,1,69,128,41,78,120,147,108,5,38,36,10,34,0,0,1,0,3,1248,40.26,0,88,32,2,82,,3,0,23,1,,,,,,,,
Emmerson Boyce,2009,Defender,24,5,13,Barbados,3,1,1,1,0,,,,,,,,43,1,41,167,36,70,81,105,72,8,39,28,3,55,0,2,4,0,1,740,30.83,0,19,26,3,59,,1,0,19,0,,,,,,,,
Kevin Kilbane,2009,Midfielder,21,5,10,Ireland,1,1,0,0,0,0.05,0,0,10,4,40,0,20,2,38,55,21,70,56,68,68,8,24,30,,,,0,,,1,467,22.24,0,25,20,2,24,,2,0,11,2,,,,,,,,
Kagisho Dikgacoi,2009,Midfielder,12,4,4,South Africa,0,0,0,0,0,0.0,0,0,6,0,0,0,22,3,16,15,2,73,40,40,39,4,9,15,,,,0,,,0,344,28.67,0,3,0,3,21,,1,1,9,0,,,,,,,,
Jonathan Spector,2009,Defender,27,7,13,United States,0,0,0,0,0,,,,,,,,73,2,51,148,43,81,96,137,92,15,20,18,5,44,1,2,1,0,0,839,31.07,0,33,9,5,56,,2,0,23,0,,,,,,,,
Fran Mérida,2009,Midfielder,4,2,1,Spain,1,0,1,0,0,0.25,0,0,1,1,100,0,4,0,1,1,0,75,2,8,5,0,1,0,,,,0,,,0,47,11.75,0,1,0,2,1,,0,0,2,1,,,,,,,,
Pascal Chimbonda,2009,Defender,24,8,9,France,1,0,1,0,0,,,,,,,,43,0,44,116,37,72,103,141,72,13,54,24,7,31,0,0,1,0,1,743,30.96,0,26,23,2,23,,3,0,9,1,,,,,,,,
Adel Taarabt,2009,Midfielder,0,0,0,Morocco,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Zat Knight,2009,Defender,35,10,17,England,1,0,1,0,1,,,,,,,,66,3,78,435,148,74,114,187,89,12,86,37,5,62,1,1,4,0,0,722,20.63,0,6,17,1,73,,1,0,22,0,,,,,,,,
Tom Soares,2009,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Steven Gerrard,2009,Midfielder,33,16,9,England,9,1,7,1,6,0.27,2,0,104,32,31,0,51,38,43,27,4,67,139,146,171,35,29,52,,,,1,,,7,1702,51.58,0,319,18,39,143,,6,0,28,0,,,,,,,,
Carlo Cudicini,2009,Goalkeeper,7,4,2,Italy,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,1,,,0,104,14.86,,,,,27,0,0,0,0,,37,0,5,15,5,5,52,68
Steven Caulker,2009,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Quincy Owusu-Abeyie,2009,Forward,10,2,8,Ghana,0,0,0,0,0,0.0,0,0,9,3,33,0,5,5,3,1,0,,,,,,,,,,,,,,0,120,12.0,0,12,,,,,0,0,0,3,,,,,,,,
Jay Rodriguez,2009,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
Geoffrey Mujangi Bia,2009,Midfielder,3,0,2,Belgium,0,0,0,0,0,0.0,0,0,4,3,75,0,2,1,1,0,0,100,1,6,5,0,0,1,,,,0,,,0,9,3.0,0,3,0,1,0,,0,0,1,0,,,,,,,,
Dorian Dervite,2009,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Ahmed Abdullah,2009,Midfielder,0,0,0,Saudi Arabia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Michael Essien,2009,Midfielder,14,11,3,Ghana,3,1,2,0,0,0.21,0,0,39,11,28,0,25,14,34,19,7,64,118,77,60,15,12,19,,,,0,,,0,933,66.64,0,10,30,6,63,,2,0,13,1,,,,,,,,
Ricardo Carvalho,2009,Defender,22,14,5,Portugal,0,0,0,0,1,,,,,,,,36,3,59,127,31,64,118,73,67,5,28,27,9,20,0,0,2,1,1,1069,48.59,0,24,21,1,71,,4,0,21,0,,,,,,,,
Oscar Jansson,2009,Goalkeeper,0,0,0,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Míchel Salgado,2009,Defender,21,9,7,Spain,0,0,0,0,0,,,,,,,,50,2,35,64,15,84,70,71,79,1,8,17,5,20,0,0,0,0,1,407,19.38,0,15,40,0,11,,3,0,27,0,,,,,,,,
Kamil Zayatte,2009,Defender,23,4,11,Guinea,2,0,1,0,0,,,,,,,,50,3,75,224,61,74,103,163,100,7,89,43,4,38,2,0,3,0,1,577,25.09,0,7,14,0,38,,3,0,31,2,,,,,,,,
Trevor Carson,2009,Goalkeeper,0,0,0,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jamie Ashdown,2009,Goalkeeper,6,0,4,England,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,,,0,92,15.33,,,,,27,0,0,0,0,,26,0,5,12,3,2,12,83
Shay Given,2009,Goalkeeper,35,17,6,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,10,42,0,0,,,0,713,20.37,,,,,183,0,2,0,0,,96,2,19,33,25,23,143,325
Andy Dawson,2009,Defender,35,5,18,England,1,0,0,1,0,,,,,,,,69,3,47,162,40,74,162,129,95,4,34,27,6,63,1,0,2,0,0,1242,35.49,0,60,30,0,90,,7,0,30,0,,,,,,,,
Andrew Surman,2009,Midfielder,7,1,6,England,0,0,0,0,0,0.0,0,0,4,0,0,0,8,3,2,2,1,75,19,11,20,1,0,1,,,,0,,,0,143,20.43,0,16,25,2,1,,0,0,5,0,,,,,,,,
Danny Shittu,2009,Defender,0,0,0,Nigeria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Andy O'Brien,2009,Defender,6,1,3,Ireland,0,0,0,0,0,,,,,,,,9,1,13,58,24,78,15,27,22,0,14,8,1,7,0,0,0,0,0,127,21.17,0,0,0,0,9,,0,0,13,0,,,,,,,,
Joe McKee,2009,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Carl Ikeme,2009,Goalkeeper,0,0,0,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
David Martin,2009,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adam Clayton,2009,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
Stephen Kelly,2009,Defender,8,1,6,Ireland,0,0,0,0,0,,,,,,,,16,0,14,42,13,63,24,36,29,0,14,13,0,14,0,0,0,0,0,255,31.88,0,25,28,0,11,,1,0,6,0,,,,,,,,
Leon Cort,2009,Defender,15,2,12,Guyana,0,0,0,0,0,,,,,,,,11,0,13,156,44,82,28,77,42,0,57,31,0,35,0,0,2,2,1,252,16.8,0,0,0,0,8,,0,0,7,0,,,,,,,,
Daniel Ayala,2009,Defender,5,2,3,Spain,0,0,0,0,0,,,,,,,,7,0,2,23,8,100,10,15,9,1,5,3,2,1,0,0,0,0,0,108,21.6,0,0,0,0,9,,0,0,5,0,,,,,,,,
Danny Gabbidon,2009,Defender,10,1,6,Wales,0,0,0,0,0,,,,,,,,13,0,23,98,27,46,25,43,27,1,22,14,0,21,0,0,1,2,1,248,24.8,0,4,0,0,21,,0,0,9,0,,,,,,,,
